reaction,origin,added,notebook,notes
GAL1PPpp,iML1515,automatic,3.1,none
NTPP9,iML1515,automatic,3.1,none
NTPP10,iML1515,automatic,3.1,none
NTPP11,iML1515,automatic,3.1,none
H2O2tex,iML1515,automatic,3.1,none
ARGDCpp,iML1515,automatic,3.1,none
URIH,iML1515,automatic,3.1,none
ALLPI,iML1515,automatic,3.1,none
ALLK,iML1515,automatic,3.1,none
ALLULPE,iML1515,automatic,3.1,none
ADEtex,iML1515,automatic,3.1,none
ADNtex,iML1515,automatic,3.1,none
NADPHQR2,iML1515,automatic,3.1,none
NADPHQR3,iML1515,automatic,3.1,none
NADPHQR4,iML1515,automatic,3.1,none
GLBRAN2,iML1515,automatic,3.1,none
ASR,iML1515,automatic,3.1,none
ASO3tex,iML1515,automatic,3.1,none
AGMtex,iML1515,automatic,3.1,none
ALAtex,iML1515,automatic,3.1,none
BALAtex,iML1515,automatic,3.1,none
DALAtex,iML1515,automatic,3.1,none
MANGLYCtex,iML1515,automatic,3.1,none
EX_frulys_e,iML1515,automatic,3.1,none
AMPtex,iML1515,automatic,3.1,none
METOX1s,iML1515,automatic,3.1,none
XTSNH,iML1515,automatic,3.1,none
METOX2s,iML1515,automatic,3.1,none
FRUURt2rpp,iML1515,automatic,3.1,none
FRUURtex,iML1515,automatic,3.1,none
ARBtex,iML1515,automatic,3.1,none
ARGtex,iML1515,automatic,3.1,none
INSH,iML1515,automatic,3.1,none
ASCBtex,iML1515,automatic,3.1,none
FACOAL100t2pp,iML1515,automatic,3.1,none
RIBabcpp,iML1515,automatic,3.1,none
ECAtpp,iML1515,automatic,3.1,none
O16GLCT2,iML1515,automatic,3.1,none
GPDDA3pp,iML1515,automatic,3.1,none
GPDDA4pp,iML1515,automatic,3.1,none
GPDDA2pp,iML1515,automatic,3.1,none
FACOAL120t2pp,iML1515,automatic,3.1,none
GLYCAt2rpp,iML1515,automatic,3.1,none
GLYCAtex,iML1515,automatic,3.1,none
FACOAL140t2pp,iML1515,automatic,3.1,none
EX_enlipa_e,iML1515,automatic,3.1,none
BUTtex,iML1515,automatic,3.1,none
EX_hacolipa_e,iML1515,automatic,3.1,none
AGM4PCP,iML1515,automatic,3.1,none
4PCP,iML1515,automatic,3.1,none
FE3HOXtonex,iML1515,automatic,3.1,none
CU2abcpp,iML1515,automatic,3.1,none
COBALT2abcpp,iML1515,automatic,3.1,none
NI2abcpp,iML1515,automatic,3.1,none
MG2uabcpp,iML1515,automatic,3.1,none
4PCPpp,iML1515,automatic,3.1,none
FALDH2,iML1515,automatic,3.1,none
CHLtex,iML1515,automatic,3.1,none
GLYBabcpp,iML1515,automatic,3.1,none
GLYC3Pt6pp,iML1515,automatic,3.1,none
MMETtex,iML1515,automatic,3.1,none
FE3tex,iML1515,automatic,3.1,none
MG2tex,iML1515,automatic,3.1,none
Zn2tex,iML1515,automatic,3.1,none
CD2tex,iML1515,automatic,3.1,none
GLYCLTt4pp,iML1515,automatic,3.1,none
GLYCtpp,iML1515,automatic,3.1,none
H2Otpp,iML1515,automatic,3.1,none
GLNabcpp,iML1515,automatic,3.1,none
CO2tex,iML1515,automatic,3.1,none
GLUabcpp,iML1515,automatic,3.1,none
GLUABUTt7pp,iML1515,automatic,3.1,none
GLUt2rpp,iML1515,automatic,3.1,none
HISabcpp,iML1515,automatic,3.1,none
HISt2rpp,iML1515,automatic,3.1,none
CBIAT,iML1515,automatic,3.1,none
GLUt4pp,iML1515,automatic,3.1,none
GLYALDtpp,iML1515,automatic,3.1,none
CRNtex,iML1515,automatic,3.1,none
EX_etha_e,iML1515,automatic,3.1,none
ACGK,iML1515,automatic,3.1,none
LYSabcpp,iML1515,automatic,3.1,none
COBALT2tex,iML1515,automatic,3.1,none
LCTSt3ipp,iML1515,automatic,3.1,none
PPK2,iML1515,automatic,3.1,none
ARBt3ipp,iML1515,automatic,3.1,none
14GLUCANabcpp,iML1515,automatic,3.1,none
14GLUCANtexi,iML1515,automatic,3.1,none
DINStex,iML1515,automatic,3.1,none
DHPTPE,iML1515,automatic,3.1,none
PPDOy,iML1515,automatic,3.1,none
FALGTHLs,iML1515,automatic,3.1,none
NTD12pp,iML1515,automatic,3.1,none
PPA2,iML1515,automatic,3.1,none
DIMPtex,iML1515,automatic,3.1,none
EX_hdca_e,iML1515,automatic,3.1,none
EX_glcr_e,iML1515,automatic,3.1,none
GNK,iML1515,automatic,3.1,none
HMBS,iML1515,automatic,3.1,none
3NTD7pp,iML1515,automatic,3.1,none
DMStex,iML1515,automatic,3.1,none
3NTD4pp,iML1515,automatic,3.1,none
3NTD2pp,iML1515,automatic,3.1,none
3NTD9pp,iML1515,automatic,3.1,none
RMK,iML1515,automatic,3.1,none
FHL,iML1515,automatic,3.1,none
HYPOE,iML1515,automatic,3.1,none
MEPCT,iML1515,automatic,3.1,none
GLUDy,iML1515,automatic,3.1,none
23PDE7pp,iML1515,automatic,3.1,none
GALTptspp,iML1515,automatic,3.1,none
GALURt2rpp,iML1515,automatic,3.1,none
ZN2abcpp,iML1515,automatic,3.1,none
CSNtex,iML1515,automatic,3.1,none
GLYCLTDy,iML1515,automatic,3.1,none
LYSDC,iML1515,automatic,3.1,none
DAAD,iML1515,automatic,3.1,none
GLCNt2rpp,iML1515,automatic,3.1,none
GLCptspp,iML1515,automatic,3.1,none
GLCRt2rpp,iML1515,automatic,3.1,none
GLCt2pp,iML1515,automatic,3.1,none
UREAtpp,iML1515,automatic,3.1,none
XANt2pp,iML1515,automatic,3.1,none
GLYC3Pabcpp,iML1515,automatic,3.1,none
PPPNt2rpp,iML1515,automatic,3.1,none
PTRCORNt7pp,iML1515,automatic,3.1,none
GLCURt2rpp,iML1515,automatic,3.1,none
ACMUMptspp,iML1515,automatic,3.1,none
EX_h2o_e,iML1515,automatic,3.1,none
EX_ala__D_e,iML1515,automatic,3.1,none
HSTPT,iML1515,automatic,3.1,none
SPMDabcpp,iML1515,automatic,3.1,none
CYNTtex,iML1515,automatic,3.1,none
HG2tex,iML1515,automatic,3.1,none
NTPP5,iML1515,automatic,3.1,none
THDPS,iML1515,automatic,3.1,none
ACONMT,iML1515,automatic,3.1,none
XTSNtex,iML1515,automatic,3.1,none
ATPM,iML1515,automatic,3.1,none
CYStex,iML1515,automatic,3.1,none
NADPPPS,iML1515,automatic,3.1,none
EX_mnl_e,iML1515,automatic,3.1,none
THRD_L,iML1515,automatic,3.1,none
EX_malt_e,iML1515,automatic,3.1,none
NTD3,iML1515,automatic,3.1,none
CYTDtex,iML1515,automatic,3.1,none
GLYOX,iML1515,automatic,3.1,none
DADNtex,iML1515,automatic,3.1,none
4PEPTtex,iML1515,automatic,3.1,none
NAMNPP,iML1515,automatic,3.1,none
EX_pnto__R_e,iML1515,automatic,3.1,none
SELNPS,iML1515,automatic,3.1,none
DHAtex,iML1515,automatic,3.1,none
ETOHtex,iML1515,automatic,3.1,none
MTRPOX,iML1515,automatic,3.1,none
AGM4PCPpp,iML1515,automatic,3.1,none
GTPDPDP,iML1515,automatic,3.1,none
CRNCAR,iML1515,automatic,3.1,none
GALabcpp,iML1515,automatic,3.1,none
GLYCLTt2rpp,iML1515,automatic,3.1,none
GUAt2pp,iML1515,automatic,3.1,none
RNDR2,iML1515,automatic,3.1,none
EX_asn__L_e,iML1515,automatic,3.1,none
ANHMK,iML1515,automatic,3.1,none
DCAtex,iML1515,automatic,3.1,none
DHFR,iML1515,automatic,3.1,none
EX_cit_e,iML1515,automatic,3.1,none
PRAIi,iML1515,automatic,3.1,none
EX_mal__L_e,iML1515,automatic,3.1,none
NMNN,iML1515,automatic,3.1,none
XAND,iML1515,automatic,3.1,none
EX_no2_e,iML1515,automatic,3.1,none
HACD3,iML1515,automatic,3.1,none
TYRTA,iML1515,automatic,3.1,none
SHKK,iML1515,automatic,3.1,none
DCYTtex,iML1515,automatic,3.1,none
EX_gam_e,iML1515,automatic,3.1,none
ACACtex,iML1515,automatic,3.1,none
ACNAMtex,iML1515,automatic,3.1,none
ARBTNabcpp,iML1515,automatic,3.1,none
EX_inost_e,iML1515,automatic,3.1,none
EX_mobd_e,iML1515,automatic,3.1,none
NNDMBRT,iML1515,automatic,3.1,none
DGSNtex,iML1515,automatic,3.1,none
THRA2,iML1515,automatic,3.1,none
H2Stex,iML1515,automatic,3.1,none
PPK,iML1515,automatic,3.1,none
EX_so4_e,iML1515,automatic,3.1,none
SADH,iML1515,automatic,3.1,none
GLUSy,iML1515,automatic,3.1,none
GUAPRT,iML1515,automatic,3.1,none
EX_phe__L_e,iML1515,automatic,3.1,none
EX_thr__L_e,iML1515,automatic,3.1,none
EX_uri_e,iML1515,automatic,3.1,none
OMCDC,iML1515,automatic,3.1,none
ABUTD,iML1515,automatic,3.1,none
E4PD,iML1515,automatic,3.1,none
IG3PS,iML1515,automatic,3.1,none
PDH,iML1515,automatic,3.1,none
MTHFR2,iML1515,automatic,3.1,none
DMSOR2pp,iML1515,automatic,3.1,none
H2St1pp,iML1515,automatic,3.1,none
EX_nh4_e,iML1515,automatic,3.1,none
DADK,iML1515,automatic,3.1,none
DUTPDP,iML1515,automatic,3.1,none
EX_ddca_e,iML1515,automatic,3.1,none
HYD3pp,iML1515,automatic,3.1,none
NO3R1pp,iML1515,automatic,3.1,none
NTP5,iML1515,automatic,3.1,none
CELBpts,iML1515,automatic,3.1,none
FORt2pp,iML1515,automatic,3.1,none
EX_r5p_e,iML1515,automatic,3.1,none
EX_glyc2p_e,iML1515,automatic,3.1,none
MTAN,iML1515,automatic,3.1,none
DPR,iML1515,automatic,3.1,none
EX_halipa_e,iML1515,automatic,3.1,none
AACPS5,iML1515,automatic,3.1,none
MANptspp,iML1515,automatic,3.1,none
EX_cmp_e,iML1515,automatic,3.1,none
NTD8,iML1515,automatic,3.1,none
GALCTD,iML1515,automatic,3.1,none
EX_malthx_e,iML1515,automatic,3.1,none
MLTG4,iML1515,automatic,3.1,none
UDPGDC,iML1515,automatic,3.1,none
PUNP4,iML1515,automatic,3.1,none
AMAOTr,iML1515,automatic,3.1,none
EX_csn_e,iML1515,automatic,3.1,none
EX_etoh_e,iML1515,automatic,3.1,none
G6PP,iML1515,automatic,3.1,none
GLNS,iML1515,automatic,3.1,none
TYMtex,iML1515,automatic,3.1,none
GTHS,iML1515,automatic,3.1,none
EX_g3pe_e,iML1515,automatic,3.1,none
EX_pacald_e,iML1515,automatic,3.1,none
EX_his__L_e,iML1515,automatic,3.1,none
EX_k_e,iML1515,automatic,3.1,none
EX_na1_e,iML1515,automatic,3.1,none
ACACT1r,iML1515,automatic,3.1,none
ARGORNt7pp,iML1515,automatic,3.1,none
EX_dmso_e,iML1515,automatic,3.1,none
CMPtex,iML1515,automatic,3.1,none
DUMPtex,iML1515,automatic,3.1,none
XMPtex,iML1515,automatic,3.1,none
3PEPTtex,iML1515,automatic,3.1,none
EX_12ppd__S_e,iML1515,automatic,3.1,none
EX_pppn_e,iML1515,automatic,3.1,none
ANHGMtex,iML1515,automatic,3.1,none
MALTptspp,iML1515,automatic,3.1,none
UDPKAAT,iML1515,automatic,3.1,none
ULA4NFT,iML1515,automatic,3.1,none
EX_acgam1p_e,iML1515,automatic,3.1,none
NTD11pp,iML1515,automatic,3.1,none
EX_galt_e,iML1515,automatic,3.1,none
DKGLCNR2x,iML1515,automatic,3.1,none
ACGS,iML1515,automatic,3.1,none
PDE1,iML1515,automatic,3.1,none
UPLA4FNT,iML1515,automatic,3.1,none
UPLA4FNF,iML1515,automatic,3.1,none
ULA4Ntppi,iML1515,automatic,3.1,none
HEPT1,iML1515,automatic,3.1,none
FALDtex,iML1515,automatic,3.1,none
MCITD,iML1515,automatic,3.1,none
CU2tex,iML1515,automatic,3.1,none
EX_glcur1p_e,iML1515,automatic,3.1,none
GLCATr,iML1515,automatic,3.1,none
ALR2,iML1515,automatic,3.1,none
AMALT2,iML1515,automatic,3.1,none
MLTP1,iML1515,automatic,3.1,none
HEPT2,iML1515,automatic,3.1,none
FECRMUtex,iML1515,automatic,3.1,none
ALAALAr,iML1515,automatic,3.1,none
EX_thrp_e,iML1515,automatic,3.1,none
CLtex,iML1515,automatic,3.1,none
CYSDtex,iML1515,automatic,3.1,none
CYSDabcpp,iML1515,automatic,3.1,none
HXAND,iML1515,automatic,3.1,none
EX_fald_e,iML1515,automatic,3.1,none
EX_pydxn_e,iML1515,automatic,3.1,none
EX_acgal_e,iML1515,automatic,3.1,none
EX_so2_e,iML1515,automatic,3.1,none
EX_dms_e,iML1515,automatic,3.1,none
GMPtex,iML1515,automatic,3.1,none
IMPtex,iML1515,automatic,3.1,none
G3PItex,iML1515,automatic,3.1,none
CD2abcpp,iML1515,automatic,3.1,none
G3PGtex,iML1515,automatic,3.1,none
G3PEtex,iML1515,automatic,3.1,none
G3PCtex,iML1515,automatic,3.1,none
UMPtex,iML1515,automatic,3.1,none
G1Ptex,iML1515,automatic,3.1,none
ADNK1,iML1515,automatic,3.1,none
CUt3,iML1515,automatic,3.1,none
ZN2t3pp,iML1515,automatic,3.1,none
SKMtex,iML1515,automatic,3.1,none
MNt2pp,iML1515,automatic,3.1,none
GLCabcpp,iML1515,automatic,3.1,none
MNtex,iML1515,automatic,3.1,none
GAL1Ptex,iML1515,automatic,3.1,none
G2PPpp,iML1515,automatic,3.1,none
UDPGPpp,iML1515,automatic,3.1,none
EX_acgal1p_e,iML1515,automatic,3.1,none
EX_cyan_e,iML1515,automatic,3.1,none
EX_tyrp_e,iML1515,automatic,3.1,none
O2Stex,iML1515,automatic,3.1,none
HEPK1,iML1515,automatic,3.1,none
ALDD3y,iML1515,automatic,3.1,none
EX_uacgam_e,iML1515,automatic,3.1,none
Kt3pp,iML1515,automatic,3.1,none
EX_udpacgal_e,iML1515,automatic,3.1,none
EX_udpg_e,iML1515,automatic,3.1,none
EX_udpgal_e,iML1515,automatic,3.1,none
EX_udpglcur_e,iML1515,automatic,3.1,none
EX_14glucan_e,iML1515,automatic,3.1,none
EX_pser__L_e,iML1515,automatic,3.1,none
R5PP,iML1515,automatic,3.1,none
EX_xmp_e,iML1515,automatic,3.1,none
EX_damp_e,iML1515,automatic,3.1,none
CYSSADS,iML1515,automatic,3.1,none
EX_dimp_e,iML1515,automatic,3.1,none
CPPPGO2,iML1515,automatic,3.1,none
EX_isetac_e,iML1515,automatic,3.1,none
AGM3PH,iML1515,automatic,3.1,none
HOMt2pp,iML1515,automatic,3.1,none
EX_aso3_e,iML1515,automatic,3.1,none
EX_tcynt_e,iML1515,automatic,3.1,none
EX_fe3dhbzs_e,iML1515,automatic,3.1,none
AGM3PApp,iML1515,automatic,3.1,none
PPPGO,iML1515,automatic,3.1,none
EX_feoxam_un_e,iML1515,automatic,3.1,none
HOMtex,iML1515,automatic,3.1,none
SO2tex,iML1515,automatic,3.1,none
SO2tpp,iML1515,automatic,3.1,none
LDH_D2,iML1515,automatic,3.1,none
EX_g3pc_e,iML1515,automatic,3.1,none
EX_g3pg_e,iML1515,automatic,3.1,none
EX_g3pi_e,iML1515,automatic,3.1,none
SHCHF,iML1515,automatic,3.1,none
SUCOAS,iML1515,automatic,3.1,none
SUCBZL,iML1515,automatic,3.1,none
CYSDDS,iML1515,automatic,3.1,none
CYStpp,iML1515,automatic,3.1,none
EX_g3ps_e,iML1515,automatic,3.1,none
EX_peamn_e,iML1515,automatic,3.1,none
EX_34dhpac_e,iML1515,automatic,3.1,none
NTP1,iML1515,automatic,3.1,none
DAMPtex,iML1515,automatic,3.1,none
DCMPtex,iML1515,automatic,3.1,none
DGMPtex,iML1515,automatic,3.1,none
DTMPtex,iML1515,automatic,3.1,none
ACSERtpp,iML1515,automatic,3.1,none
ACSERtex,iML1515,automatic,3.1,none
LALDO3,iML1515,automatic,3.1,none
NTP10,iML1515,automatic,3.1,none
PRAIS,iML1515,automatic,3.1,none
GDMANE,iML1515,automatic,3.1,none
GPDDA4,iML1515,automatic,3.1,none
LPLIPAL2ATG120,iML1515,automatic,3.1,none
PLIPA1E140pp,iML1515,automatic,3.1,none
LPLIPAL2E140,iML1515,automatic,3.1,none
PLIPA1E160pp,iML1515,automatic,3.1,none
GALKr,iML1515,automatic,3.1,none
PLIPA1E161pp,iML1515,automatic,3.1,none
AACPS8,iML1515,automatic,3.1,none
AACPS9,iML1515,automatic,3.1,none
LPLIPAL2E180,iML1515,automatic,3.1,none
LPLIPAL2G161,iML1515,automatic,3.1,none
LPLIPAL2G181,iML1515,automatic,3.1,none
2AGPE120tipp,iML1515,automatic,3.1,none
HXCT,iML1515,automatic,3.1,none
AACPS6,iML1515,automatic,3.1,none
2AGPEAT160,iML1515,automatic,3.1,none
AACPS7,iML1515,automatic,3.1,none
PANTS,iML1515,automatic,3.1,none
G3PGabcpp,iML1515,automatic,3.1,none
G3PIabcpp,iML1515,automatic,3.1,none
DURADx,iML1515,automatic,3.1,none
ECOAH7,iML1515,automatic,3.1,none
G1PPpp,iML1515,automatic,3.1,none
GALCTND,iML1515,automatic,3.1,none
GCALDD,iML1515,automatic,3.1,none
HISTP,iML1515,automatic,3.1,none
G3PSabcpp,iML1515,automatic,3.1,none
QMO2,iML1515,automatic,3.1,none
QMO3,iML1515,automatic,3.1,none
LPLIPAL2E141,iML1515,automatic,3.1,none
LPLIPAL2E161,iML1515,automatic,3.1,none
LDH_D,iML1515,automatic,3.1,none
AMALT4,iML1515,automatic,3.1,none
NTD11,iML1515,automatic,3.1,none
LPLIPAL2E181,iML1515,automatic,3.1,none
YUMPS,iML1515,automatic,3.1,none
LPLIPAL2G180,iML1515,automatic,3.1,none
LPLIPAL2G141,iML1515,automatic,3.1,none
2AGPA120tipp,iML1515,automatic,3.1,none
2AGPG180tipp,iML1515,automatic,3.1,none
IPDDI,iML1515,automatic,3.1,none
ORNDC,iML1515,automatic,3.1,none
UPP3MT,iML1515,automatic,3.1,none
KAS15,iML1515,automatic,3.1,none
ALAALAtex,iML1515,automatic,3.1,none
FACOAL181t2pp,iML1515,automatic,3.1,none
T2DECAI,iML1515,automatic,3.1,none
2AGPGAT180,iML1515,automatic,3.1,none
2AGPGAT181,iML1515,automatic,3.1,none
3OAS161,iML1515,automatic,3.1,none
DHQS,iML1515,automatic,3.1,none
EAR141y,iML1515,automatic,3.1,none
EAR161x,iML1515,automatic,3.1,none
2AGPG141tipp,iML1515,automatic,3.1,none
2AGPG161tipp,iML1515,automatic,3.1,none
2AGPG181tipp,iML1515,automatic,3.1,none
2AGPEAT140,iML1515,automatic,3.1,none
2AGPEAT120,iML1515,automatic,3.1,none
DASYN160,iML1515,automatic,3.1,none
DASYN161,iML1515,automatic,3.1,none
DASYN181,iML1515,automatic,3.1,none
CDAPPA161,iML1515,automatic,3.1,none
2AGPEAT161,iML1515,automatic,3.1,none
2AGPEAT141,iML1515,automatic,3.1,none
2AGPGAT160,iML1515,automatic,3.1,none
PGSA180,iML1515,automatic,3.1,none
PGCD,iML1515,automatic,3.1,none
PSSA140,iML1515,automatic,3.1,none
2AGPGAT141,iML1515,automatic,3.1,none
FACOAE180,iML1515,automatic,3.1,none
LPLIPAL2ATG140,iML1515,automatic,3.1,none
LPLIPAL2ATG141,iML1515,automatic,3.1,none
LPLIPAL2ATG160,iML1515,automatic,3.1,none
LPLIPAL2ATG180,iML1515,automatic,3.1,none
LPLIPAL2ATG161,iML1515,automatic,3.1,none
LPLIPAL2ATG181,iML1515,automatic,3.1,none
FACOAE100,iML1515,automatic,3.1,none
FACOAE80,iML1515,automatic,3.1,none
FACOAE60,iML1515,automatic,3.1,none
CLPNS180pp,iML1515,automatic,3.1,none
PLIPA1E120pp,iML1515,automatic,3.1,none
CLPNS181pp,iML1515,automatic,3.1,none
EX_cys__L_e,iML1515,automatic,3.1,none
PG161abcpp,iML1515,automatic,3.1,none
PGP120abcpp,iML1515,automatic,3.1,none
MALtex,iML1515,automatic,3.1,none
NO3tex,iML1515,automatic,3.1,none
3OAS141,iML1515,automatic,3.1,none
3OAR121,iML1515,automatic,3.1,none
CFAS160G,iML1515,automatic,3.1,none
PGP161abcpp,iML1515,automatic,3.1,none
PGP181abcpp,iML1515,automatic,3.1,none
PA120abcpp,iML1515,automatic,3.1,none
PLIPA1G120pp,iML1515,automatic,3.1,none
URAt2pp,iML1515,removed,3.1,"Removed in 4.1.""URAt2pp_copy2"" was kept as correct reaction."
FACOAE141,iML1515,automatic,3.1,none
CLPNS120pp,iML1515,automatic,3.1,none
ALPATE160pp,iML1515,automatic,3.1,none
FACOAE161,iML1515,automatic,3.1,none
EX_gsn_e,iML1515,automatic,3.1,none
ALPATG160pp,iML1515,automatic,3.1,none
2AGPGAT120,iML1515,automatic,3.1,none
LPLIPAL2ATE120,iML1515,automatic,3.1,none
2AGPEAT180,iML1515,automatic,3.1,none
LPLIPAL2ATE140,iML1515,automatic,3.1,none
EX_orot_e,iML1515,automatic,3.1,none
LPLIPAL2ATE160,iML1515,automatic,3.1,none
LPLIPAL2ATE180,iML1515,automatic,3.1,none
LPLIPAL2ATE141,iML1515,automatic,3.1,none
2AGPEAT181,iML1515,automatic,3.1,none
2AGPGAT140,iML1515,automatic,3.1,none
PLIPA1E181pp,iML1515,automatic,3.1,none
PLIPA1G180pp,iML1515,automatic,3.1,none
LPLIPAL2ATE161,iML1515,automatic,3.1,none
LPLIPAL2ATE181,iML1515,automatic,3.1,none
FACOAL141t2pp,iML1515,automatic,3.1,none
FACOAL161t2pp,iML1515,automatic,3.1,none
PA160abcpp,iML1515,automatic,3.1,none
PLIPA1G181pp,iML1515,automatic,3.1,none
ALAALAabcpp,iML1515,automatic,3.1,none
HEXt2rpp,iML1515,automatic,3.1,none
G3PEabcpp,iML1515,automatic,3.1,none
G3PCabcpp,iML1515,automatic,3.1,none
2AGPGAT161,iML1515,automatic,3.1,none
PA181abcpp,iML1515,automatic,3.1,none
12DGR141tipp,iML1515,automatic,3.1,none
AMPTASEPG,iML1515,automatic,3.1,none
ADSL1r,iML1515,automatic,3.1,none
PROGLYabcpp,iML1515,automatic,3.1,none
GTHRDabcpp,iML1515,automatic,3.1,none
PGPP140pp,iML1515,automatic,3.1,none
PGPP141pp,iML1515,automatic,3.1,none
PGPP160pp,iML1515,automatic,3.1,none
2AGPG140tipp,iML1515,automatic,3.1,none
PGPP180pp,iML1515,automatic,3.1,none
2AGPG160tipp,iML1515,automatic,3.1,none
SERD_D,iML1515,automatic,3.1,none
CLPNH141pp,iML1515,automatic,3.1,none
CLPNH160pp,iML1515,automatic,3.1,none
CLPNH161pp,iML1515,automatic,3.1,none
AICART,iML1515,automatic,3.1,none
CLPNH181pp,iML1515,automatic,3.1,none
D_LACt2pp,iML1515,automatic,3.1,none
PLIPA1E180pp,iML1515,automatic,3.1,none
RIBtex,iML1515,automatic,3.1,none
FLVRx,iML1515,automatic,3.1,none
THMtex,iML1515,automatic,3.1,none
XYLUtex,iML1515,automatic,3.1,none
PLIPA1G140pp,iML1515,automatic,3.1,none
PLIPA1G161pp,iML1515,automatic,3.1,none
CLPNS160pp,iML1515,automatic,3.1,none
CLPNS161pp,iML1515,automatic,3.1,none
EX_manglyc_e,iML1515,automatic,3.1,none
ALLtex,iML1515,automatic,3.1,none
PG160abcpp,iML1515,automatic,3.1,none
FRUpts2pp,iML1515,automatic,3.1,none
PGP140abcpp,iML1515,automatic,3.1,none
PAPA120pp,iML1515,automatic,3.1,none
PAPA140pp,iML1515,automatic,3.1,none
EX_metsox_R__L_e,iML1515,automatic,3.1,none
PAPA141pp,iML1515,automatic,3.1,none
34dhpactex,iML1515,automatic,3.1,none
PAPA160pp,iML1515,automatic,3.1,none
G6Pt6_2pp,iML1515,automatic,3.1,none
PAPA161pp,iML1515,automatic,3.1,none
MALTHXtexi,iML1515,automatic,3.1,none
12PPDStpp,iML1515,removed,3.1,"GPR was missing. Removed in 4.1. ""_copy2"" was kept as correct reaction and renamed ""12PPDStpp""."
PAPA180pp,iML1515,automatic,3.1,none
PROtex,iML1515,automatic,3.1,none
HPYRI,iML1515,automatic,3.1,none
FE3HOXUtex,iML1515,automatic,3.1,none
HYD1pp,iML1515,automatic,3.1,none
EX_cl_e,iML1515,automatic,3.1,none
FE3DHBZStonex,iML1515,automatic,3.1,none
AACTOOR,iML1515,automatic,3.1,none
H2tpp,iML1515,automatic,3.1,none
23DAPPAtex,iML1515,automatic,3.1,none
ECAP3pp,iML1515,automatic,3.1,none
FEOXAMtonex,iML1515,automatic,3.1,none
TPRDCOAS,iML1515,automatic,3.1,none
ACGAM1PPpp,iML1515,automatic,3.1,none
EX_dgmp_e,iML1515,automatic,3.1,none
GAMptspp,iML1515,automatic,3.1,none
GSNt2pp,iML1515,automatic,3.1,none
EX_4hoxpacd_e,iML1515,automatic,3.1,none
FMNRx,iML1515,automatic,3.1,none
EX_3hpppn_e,iML1515,automatic,3.1,none
EX_man6p_e,iML1515,automatic,3.1,none
GSNtex,iML1515,automatic,3.1,none
SBTtex,iML1515,automatic,3.1,none
FORtex,iML1515,automatic,3.1,none
EX_tsul_e,iML1515,automatic,3.1,none
PHEt2rpp,iML1515,automatic,3.1,none
DHBS,iML1515,automatic,3.1,none
THIORDXi,iML1515,automatic,3.1,none
EX_n2o_e,iML1515,automatic,3.1,none
PPPGO3,iML1515,automatic,3.1,none
PFK,iML1515,automatic,3.1,none
PDX5POi,iML1515,automatic,3.1,none
PDX5PO2,iML1515,automatic,3.1,none
MDDCP1pp,iML1515,automatic,3.1,none
GUI2,iML1515,automatic,3.1,none
OMBZLM,iML1515,automatic,3.1,none
PLIPA1A181pp,iML1515,automatic,3.1,none
PGM,iML1515,automatic,3.1,none
LPLIPAL2A141,iML1515,automatic,3.1,none
HG2t3pp,iML1515,automatic,3.1,none
CYTBO3_4pp,iML1515,automatic,3.1,none
EX_maltttr_e,iML1515,automatic,3.1,none
GLYCK,iML1515,automatic,3.1,none
MLTG5,iML1515,automatic,3.1,none
GPDDA3,iML1515,automatic,3.1,none
EAR141x,iML1515,automatic,3.1,none
EAR181x,iML1515,automatic,3.1,none
TPI,iML1515,automatic,3.1,none
EAR181y,iML1515,automatic,3.1,none
G3PAT141,iML1515,automatic,3.1,none
2DOXG6PP,iML1515,automatic,3.1,none
OXAMTC,iML1515,automatic,3.1,none
UDCPPtppi,iML1515,automatic,3.1,none
AGMH,iML1515,automatic,3.1,none
G3PAT181,iML1515,automatic,3.1,none
DASYN140,iML1515,automatic,3.1,none
MPTG,iML1515,automatic,3.1,none
DASYN180,iML1515,automatic,3.1,none
MPTG2,iML1515,automatic,3.1,none
DASYN141,iML1515,automatic,3.1,none
RPI,iML1515,automatic,3.1,none
MCTP1App,iML1515,automatic,3.1,none
MCTP2App,iML1515,automatic,3.1,none
CDAPPA160,iML1515,automatic,3.1,none
CDAPPA141,iML1515,automatic,3.1,none
MCTP1Bpp,iML1515,automatic,3.1,none
PERD,iML1515,automatic,3.1,none
MELIBt3ipp,iML1515,automatic,3.1,none
PGSA141,iML1515,automatic,3.1,none
EX_alaala_e,iML1515,automatic,3.1,none
EX_dtmp_e,iML1515,automatic,3.1,none
5DOAN,iML1515,automatic,3.1,none
DM_5drib_c,iML1515,automatic,3.1,none
EX_lipoate_e,iML1515,automatic,3.1,none
EX_pydx_e,iML1515,automatic,3.1,none
EX_g1p_e,iML1515,automatic,3.1,none
GLCtex_copy2,iML1515,removed,3.1,Duplicate reaction. Removed in 4.1. Original was kept.
NAt3pp,iML1515,automatic,3.1,none
MINOHPtexi,iML1515,automatic,3.1,none
12PPDRtpp,iML1515,automatic,3.1,none
SFGTHi,iML1515,automatic,3.1,none
PYDAMK,iML1515,automatic,3.1,none
DHORDfum,iML1515,automatic,3.1,none
K2L4Aabcpp,iML1515,automatic,3.1,none
FACOAE120,iML1515,automatic,3.1,none
3OAR120,iML1515,automatic,3.1,none
3HAD80,iML1515,automatic,3.1,none
