,CP022686.1
ECOLIN_08515,CIW80_00695
ECOLIN_08520,CIW80_00700
ECOLIN_08525,CIW80_00705
ECOLIN_08530,CIW80_00710
ECOLIN_08535,CIW80_00715
ECOLIN_08540,CIW80_00725
ECOLIN_08545,CIW80_00730
ECOLIN_08550,CIW80_00735
ECOLIN_08555,CIW80_00740
ECOLIN_08560,CIW80_00745
ECOLIN_08565,CIW80_00750
ECOLIN_08570,CIW80_00755
ECOLIN_08575,CIW80_00760
ECOLIN_08580,CIW80_00765
ECOLIN_08585,CIW80_00770
ECOLIN_08590,CIW80_00775
ECOLIN_08595,CIW80_00780
ECOLIN_08600,CIW80_00785
ECOLIN_08605,CIW80_00790
ECOLIN_08610,CIW80_00795
ECOLIN_08615,CIW80_00805
ECOLIN_08625,CIW80_00815
ECOLIN_08630,CIW80_00820
ECOLIN_08635,CIW80_00825
ECOLIN_08640,CIW80_00835
ECOLIN_08645,CIW80_00840
ECOLIN_08650,CIW80_00845
ECOLIN_08655,CIW80_00850
ECOLIN_08660,CIW80_00860
ECOLIN_08665,CIW80_00865
ECOLIN_08670,CIW80_00870
ECOLIN_08675,CIW80_00875
ECOLIN_08680,CIW80_00880
ECOLIN_08685,CIW80_00885
ECOLIN_08690,CIW80_00890
ECOLIN_08695,CIW80_00895
ECOLIN_08700,CIW80_00900
ECOLIN_08705,CIW80_00905
ECOLIN_08710,CIW80_00910
ECOLIN_08715,CIW80_00915
ECOLIN_08720,CIW80_00920
ECOLIN_08725,CIW80_00925
ECOLIN_08730,CIW80_00930
ECOLIN_08735,CIW80_00935
ECOLIN_08740,CIW80_00940
ECOLIN_08745,CIW80_00945
ECOLIN_08750,CIW80_00950
ECOLIN_08755,CIW80_00955
ECOLIN_08760,CIW80_00970
ECOLIN_08765,CIW80_00975
ECOLIN_08770,CIW80_00980
ECOLIN_08775,CIW80_00985
ECOLIN_08780,CIW80_00990
ECOLIN_08785,CIW80_00995
ECOLIN_08790,CIW80_01000
ECOLIN_08795,CIW80_01005
ECOLIN_08800,CIW80_01010
ECOLIN_08805,CIW80_01015
ECOLIN_08810,CIW80_01020
ECOLIN_08815,CIW80_01025
ECOLIN_08820,CIW80_01030
ECOLIN_08825,CIW80_01035
ECOLIN_08830,CIW80_01040
ECOLIN_08835,CIW80_01045
ECOLIN_08840,CIW80_01050
ECOLIN_08845,CIW80_01055
ECOLIN_08850,CIW80_01060
ECOLIN_08855,CIW80_01065
ECOLIN_08860,CIW80_01070
ECOLIN_08865,CIW80_01075
ECOLIN_08870,CIW80_01080
ECOLIN_08875,CIW80_01085
ECOLIN_08880,None
ECOLIN_08885,CIW80_01095
ECOLIN_08890,CIW80_01100
ECOLIN_08895,CIW80_01105
ECOLIN_08900,CIW80_01110
ECOLIN_08905,CIW80_01125
ECOLIN_08910,CIW80_01130
ECOLIN_08915,CIW80_01135
ECOLIN_08920,CIW80_01140
ECOLIN_08930,CIW80_01155
ECOLIN_08935,CIW80_01160
ECOLIN_08940,CIW80_01165
ECOLIN_08945,CIW80_01170
ECOLIN_08950,CIW80_01175
ECOLIN_08955,CIW80_01180
ECOLIN_08960,CIW80_01185
ECOLIN_08975,CIW80_01180
ECOLIN_08980,CIW80_01185
ECOLIN_08995,CIW80_01180
ECOLIN_09000,CIW80_01185
ECOLIN_09015,CIW80_01200
ECOLIN_09020,CIW80_01205
ECOLIN_09025,CIW80_01210
ECOLIN_09030,CIW80_01215
ECOLIN_09035,CIW80_01220
ECOLIN_09040,CIW80_01225
ECOLIN_09045,CIW80_01230
ECOLIN_09050,CIW80_01235
ECOLIN_09055,CIW80_01240
ECOLIN_09060,CIW80_01245
ECOLIN_09065,CIW80_01250
ECOLIN_09070,CIW80_01255
ECOLIN_09075,CIW80_01260
ECOLIN_09080,CIW80_01265
ECOLIN_09085,CIW80_01270
ECOLIN_09090,CIW80_01275
ECOLIN_09095,CIW80_01280
ECOLIN_09100,CIW80_01285
ECOLIN_09105,CIW80_01290
ECOLIN_09110,CIW80_01295
ECOLIN_09115,CIW80_01300
ECOLIN_09120,CIW80_01305
ECOLIN_09125,CIW80_01315
ECOLIN_09130,CIW80_01320
ECOLIN_09135,CIW80_01325
ECOLIN_09140,CIW80_01330
ECOLIN_09145,CIW80_01335
ECOLIN_09150,CIW80_01340
ECOLIN_09155,CIW80_01345
ECOLIN_09160,CIW80_01350
ECOLIN_09170,CIW80_01360
ECOLIN_09175,CIW80_01365
ECOLIN_09180,CIW80_01370
ECOLIN_09185,CIW80_01375
ECOLIN_09190,CIW80_01380
ECOLIN_09195,CIW80_01385
ECOLIN_09200,CIW80_01395
ECOLIN_09205,CIW80_01400
ECOLIN_09210,CIW80_01405
ECOLIN_09215,CIW80_01410
ECOLIN_09220,CIW80_01415
ECOLIN_09225,CIW80_01420
ECOLIN_09230,CIW80_01425
ECOLIN_09235,CIW80_01430
ECOLIN_09240,CIW80_01435
ECOLIN_09245,CIW80_01440
ECOLIN_09255,CIW80_01450
ECOLIN_09265,CIW80_01460
ECOLIN_09270,CIW80_01465
ECOLIN_09275,CIW80_01470
ECOLIN_09280,CIW80_01475
ECOLIN_09285,None
ECOLIN_09295,CIW80_01490
ECOLIN_09300,CIW80_01495
ECOLIN_09305,CIW80_01500
ECOLIN_09310,CIW80_01505
ECOLIN_09315,CIW80_01510
ECOLIN_09320,CIW80_01515
ECOLIN_09325,CIW80_01520
ECOLIN_09330,CIW80_01525
ECOLIN_09335,CIW80_01530
ECOLIN_09340,CIW80_01535
ECOLIN_09345,CIW80_01540
ECOLIN_09350,CIW80_01545
ECOLIN_09355,CIW80_01550
ECOLIN_09360,CIW80_01555
ECOLIN_09365,CIW80_01560
ECOLIN_09370,CIW80_01565
ECOLIN_09375,CIW80_01575
ECOLIN_09380,CIW80_01580
ECOLIN_09385,CIW80_01585
ECOLIN_09390,CIW80_01590
ECOLIN_09395,CIW80_01595
ECOLIN_09400,CIW80_01600
ECOLIN_09405,CIW80_01605
ECOLIN_09410,CIW80_01610
ECOLIN_09415,CIW80_01615
ECOLIN_09420,CIW80_01620
ECOLIN_09430,CIW80_01630
ECOLIN_09435,CIW80_01635
ECOLIN_09445,CIW80_01645
ECOLIN_09450,CIW80_01650
ECOLIN_09455,CIW80_01655
ECOLIN_09460,CIW80_01660
ECOLIN_09465,CIW80_01665
ECOLIN_09470,CIW80_01670
ECOLIN_09475,CIW80_01675
ECOLIN_09480,CIW80_01680
ECOLIN_09485,CIW80_01685
ECOLIN_09490,CIW80_01690
ECOLIN_09495,CIW80_01695
ECOLIN_09500,CIW80_01700
ECOLIN_09505,CIW80_01705
ECOLIN_09510,CIW80_01710
ECOLIN_09515,CIW80_01715
ECOLIN_09520,CIW80_01725
ECOLIN_09525,CIW80_01735
ECOLIN_09530,CIW80_01740
ECOLIN_09535,CIW80_01745
ECOLIN_09540,CIW80_01750
ECOLIN_09545,CIW80_01755
ECOLIN_09550,CIW80_01760
ECOLIN_09555,CIW80_01765
ECOLIN_09560,CIW80_01770
ECOLIN_09565,CIW80_01775
ECOLIN_09570,CIW80_01780
ECOLIN_09575,CIW80_01785
ECOLIN_09580,CIW80_01790
ECOLIN_09585,CIW80_01795
ECOLIN_09590,CIW80_01800
ECOLIN_09595,CIW80_01805
ECOLIN_09600,CIW80_01810
ECOLIN_09605,CIW80_01815
ECOLIN_09610,CIW80_01820
ECOLIN_09615,CIW80_01825
ECOLIN_09620,CIW80_01830
ECOLIN_09625,CIW80_01835
ECOLIN_09630,CIW80_01840
ECOLIN_09640,CIW80_01850
ECOLIN_09645,CIW80_01855
ECOLIN_09650,CIW80_01860
ECOLIN_09655,CIW80_01865
ECOLIN_09660,CIW80_01870
ECOLIN_09665,CIW80_01875
ECOLIN_09670,CIW80_01890
ECOLIN_09675,CIW80_01895
ECOLIN_09680,CIW80_01900
ECOLIN_09685,CIW80_01905
ECOLIN_09690,None
ECOLIN_09695,CIW80_01915
ECOLIN_09700,CIW80_01920
ECOLIN_09705,CIW80_01925
ECOLIN_09710,CIW80_01930
ECOLIN_09715,CIW80_01935
ECOLIN_09720,CIW80_01940
ECOLIN_09725,CIW80_01945
ECOLIN_09730,CIW80_01950
ECOLIN_09735,CIW80_01955
ECOLIN_09740,CIW80_01960
ECOLIN_09745,CIW80_01965
ECOLIN_09750,CIW80_01970
ECOLIN_09755,CIW80_01975
ECOLIN_09760,CIW80_01990
ECOLIN_09765,CIW80_01995
ECOLIN_09770,CIW80_02000
ECOLIN_09775,CIW80_02005
ECOLIN_09780,CIW80_02015
ECOLIN_09785,CIW80_02020
ECOLIN_09790,CIW80_02025
ECOLIN_09795,CIW80_02040
ECOLIN_09800,CIW80_02045
ECOLIN_09805,CIW80_02050
ECOLIN_09810,CIW80_02055
ECOLIN_09815,CIW80_02060
ECOLIN_09820,CIW80_02065
ECOLIN_09825,CIW80_02070
ECOLIN_09830,CIW80_02075
ECOLIN_09840,CIW80_02085
ECOLIN_09845,CIW80_02090
ECOLIN_09850,CIW80_02095
ECOLIN_09855,CIW80_02100
ECOLIN_09860,CIW80_02105
ECOLIN_09865,CIW80_02110
ECOLIN_09875,CIW80_02115
ECOLIN_09880,CIW80_02120
ECOLIN_09885,CIW80_02125
ECOLIN_09890,CIW80_02130
ECOLIN_09895,CIW80_02135
ECOLIN_09900,CIW80_02140
ECOLIN_09910,CIW80_02150
ECOLIN_09920,CIW80_02155
ECOLIN_09925,CIW80_02160
ECOLIN_09935,CIW80_02170
ECOLIN_09940,CIW80_02175
ECOLIN_09945,CIW80_02180
ECOLIN_09955,CIW80_02185
ECOLIN_09960,CIW80_02190
ECOLIN_09965,CIW80_02195
ECOLIN_09970,CIW80_02200
ECOLIN_09975,CIW80_02205
ECOLIN_09980,CIW80_02210
ECOLIN_09985,CIW80_02215
ECOLIN_09990,CIW80_02220
ECOLIN_09995,CIW80_02225
ECOLIN_10000,CIW80_02235
ECOLIN_10005,CIW80_02240
ECOLIN_10010,CIW80_02245
ECOLIN_10015,CIW80_02250
ECOLIN_10020,CIW80_02255
ECOLIN_10025,CIW80_02260
ECOLIN_10030,CIW80_02270
ECOLIN_10035,CIW80_02275
ECOLIN_10040,CIW80_02280
ECOLIN_10045,CIW80_02285
ECOLIN_10050,CIW80_02290
ECOLIN_10055,CIW80_02295
ECOLIN_10065,CIW80_02305
ECOLIN_10070,CIW80_02310
ECOLIN_10075,CIW80_02315
ECOLIN_10080,CIW80_02320
ECOLIN_10085,CIW80_02325
ECOLIN_10090,CIW80_02330
ECOLIN_10095,CIW80_02335
ECOLIN_10100,CIW80_02340
ECOLIN_10105,CIW80_02345
ECOLIN_10110,CIW80_02350
ECOLIN_10115,CIW80_02355
ECOLIN_10120,CIW80_02360
ECOLIN_10125,CIW80_02365
ECOLIN_10130,CIW80_02370
ECOLIN_10135,CIW80_02375
ECOLIN_10140,CIW80_02380
ECOLIN_10145,CIW80_02385
ECOLIN_10150,CIW80_02390
ECOLIN_10160,CIW80_02395
ECOLIN_10165,CIW80_02400
ECOLIN_10170,CIW80_02405
ECOLIN_10175,CIW80_02410
ECOLIN_10180,CIW80_02415
ECOLIN_10185,CIW80_02420
ECOLIN_10190,CIW80_02425
ECOLIN_10195,CIW80_02430
ECOLIN_10200,CIW80_02435
ECOLIN_10205,CIW80_02440
ECOLIN_10210,CIW80_02445
ECOLIN_10220,CIW80_02450
ECOLIN_10225,CIW80_02455
ECOLIN_10230,CIW80_02460
ECOLIN_10235,CIW80_02465
ECOLIN_10240,CIW80_02470
ECOLIN_10245,CIW80_02475
ECOLIN_10250,None
ECOLIN_10255,CIW80_02485
ECOLIN_10260,CIW80_02490
ECOLIN_10265,CIW80_02495
ECOLIN_10270,None
ECOLIN_10275,CIW80_02505
ECOLIN_10280,CIW80_02510
ECOLIN_10290,CIW80_02515
ECOLIN_10295,CIW80_02520
ECOLIN_10300,CIW80_02525
ECOLIN_10305,CIW80_02530
ECOLIN_10310,CIW80_02535
ECOLIN_10315,CIW80_02540
ECOLIN_10320,CIW80_02545
ECOLIN_10325,CIW80_02550
ECOLIN_10330,CIW80_02555
ECOLIN_10335,CIW80_02560
ECOLIN_10340,CIW80_02565
ECOLIN_10345,CIW80_02570
ECOLIN_10350,CIW80_02575
ECOLIN_10355,CIW80_02580
ECOLIN_10360,CIW80_02585
ECOLIN_10365,CIW80_02590
ECOLIN_10370,CIW80_02600
ECOLIN_10375,CIW80_02605
ECOLIN_10380,CIW80_02610
ECOLIN_10385,CIW80_02615
ECOLIN_10395,CIW80_02620
ECOLIN_10400,CIW80_02625
ECOLIN_10405,CIW80_02630
ECOLIN_10410,CIW80_02635
ECOLIN_10415,CIW80_02640
ECOLIN_10420,CIW80_02645
ECOLIN_10425,CIW80_02650
ECOLIN_10430,CIW80_02655
ECOLIN_10435,CIW80_02660
ECOLIN_10440,CIW80_02665
ECOLIN_10445,CIW80_02670
ECOLIN_10450,CIW80_02675
ECOLIN_10455,CIW80_02680
ECOLIN_10460,CIW80_02685
ECOLIN_10465,CIW80_02690
ECOLIN_10470,CIW80_02695
ECOLIN_10475,CIW80_02700
ECOLIN_10480,CIW80_02705
ECOLIN_10485,CIW80_02715
ECOLIN_10490,CIW80_02720
ECOLIN_10500,CIW80_02740
ECOLIN_10505,CIW80_02745
ECOLIN_10510,CIW80_02750
ECOLIN_10515,CIW80_02755
ECOLIN_10535,CIW80_02775
ECOLIN_10540,CIW80_02780
ECOLIN_10545,CIW80_02785
ECOLIN_10550,CIW80_02790
ECOLIN_10555,CIW80_02795
ECOLIN_10560,CIW80_02800
ECOLIN_10565,CIW80_02805
ECOLIN_10570,CIW80_02810
ECOLIN_10575,CIW80_02815
ECOLIN_10580,CIW80_02820
ECOLIN_10585,CIW80_02825
ECOLIN_10590,CIW80_02815
ECOLIN_10595,CIW80_02820
ECOLIN_10600,CIW80_02825
ECOLIN_10605,CIW80_02815
ECOLIN_10610,CIW80_02820
ECOLIN_10615,CIW80_02825
ECOLIN_10620,CIW80_02830
ECOLIN_10625,CIW80_02840
ECOLIN_10630,CIW80_02845
ECOLIN_10635,CIW80_02850
ECOLIN_10640,CIW80_02855
ECOLIN_10645,CIW80_02860
ECOLIN_10650,CIW80_02870
ECOLIN_10655,CIW80_02875
ECOLIN_10660,CIW80_02880
ECOLIN_10665,CIW80_02890
ECOLIN_10670,CIW80_02900
ECOLIN_10680,CIW80_02910
ECOLIN_10685,CIW80_02915
ECOLIN_10690,CIW80_02925
ECOLIN_10695,CIW80_02930
ECOLIN_10700,CIW80_02935
ECOLIN_10705,CIW80_02940
ECOLIN_10710,CIW80_02945
ECOLIN_10715,CIW80_02950
ECOLIN_10720,CIW80_02955
ECOLIN_10725,CIW80_02960
ECOLIN_10730,CIW80_02965
ECOLIN_10735,CIW80_02970
ECOLIN_10740,CIW80_02975
ECOLIN_10745,CIW80_02980
ECOLIN_10750,CIW80_02985
ECOLIN_10755,CIW80_02990
ECOLIN_10760,CIW80_02995
ECOLIN_10765,CIW80_03005
ECOLIN_10770,CIW80_03010
ECOLIN_10775,CIW80_03015
ECOLIN_10780,CIW80_03020
ECOLIN_10785,CIW80_03025
ECOLIN_10790,CIW80_03030
ECOLIN_10800,CIW80_03045
ECOLIN_10805,CIW80_03055
ECOLIN_10810,CIW80_03060
ECOLIN_10815,CIW80_03065
ECOLIN_10820,CIW80_03070
ECOLIN_10825,CIW80_03075
ECOLIN_10830,CIW80_03080
ECOLIN_10835,CIW80_03085
ECOLIN_10840,CIW80_03095
ECOLIN_10845,CIW80_03100
ECOLIN_10850,CIW80_03105
ECOLIN_10855,CIW80_03110
ECOLIN_10860,CIW80_03115
ECOLIN_10865,CIW80_03120
ECOLIN_10870,CIW80_03125
ECOLIN_10875,CIW80_03130
ECOLIN_10880,CIW80_03135
ECOLIN_10885,CIW80_03140
ECOLIN_10890,CIW80_03145
ECOLIN_10895,CIW80_03150
ECOLIN_10905,CIW80_03160
ECOLIN_10910,CIW80_03165
ECOLIN_10915,CIW80_03175
ECOLIN_10920,CIW80_03180
ECOLIN_10925,CIW80_03185
ECOLIN_10930,CIW80_03190
ECOLIN_10935,CIW80_03195
ECOLIN_10940,CIW80_03200
ECOLIN_10945,CIW80_03205
ECOLIN_10950,CIW80_03210
ECOLIN_10955,CIW80_03220
ECOLIN_10965,CIW80_03230
ECOLIN_10980,CIW80_03240
ECOLIN_10985,CIW80_03245
ECOLIN_10990,CIW80_03250
ECOLIN_10995,CIW80_03255
ECOLIN_11000,CIW80_03260
ECOLIN_11005,CIW80_03265
ECOLIN_11020,CIW80_03280
ECOLIN_11025,CIW80_03285
ECOLIN_11030,CIW80_03290
ECOLIN_11035,CIW80_03295
ECOLIN_11040,CIW80_03300
ECOLIN_11045,CIW80_03310
ECOLIN_11050,CIW80_03315
ECOLIN_11055,CIW80_03320
ECOLIN_11060,CIW80_03325
ECOLIN_11065,CIW80_03330
ECOLIN_11070,CIW80_03335
ECOLIN_11080,CIW80_03350
ECOLIN_11085,CIW80_03355
ECOLIN_11095,CIW80_03365
ECOLIN_11105,CIW80_03375
ECOLIN_11110,CIW80_03385
ECOLIN_11115,CIW80_03390
ECOLIN_11120,CIW80_03395
ECOLIN_11125,CIW80_03400
ECOLIN_11135,CIW80_03410
ECOLIN_11140,CIW80_03415
ECOLIN_11145,CIW80_03420
ECOLIN_11150,CIW80_03425
ECOLIN_11155,CIW80_03430
ECOLIN_11160,CIW80_03435
ECOLIN_11165,CIW80_03440
ECOLIN_11170,CIW80_03445
ECOLIN_11175,CIW80_03450
ECOLIN_11180,CIW80_03455
ECOLIN_11185,CIW80_03460
ECOLIN_11195,CIW80_03480
ECOLIN_11200,CIW80_03485
ECOLIN_11205,CIW80_03490
ECOLIN_11215,CIW80_24310
ECOLIN_11220,CIW80_03500
ECOLIN_11225,CIW80_03510
ECOLIN_11230,CIW80_03515
ECOLIN_11235,CIW80_03520
ECOLIN_11240,CIW80_03525
ECOLIN_11250,CIW80_03550
ECOLIN_11260,CIW80_03555
ECOLIN_11265,CIW80_03560
ECOLIN_11270,CIW80_03565
ECOLIN_11275,CIW80_03570
ECOLIN_11280,CIW80_03575
ECOLIN_11285,CIW80_03580
ECOLIN_11295,CIW80_03590
ECOLIN_11300,CIW80_03595
ECOLIN_11305,CIW80_03600
ECOLIN_11310,CIW80_03605
ECOLIN_11315,CIW80_11820
ECOLIN_11320,CIW80_03615
ECOLIN_11325,CIW80_03620
ECOLIN_11330,CIW80_03625
ECOLIN_11335,CIW80_03630
ECOLIN_11345,CIW80_03650
ECOLIN_11350,CIW80_03655
ECOLIN_11355,CIW80_03660
ECOLIN_11365,CIW80_03680
ECOLIN_11370,CIW80_03685
ECOLIN_11375,CIW80_03715
ECOLIN_11380,CIW80_19045
ECOLIN_11385,CIW80_19040
ECOLIN_11400,CIW80_03745
ECOLIN_11405,CIW80_03750
ECOLIN_11410,CIW80_03755
ECOLIN_11415,CIW80_03760
ECOLIN_11420,CIW80_03765
ECOLIN_11425,CIW80_03770
ECOLIN_11430,CIW80_03780
ECOLIN_11435,CIW80_03785
ECOLIN_11440,CIW80_03790
ECOLIN_11445,CIW80_03795
ECOLIN_11450,CIW80_09045
ECOLIN_11455,CIW80_03805
ECOLIN_11460,CIW80_03810
ECOLIN_11465,CIW80_03820
ECOLIN_11470,CIW80_03825
ECOLIN_11475,CIW80_03830
ECOLIN_11480,CIW80_03835
ECOLIN_11485,CIW80_03850
ECOLIN_11490,CIW80_03855
ECOLIN_11495,CIW80_03860
ECOLIN_11500,CIW80_03865
ECOLIN_11505,CIW80_03870
ECOLIN_11510,CIW80_03875
ECOLIN_11515,CIW80_03880
ECOLIN_11520,CIW80_03895
ECOLIN_11525,CIW80_03900
ECOLIN_11530,CIW80_03905
ECOLIN_11535,CIW80_03910
ECOLIN_11540,CIW80_03915
ECOLIN_11545,CIW80_03920
ECOLIN_11550,CIW80_03925
ECOLIN_11555,CIW80_03930
ECOLIN_11560,CIW80_03935
ECOLIN_11565,CIW80_03940
ECOLIN_11570,CIW80_03945
ECOLIN_11575,CIW80_03950
ECOLIN_11580,CIW80_03955
ECOLIN_11585,CIW80_03960
ECOLIN_11590,CIW80_03965
ECOLIN_11595,CIW80_03970
ECOLIN_11600,CIW80_03975
ECOLIN_11605,CIW80_03980
ECOLIN_11615,CIW80_03990
ECOLIN_11620,CIW80_04000
ECOLIN_11625,CIW80_04005
ECOLIN_11630,CIW80_04010
ECOLIN_11635,CIW80_04015
ECOLIN_11640,CIW80_04020
ECOLIN_11645,CIW80_04025
ECOLIN_11650,CIW80_04030
ECOLIN_11660,CIW80_04035
ECOLIN_11665,CIW80_04040
ECOLIN_11670,CIW80_04045
ECOLIN_11675,CIW80_04050
ECOLIN_11680,CIW80_04055
ECOLIN_11685,CIW80_04060
ECOLIN_11690,CIW80_04065
ECOLIN_11695,CIW80_04070
ECOLIN_11700,CIW80_04075
ECOLIN_11705,CIW80_04080
ECOLIN_11710,CIW80_04085
ECOLIN_11715,CIW80_04090
ECOLIN_11720,CIW80_04095
ECOLIN_11725,CIW80_04100
ECOLIN_11730,CIW80_04105
ECOLIN_11735,CIW80_04110
ECOLIN_11740,CIW80_04115
ECOLIN_11745,CIW80_04120
ECOLIN_11750,CIW80_04125
ECOLIN_11755,CIW80_04130
ECOLIN_11760,CIW80_04135
ECOLIN_11765,CIW80_04140
ECOLIN_11770,CIW80_04145
ECOLIN_11775,CIW80_04150
ECOLIN_11780,CIW80_04155
ECOLIN_11785,CIW80_04160
ECOLIN_11790,CIW80_04165
ECOLIN_11795,CIW80_04170
ECOLIN_11800,CIW80_04175
ECOLIN_11805,CIW80_04180
ECOLIN_11810,CIW80_04185
ECOLIN_11815,CIW80_04190
ECOLIN_11820,CIW80_04195
ECOLIN_11825,CIW80_04200
ECOLIN_11830,CIW80_04205
ECOLIN_11835,CIW80_04215
ECOLIN_11840,CIW80_04220
ECOLIN_11845,CIW80_04225
ECOLIN_11850,CIW80_04230
ECOLIN_11855,CIW80_04235
ECOLIN_11860,CIW80_04240
ECOLIN_11865,CIW80_04245
ECOLIN_11870,CIW80_04250
ECOLIN_11875,CIW80_04255
ECOLIN_11880,CIW80_04260
ECOLIN_11890,CIW80_04270
ECOLIN_11895,CIW80_04275
ECOLIN_11900,CIW80_04280
ECOLIN_11905,CIW80_04285
ECOLIN_11910,CIW80_04290
ECOLIN_11915,CIW80_04295
ECOLIN_11920,CIW80_04300
ECOLIN_11925,CIW80_04305
ECOLIN_11930,CIW80_04310
ECOLIN_11935,CIW80_04315
ECOLIN_11940,CIW80_04320
ECOLIN_11945,CIW80_04325
ECOLIN_11950,CIW80_04330
ECOLIN_11955,CIW80_04335
ECOLIN_11960,CIW80_04340
ECOLIN_11965,CIW80_04350
ECOLIN_11970,CIW80_04355
ECOLIN_11975,CIW80_04360
ECOLIN_11980,CIW80_04365
ECOLIN_11985,CIW80_04370
ECOLIN_11995,CIW80_04380
ECOLIN_12000,CIW80_04385
ECOLIN_12005,CIW80_04390
ECOLIN_12010,CIW80_04395
ECOLIN_12015,CIW80_04400
ECOLIN_12020,CIW80_04405
ECOLIN_12025,CIW80_04410
ECOLIN_12030,CIW80_04415
ECOLIN_12035,CIW80_04420
ECOLIN_12045,CIW80_04430
ECOLIN_12050,CIW80_04435
ECOLIN_12055,CIW80_04440
ECOLIN_12060,CIW80_04445
ECOLIN_12065,CIW80_04450
ECOLIN_12070,CIW80_04455
ECOLIN_12075,CIW80_04460
ECOLIN_12080,CIW80_04465
ECOLIN_12085,CIW80_04470
ECOLIN_12095,CIW80_04480
ECOLIN_12105,CIW80_04500
ECOLIN_12110,CIW80_04505
ECOLIN_12115,CIW80_04510
ECOLIN_12120,CIW80_04515
ECOLIN_12125,CIW80_04520
ECOLIN_12130,CIW80_04525
ECOLIN_12135,CIW80_04530
ECOLIN_12140,CIW80_04535
ECOLIN_12145,CIW80_04540
ECOLIN_12150,CIW80_04545
ECOLIN_12155,CIW80_04550
ECOLIN_12160,CIW80_04555
ECOLIN_12165,CIW80_04565
ECOLIN_12170,CIW80_04570
ECOLIN_12175,CIW80_04585
ECOLIN_12180,CIW80_04590
ECOLIN_12185,CIW80_04600
ECOLIN_12190,CIW80_04610
ECOLIN_12195,CIW80_04615
ECOLIN_12200,CIW80_04620
ECOLIN_12205,CIW80_04625
ECOLIN_12210,CIW80_04630
ECOLIN_12215,CIW80_04635
ECOLIN_12220,CIW80_04640
ECOLIN_12230,CIW80_04650
ECOLIN_12235,CIW80_04660
ECOLIN_12240,CIW80_04665
ECOLIN_12245,CIW80_04670
ECOLIN_12255,CIW80_04680
ECOLIN_12260,CIW80_04685
ECOLIN_12265,CIW80_04690
ECOLIN_12270,CIW80_04695
ECOLIN_12275,CIW80_04700
ECOLIN_12280,CIW80_04705
ECOLIN_12285,CIW80_04710
ECOLIN_12290,CIW80_04715
ECOLIN_12295,CIW80_04720
ECOLIN_12300,CIW80_04725
ECOLIN_12305,CIW80_04730
ECOLIN_12310,CIW80_04735
ECOLIN_12315,CIW80_04740
ECOLIN_12320,CIW80_04750
ECOLIN_12325,CIW80_04755
ECOLIN_12330,CIW80_04765
ECOLIN_12335,CIW80_04770
ECOLIN_12340,CIW80_04775
ECOLIN_12345,CIW80_04780
ECOLIN_12350,CIW80_04785
ECOLIN_12360,None
ECOLIN_12365,CIW80_04895
ECOLIN_12370,CIW80_04905
ECOLIN_12375,CIW80_04910
ECOLIN_12380,CIW80_04915
ECOLIN_12385,CIW80_04920
ECOLIN_12390,CIW80_04925
ECOLIN_12395,CIW80_04930
ECOLIN_12400,CIW80_04935
ECOLIN_12405,CIW80_04940
ECOLIN_12410,CIW80_04945
ECOLIN_12415,CIW80_04950
ECOLIN_12420,CIW80_04955
ECOLIN_12425,CIW80_04960
ECOLIN_12430,CIW80_04965
ECOLIN_12435,CIW80_04970
ECOLIN_12440,CIW80_04975
ECOLIN_12445,CIW80_04980
ECOLIN_12450,CIW80_04990
ECOLIN_12455,CIW80_04995
ECOLIN_12460,CIW80_05000
ECOLIN_12465,CIW80_05005
ECOLIN_12470,CIW80_05010
ECOLIN_12475,CIW80_05015
ECOLIN_12480,CIW80_05020
ECOLIN_12485,CIW80_05035
ECOLIN_12490,CIW80_05040
ECOLIN_12495,CIW80_05045
ECOLIN_12500,CIW80_05050
ECOLIN_12505,CIW80_05055
ECOLIN_12510,CIW80_05060
ECOLIN_12515,CIW80_05065
ECOLIN_12520,CIW80_05070
ECOLIN_12525,CIW80_05075
ECOLIN_12530,CIW80_05080
ECOLIN_12535,CIW80_05085
ECOLIN_12540,CIW80_05090
ECOLIN_12545,CIW80_05095
ECOLIN_12550,CIW80_05100
ECOLIN_12555,CIW80_05105
ECOLIN_12560,CIW80_05110
ECOLIN_12565,CIW80_05115
ECOLIN_12570,CIW80_05120
ECOLIN_12575,CIW80_05125
ECOLIN_12580,CIW80_05130
ECOLIN_12585,CIW80_05135
ECOLIN_12590,CIW80_05140
ECOLIN_12595,CIW80_05145
ECOLIN_12600,CIW80_05150
ECOLIN_12605,CIW80_05155
ECOLIN_12610,CIW80_05160
ECOLIN_12620,CIW80_05165
ECOLIN_12625,CIW80_05170
ECOLIN_12630,CIW80_05175
ECOLIN_12635,CIW80_05180
ECOLIN_12640,CIW80_05185
ECOLIN_12645,CIW80_05190
ECOLIN_12650,CIW80_05195
ECOLIN_12655,CIW80_05200
ECOLIN_12660,CIW80_05205
ECOLIN_12665,CIW80_05210
ECOLIN_12670,CIW80_05215
ECOLIN_12675,CIW80_05220
ECOLIN_12680,CIW80_05225
ECOLIN_12685,CIW80_05230
ECOLIN_12690,CIW80_05235
ECOLIN_12695,CIW80_05240
ECOLIN_12700,CIW80_05245
ECOLIN_12705,CIW80_05250
ECOLIN_12710,CIW80_05255
ECOLIN_12715,CIW80_05260
