index,#plate_id,well_id,chemical,category,moa,co_id,EcNissle,EcNissle_gt3,MNXM,bigg,exchange,EcNissle_model_growth_rate,EcNissle_biolog_growth,EcNissle_model_growth,EcNissle_Prediction
PM04_D09,PM04,D09,Uridine 3`-Monophosphate,phosphate & sulphur,"P-Source, organic",C01368,8.66666666667,1,MNXM2184,3ump,EX_3ump_e,0.6904077482818105,Growth,Growth,TP
PM04_D10,PM04,D10,Uridine 5`-Monophosphate,phosphate & sulphur,"P-Source, organic",C00105,8.66666666667,1,MNXM80,ump,EX_ump_e,0.6904077482818225,Growth,Growth,TP
PM04_D11,PM04,D11,"Uridine 2`,3`-Cyclic Monophosphate",phosphate & sulphur,"P-Source, organic",C02355,8.66666666667,1,MNXM3150,23cump,EX_23cump_e,0.690407748281812,Growth,Growth,TP
PM04_D12,PM04,D12,"Uridine 3`,5`-Cyclic Monophosphate",phosphate & sulphur,"P-Source, organic",,1.66666666667,0,#,#,#,#,No Growth,#,#
PM04_E01,PM04,E01,O-Phospho-D-Tyrosine,phosphate & sulphur,"P-Source, organic",C06501,9.0,1,MNXM3323,tyrp,EX_tyrp_e,0.5550170947457013,Growth,Growth,TP
PM04_E02,PM04,E02,O-Phospho-L-Tyrosine,phosphate & sulphur,"P-Source, organic",C06501,8.66666666667,1,MNXM3323,tyrp,EX_tyrp_e,0.5550170947457099,Growth,Growth,TP
PM04_E03,PM04,E03,Phosphocreatine,phosphate & sulphur,"P-Source, organic",C02305,8.66666666667,1,MNXM90130,pcreat,EX_pcreat_e,#,Growth,#,#
PM04_E04,PM04,E04,Phosphoryl Choline,phosphate & sulphur,"P-Source, organic",C00588,8.66666666667,1,MNXM229,cholp,EX_cholp_e,#,Growth,#,#
PM04_E05,PM04,E05,O-Phosphoryl-Ethanolamine,phosphate & sulphur,"P-Source, organic",C00346,8.66666666667,1,MNXM187,ethamp,EX_ethamp_e,#,Growth,#,#
PM04_E06,PM04,E06,Phosphono Acetic acid,phosphate & sulphur,"P-Source, organic",C05682,1.33333333333,0,MNXM3034,ppac,EX_ppac_e,#,No Growth,#,#
PM04_E07,PM04,E07,2-Aminoethyl Phosphonic acid,phosphate & sulphur,"P-Source, organic",C03557,8.0,1,MNXM1692,2ameph,EX_2ameph_e,#,Growth,#,#
PM04_E08,PM04,E08,Methylene Diphosphonic acid,phosphate & sulphur,"P-Source, organic",,0.666666666667,0,#,#,#,#,No Growth,#,#
PM04_E09,PM04,E09,Thymidine 3`-Monophosphate,phosphate & sulphur,"P-Source, organic",,8.66666666667,1,#,#,#,#,Growth,#,#
PM04_E10,PM04,E10,Thymidine 5`-Monophosphate,phosphate & sulphur,"P-Source, organic",C00364,8.66666666667,1,MNXM257,dtmp,EX_dtmp_e,0.4652208780336931,Growth,Growth,TP
PM04_E11,PM04,E11,Inositol Hexaphosphate,phosphate & sulphur,"P-Source, organic",C01204,8.66666666667,1,MNXM491,ppmi1346p,EX_ppmi1346p_e,#,Growth,#,#
PM04_E12,PM04,E12,"Thymidine 3`,5`-Cyclic Monophosphate",phosphate & sulphur,"P-Source, organic",,2.0,0,#,#,#,#,No Growth,#,#
PM04_F01,PM04,F01,Negative Control,Negative control,Negative control,,0.0,0,#,#,#,#,No Growth,#,#
PM04_F02,PM04,F02,Sulfate,phosphate & sulphur,"S-Source, inorganic",C00059,7.33333333333,1,MNXM58,so4,EX_so4_e,0.46296660668162615,Growth,Growth,TP
PM04_F03,PM04,F03,Thiosulfate,phosphate & sulphur,"S-Source, inorganic",C00320,7.0,1,MNXM323,tsul,EX_tsul_e,0.46296660668162615,Growth,Growth,TP
PM04_F04,PM04,F04,Tetrathionate,phosphate & sulphur,"S-Source, inorganic",C02084,7.66666666667,1,MNXM1781,tet,EX_tet_e,#,Growth,#,#
PM04_F05,PM04,F05,Thiophosphate,phosphate & sulphur,"S-Source, inorganic",,7.0,1,#,#,#,#,Growth,#,#
PM04_F06,PM04,F06,Dithiophosphate,phosphate & sulphur,"S-Source, inorganic",,7.66666666667,1,#,#,#,#,Growth,#,#
PM04_F07,PM04,F07,L-Cysteine,phosphate & sulphur,"S-Source, organic",C00097,7.33333333333,1,MNXM55,cys__L,EX_cys__L_e,0.4861149370157026,Growth,Growth,TP
PM04_F08,PM04,F08,D-Cysteine,phosphate & sulphur,"S-Source, organic",C00793,7.33333333333,1,MNXM2112,cys__D,EX_cys__D_e,0.48611493701570646,Growth,Growth,TP
PM04_F09,PM04,F09,Cys-Gly,phosphate & sulphur,"S-Source, organic",,7.0,1,#,cys_gly__L,EX_cys_gly__L_e,#,Growth,#,#
PM04_F10,PM04,F10,L-Cysteic acid,phosphate & sulphur,"S-Source, organic",C00506,7.0,1,MNXM713,Lcyst,EX_Lcyst_e,#,Growth,#,#
PM04_F11,PM04,F11,Cysteamine,phosphate & sulphur,"S-Source, organic",C01678,0.0,0,MNXM1226,cysam,EX_cysam_e,#,No Growth,#,#
PM04_F12,PM04,F12,L-Cysteine Sulfinic acid,phosphate & sulphur,"S-Source, organic",C00606,7.66666666667,1,MNXM498,3sala,EX_3sala_e,#,Growth,#,#
PM04_G01,PM04,G01,N-Acetyl-L-Cysteine,phosphate & sulphur,"S-Source, organic",C06809,0.333333333333,0,MNXM98606,CE1310,EX_CE1310_e,#,No Growth,#,#
PM04_G02,PM04,G02,S-Methyl-L-Cysteine,phosphate & sulphur,"S-Source, organic",C03540,0.333333333333,0,#,#,#,#,No Growth,#,#
PM04_G03,PM04,G03,Cystathionine,phosphate & sulphur,"S-Source, organic",C00542,6.0,1,MNXM7231,cyst__L,EX_cyst__L_e,#,Growth,#,#
PM04_G04,PM04,G04,Lanthionine,phosphate & sulphur,"S-Source, organic",,8.0,1,#,lanth,EX_lanth_e,#,Growth,#,#
PM04_G05,PM04,G05,Glutathione,phosphate & sulphur,"S-Source, organic",C00051,5.0,1,MNXM57,gthrd,EX_gthrd_e,0.5324115976838679,Growth,Growth,TP
PM04_G06,PM04,G06,DL-Ethionine,phosphate & sulphur,"S-Source, organic",C11227,0.0,0,MNXM17589,#,EX_MNXM17589_e,#,No Growth,#,#
PM04_G07,PM04,G07,L-Methionine,phosphate & sulphur,"S-Source, organic",C00073,7.0,1,MNXM61,met__L,EX_met__L_e,0,Growth,No Growth,FN
PM04_G08,PM04,G08,D-Methionine,phosphate & sulphur,"S-Source, organic",C00855,6.33333333333,1,MNXM1275,met__D,EX_met__D_e,0,Growth,No Growth,FN
PM04_G09,PM04,G09,Gly-Met,phosphate & sulphur,"S-Source, organic",,7.0,1,#,gly_met__L,EX_gly_met__L_e,#,Growth,#,#
PM04_G10,PM04,G10,"N-Acetyl-D,L-Methionine",phosphate & sulphur,"S-Source, organic",C02712,7.0,1,MNXM7576,C02712,EX_C02712_e,#,Growth,#,#
PM04_G11,PM04,G11,L-Methionine Sulfoxide,phosphate & sulphur,"S-Source, organic",C02989,7.0,1,MNXM2246,metsox_S__L,EX_metsox_S__L_e,0,Growth,No Growth,FN
PM04_G12,PM04,G12,L-Methionine Sulfone,phosphate & sulphur,"S-Source, organic",,0.0,0,#,#,#,#,No Growth,#,#
PM04_H01,PM04,H01,L-Djenkolic acid,phosphate & sulphur,"S-Source, organic",C08275,8.0,1,MNXM11409,djenk,EX_djenk_e,#,Growth,#,#
PM04_H02,PM04,H02,Thiourea,phosphate & sulphur,"S-Source, organic",C14415,6.33333333333,1,#,#,#,#,Growth,#,#
PM04_H03,PM04,H03,1-Thio-b-D-Glucose,phosphate & sulphur,"S-Source, organic",,2.66666666667,1,#,#,#,#,Growth,#,#
PM04_H04,PM04,H04,DL-Lipoamide,phosphate & sulphur,"S-Source, organic",C00248,1.0,0,MNXM1024,lpam,EX_lpam_e,#,No Growth,#,#
PM04_H05,PM04,H05,Taurocholic acid,phosphate & sulphur,"S-Source, organic",C05122,4.0,1,MNXM2288,tchola,EX_tchola_e,#,Growth,#,#
PM04_H06,PM04,H06,Taurine,phosphate & sulphur,"S-Source, organic",C00245,8.0,1,MNXM282,taur,EX_taur_e,0.4861149370156978,Growth,Growth,TP
PM04_H07,PM04,H07,Hypotaurine,phosphate & sulphur,"S-Source, organic",C00519,8.0,1,MNXM726,hyptaur,EX_hyptaur_e,#,Growth,#,#
PM04_H08,PM04,H08,p-Aminobenzene Sulfonic acid,phosphate & sulphur,"S-Source, organic",C00568,0.0,0,MNXM421,4abz,EX_4abz_e,#,No Growth,#,#
PM04_H09,PM04,H09,Butane Sulfonic acid,phosphate & sulphur,"S-Source, organic",,8.0,1,#,butso3,EX_butso3_e,0.46296660668162626,Growth,Growth,TP
PM04_H10,PM04,H10,2-Hydroxyethane Sulfonic acid,phosphate & sulphur,"S-Source, organic",C05123,8.0,1,MNXM1630,istnt,EX_istnt_e,#,Growth,#,#
PM04_H11,PM04,H11,Methane Sulfonic acid,phosphate & sulphur,"S-Source, organic",C11145,6.66666666667,1,MNXM1485,mso3,EX_mso3_e,0.462966606681642,Growth,Growth,TP
PM04_H12,PM04,H12,Tetramethylene Sulfone,phosphate & sulphur,"S-Source, organic",,0.0,0,#,#,#,#,No Growth,#,#
PM05_A01,PM05,A01,Negative Control,Negative control,Negative control,,0.0,0,,,,#,No Growth,#,#
PM05_A02,PM05,A02,Positive Control,nutrient stimulation,"Nutritional supplement, Positive control",,0.333333333333,0,,,,#,No Growth,#,#
PM05_A03,PM05,A03,L-Alanine,nutrient stimulation,Nutritional supplement,C00041,0.333333333333,0,,,,#,No Growth,#,#
PM05_A04,PM05,A04,L-Arginine,nutrient stimulation,Nutritional supplement,C00062,0.333333333333,0,,,,#,No Growth,#,#
PM05_A05,PM05,A05,L-Asparagine,nutrient stimulation,Nutritional supplement,C00152,0.333333333333,0,,,,#,No Growth,#,#
PM05_A06,PM05,A06,L-Aspartic acid,nutrient stimulation,Nutritional supplement,C00049,0.333333333333,0,,,,#,No Growth,#,#
PM05_A07,PM05,A07,L-Cysteine,nutrient stimulation,Nutritional supplement,C00097,0.333333333333,0,,,,#,No Growth,#,#
PM05_A08,PM05,A08,L-Glutamic acid,nutrient stimulation,Nutritional supplement,C00025,0.333333333333,0,,,,#,No Growth,#,#
PM05_A09,PM05,A09,"Adenosine 3`,5`-Cyclic Monophosphate",nutrient stimulation,Nutritional supplement,C00575,0.0,0,,,,#,No Growth,#,#
PM05_A10,PM05,A10,Adenine,nutrient stimulation,Nutritional supplement,C00147,0.333333333333,0,,,,#,No Growth,#,#
PM05_A11,PM05,A11,Adenosine,nutrient stimulation,Nutritional supplement,C00212,0.0,0,,,,#,No Growth,#,#
PM05_A12,PM05,A12,2`-Deoxyadenosine,nutrient stimulation,Nutritional supplement,C00559,0.0,0,,,,#,No Growth,#,#
PM05_B01,PM05,B01,L-Glutamine,nutrient stimulation,Nutritional supplement,C00064,0.0,0,,,,#,No Growth,#,#
PM05_B02,PM05,B02,Glycine,nutrient stimulation,Nutritional supplement,C00037,0.0,0,,,,#,No Growth,#,#
PM05_B03,PM05,B03,L-Histidine,nutrient stimulation,Nutritional supplement,C00135,0.0,0,,,,#,No Growth,#,#
PM05_B04,PM05,B04,L-Isoleucine,nutrient stimulation,Nutritional supplement,C00407,0.333333333333,0,,,,#,No Growth,#,#
PM05_B05,PM05,B05,L-Leucine,nutrient stimulation,Nutritional supplement,C00123,0.0,0,,,,#,No Growth,#,#
PM05_B06,PM05,B06,L-Lysine,nutrient stimulation,Nutritional supplement,C00047,0.333333333333,0,,,,#,No Growth,#,#
PM05_B07,PM05,B07,L-Methionine,nutrient stimulation,Nutritional supplement,C00073,0.0,0,,,,#,No Growth,#,#
PM05_B08,PM05,B08,L-Phenylalanine,nutrient stimulation,Nutritional supplement,C00079,0.0,0,,,,#,No Growth,#,#
PM05_B09,PM05,B09,"Guanosine 3`,5`-Cyclic Monophosphate",nutrient stimulation,Nutritional supplement,C00942,0.0,0,,,,#,No Growth,#,#
PM05_B10,PM05,B10,Guanine,nutrient stimulation,Nutritional supplement,C00242,0.0,0,,,,#,No Growth,#,#
PM05_B11,PM05,B11,Guanosine,nutrient stimulation,Nutritional supplement,C00387,0.0,0,,,,#,No Growth,#,#
PM05_B12,PM05,B12,2`-Deoxyguanosine,nutrient stimulation,Nutritional supplement,C00330,0.0,0,,,,#,No Growth,#,#
PM05_C01,PM05,C01,L-Proline,nutrient stimulation,Nutritional supplement,C00148,0.0,0,,,,#,No Growth,#,#
PM05_C02,PM05,C02,L-Serine,nutrient stimulation,Nutritional supplement,C00065,0.0,0,,,,#,No Growth,#,#
PM05_C03,PM05,C03,L-Threonine,nutrient stimulation,Nutritional supplement,C00188,0.0,0,,,,#,No Growth,#,#
PM05_C04,PM05,C04,L-Tryptophan,nutrient stimulation,Nutritional supplement,C00078,0.333333333333,0,,,,#,No Growth,#,#
PM05_C05,PM05,C05,L-Tyrosine,nutrient stimulation,Nutritional supplement,C00082,0.0,0,,,,#,No Growth,#,#
PM05_C06,PM05,C06,L-Valine,nutrient stimulation,Nutritional supplement,C00183,0.333333333333,0,,,,#,No Growth,#,#
PM05_C07,PM05,C07,L-Isoleucine + L-Valine,nutrient stimulation,Nutritional supplement,,0.333333333333,0,,,,#,No Growth,#,#
PM05_C08,PM05,C08,Hydroxy-L-Proline,nutrient stimulation,Nutritional supplement,C01015,0.333333333333,0,,,,#,No Growth,#,#
PM05_C09,PM05,C09,(5) 4-Amino-Imidazole-4(5)-Carboxamide,nutrient stimulation,Nutritional supplement,C04051,0.0,0,,,,#,No Growth,#,#
PM05_C10,PM05,C10,Hypoxanthine,nutrient stimulation,Nutritional supplement,C00262,0.0,0,,,,#,No Growth,#,#
PM05_C11,PM05,C11,Inosine,nutrient stimulation,Nutritional supplement,C00294,0.0,0,,,,#,No Growth,#,#
PM05_C12,PM05,C12,2`-Deoxyinosine,nutrient stimulation,Nutritional supplement,C05512,0.333333333333,0,,,,#,No Growth,#,#
PM05_D01,PM05,D01,L-Ornithine,nutrient stimulation,Nutritional supplement,C00077,0.333333333333,0,,,,#,No Growth,#,#
PM05_D02,PM05,D02,L-Citrulline,nutrient stimulation,Nutritional supplement,C00327,0.0,0,,,,#,No Growth,#,#
PM05_D03,PM05,D03,Chorismic acid,nutrient stimulation,Nutritional supplement,C00251,0.0,0,,,,#,No Growth,#,#
PM05_D04,PM05,D04,(-)Shikimic acid,nutrient stimulation,Nutritional supplement,C00493,0.333333333333,0,,,,#,No Growth,#,#
PM05_D05,PM05,D05,L-Homoserine Lactone,nutrient stimulation,Nutritional supplement,,0.0,0,,,,#,No Growth,#,#
PM05_D06,PM05,D06,D-Alanine,nutrient stimulation,Nutritional supplement,C00133,0.333333333333,0,,,,#,No Growth,#,#
PM05_D07,PM05,D07,D-Aspartic acid,nutrient stimulation,Nutritional supplement,C00402,0.333333333333,0,,,,#,No Growth,#,#
PM05_D08,PM05,D08,D-Glutamic acid,nutrient stimulation,Nutritional supplement,C00217,0.0,0,,,,#,No Growth,#,#
PM05_D09,PM05,D09,"DL-Diamino-a,e-Pimelic acid",nutrient stimulation,Nutritional supplement,C00680,0.0,0,,,,#,No Growth,#,#
PM05_D10,PM05,D10,Cytosine,nutrient stimulation,Nutritional supplement,C00380,0.0,0,,,,#,No Growth,#,#
PM05_D11,PM05,D11,Cytidine,nutrient stimulation,Nutritional supplement,C00475,0.0,0,,,,#,No Growth,#,#
PM05_D12,PM05,D12,2`-Deoxycytidine,nutrient stimulation,Nutritional supplement,C00881,0.0,0,,,,#,No Growth,#,#
PM05_E01,PM05,E01,Putrescine,nutrient stimulation,Nutritional supplement,C00134,0.0,0,,,,#,No Growth,#,#
PM05_E02,PM05,E02,Spermidine,nutrient stimulation,Nutritional supplement,C00315,0.0,0,,,,#,No Growth,#,#
PM05_E03,PM05,E03,Spermine,nutrient stimulation,Nutritional supplement,C00750,0.666666666667,0,,,,#,No Growth,#,#
PM05_E04,PM05,E04,Pyridoxine,nutrient stimulation,Nutritional supplement,C00314,0.0,0,,,,#,No Growth,#,#
PM05_E05,PM05,E05,Pyridoxal,nutrient stimulation,Nutritional supplement,C00250,0.0,0,,,,#,No Growth,#,#
PM05_E06,PM05,E06,Pyridoxamine,nutrient stimulation,Nutritional supplement,C00534,0.0,0,,,,#,No Growth,#,#
PM05_E07,PM05,E07,b-Alanine,nutrient stimulation,Nutritional supplement,C00099,0.0,0,,,,#,No Growth,#,#
PM05_E08,PM05,E08,D-Pantothenic acid,nutrient stimulation,Nutritional supplement,C00864,0.0,0,,,,#,No Growth,#,#
PM05_E09,PM05,E09,Orotic acid,nutrient stimulation,Nutritional supplement,C00295,0.0,0,,,,#,No Growth,#,#
PM05_E10,PM05,E10,Uracil,nutrient stimulation,Nutritional supplement,C00106,0.0,0,,,,#,No Growth,#,#
PM05_E11,PM05,E11,Uridine,nutrient stimulation,Nutritional supplement,C00299,0.0,0,,,,#,No Growth,#,#
PM05_E12,PM05,E12,2`-Deoxyuridine,nutrient stimulation,Nutritional supplement,C00526,0.0,0,,,,#,No Growth,#,#
PM05_F01,PM05,F01,Quinolinic acid,nutrient stimulation,Nutritional supplement,C03722,0.0,0,,,,#,No Growth,#,#
PM05_F02,PM05,F02,Nicotinic acid,nutrient stimulation,Nutritional supplement,C00253,0.666666666667,0,,,,#,No Growth,#,#
PM05_F03,PM05,F03,Nicotinamide,nutrient stimulation,Nutritional supplement,C00153,0.666666666667,0,,,,#,No Growth,#,#
PM05_F04,PM05,F04,b-Nicotinamide Adenine Dinucleotide,nutrient stimulation,Nutritional supplement,C00003,0.666666666667,0,,,,#,No Growth,#,#
PM05_F05,PM05,F05,d-Amino-levulinic acid,nutrient stimulation,Nutritional supplement,C00431,0.0,0,,,,#,No Growth,#,#
PM05_F06,PM05,F06,Hematin,nutrient stimulation,Nutritional supplement,,0.333333333333,0,,,,#,No Growth,#,#
PM05_F07,PM05,F07,Deferoxamine,nutrient stimulation,Nutritional supplement,C06940,0.0,0,,,,#,No Growth,#,#
PM05_F08,PM05,F08,a-D-Glucose,nutrient stimulation,Nutritional supplement,C00031,0.0,0,,,,#,No Growth,#,#
PM05_F09,PM05,F09,N-Acetyl-D-Glucosamine,nutrient stimulation,Nutritional supplement,C00140,0.0,0,,,,#,No Growth,#,#
PM05_F10,PM05,F10,Thymine,nutrient stimulation,Nutritional supplement,C00178,0.0,0,,,,#,No Growth,#,#
PM05_F11,PM05,F11,Glutathione,nutrient stimulation,Nutritional supplement,C00051,0.0,0,,,,#,No Growth,#,#
PM05_F12,PM05,F12,Thymidine,nutrient stimulation,Nutritional supplement,C00214,0.0,0,,,,#,No Growth,#,#
PM05_G01,PM05,G01,Oxaloacetic acid,nutrient stimulation,Nutritional supplement,C00036,0.0,0,,,,#,No Growth,#,#
PM05_G02,PM05,G02,D-Biotin,nutrient stimulation,Nutritional supplement,C00120,0.0,0,,,,#,No Growth,#,#
PM05_G03,PM05,G03,Cyanocobalamin,nutrient stimulation,Nutritional supplement,C02823,0.0,0,,,,#,No Growth,#,#
PM05_G04,PM05,G04,p-Amino-Benzoic acid,nutrient stimulation,Nutritional supplement,C00568,0.0,0,,,,#,No Growth,#,#
PM05_G05,PM05,G05,Folic acid,nutrient stimulation,Nutritional supplement,C00504,0.333333333333,0,,,,#,No Growth,#,#
PM05_G06,PM05,G06,Inosine + Thiamine,nutrient stimulation,Nutritional supplement,,0.333333333333,0,,,,#,No Growth,#,#
PM05_G07,PM05,G07,Thiamine,nutrient stimulation,Nutritional supplement,C00378,0.0,0,,,,#,No Growth,#,#
PM05_G08,PM05,G08,Thiamine Pyrophosphate,nutrient stimulation,Nutritional supplement,C00068,0.666666666667,0,,,,#,No Growth,#,#
PM05_G09,PM05,G09,Riboflavin,nutrient stimulation,Nutritional supplement,C00255,0.0,0,,,,#,No Growth,#,#
PM05_G10,PM05,G10,Pyrrolo-Quinoline Qui,nutrient stimulation,Nutritional supplement,C00113,0.0,0,,,,#,No Growth,#,#
PM05_G11,PM05,G11,Menadione,nutrient stimulation,Nutritional supplement,C05377,0.0,0,,,,#,No Growth,#,#
PM05_G12,PM05,G12,m-Inositol,nutrient stimulation,Nutritional supplement,C00137,0.0,0,,,,#,No Growth,#,#
PM05_H01,PM05,H01,Butyric acid,nutrient stimulation,Nutritional supplement,C00246,0.666666666667,0,,,,#,No Growth,#,#
PM05_H02,PM05,H02,a-Hydroxybutyric acid,nutrient stimulation,Nutritional supplement,C05984,0.0,0,,,,#,No Growth,#,#
PM05_H03,PM05,H03,a-Ketobutyric acid,nutrient stimulation,Nutritional supplement,C00109,0.0,0,,,,#,No Growth,#,#
PM05_H04,PM05,H04,Caprylic acid,nutrient stimulation,Nutritional supplement,C06423,0.333333333333,0,,,,#,No Growth,#,#
PM05_H05,PM05,H05,DL-Thioctic acid,nutrient stimulation,Nutritional supplement,C00725,0.0,0,,,,#,No Growth,#,#
PM05_H06,PM05,H06,DL-Mevalonic acid Lactone,nutrient stimulation,Nutritional supplement,C02104,0.666666666667,0,,,,#,No Growth,#,#
PM05_H07,PM05,H07,DL-Carnitine,nutrient stimulation,Nutritional supplement,C00487,0.0,0,,,,#,No Growth,#,#
PM05_H08,PM05,H08,Choline,nutrient stimulation,Nutritional supplement,C00114,0.0,0,,,,#,No Growth,#,#
PM05_H09,PM05,H09,Tween 20,nutrient stimulation,Nutritional supplement,C11624,0.333333333333,0,,,,#,No Growth,#,#
PM05_H10,PM05,H10,Tween 40,nutrient stimulation,Nutritional supplement,,0.0,0,,,,#,No Growth,#,#
PM05_H11,PM05,H11,Tween 60,nutrient stimulation,Nutritional supplement,,0.0,0,,,,#,No Growth,#,#
PM05_H12,PM05,H12,Tween 80,nutrient stimulation,Nutritional supplement,C11625,0.666666666667,0,,,,#,No Growth,#,#
