ID,Name,Charge,Compartment,Elements,Formula,Formula weight,Reactions,Annotation
prfp_c,1-(5-Phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide,-4,c,"{'C': 15, 'H': 21, 'N': 5, 'O': 15, 'P': 2}",C15H21N5O15P2,573.299262,"frozenset({<Reaction PRAMPC at 0x16b28077808>, <Reaction PRMICI at 0x16b28031248>})","{'Human Metabolome Database': ['HMDB12277'], 'bigg.metabolite': ['prfp'], 'biocyc': ['META:PHOSPHORIBOSYL-FORMIMINO-AICAR-P'], 'chebi': ['CHEBI:75912'], 'hmdb': ['HMDB12277'], 'inchi_key': ['QOUSHGMTBIIAHR-KEOHHSTQSA-J'], 'inchikey': ['QOUSHGMTBIIAHR-KEOHHSTQSA-J'], 'kegg.compound': ['C04896'], 'metanetx.chemical': ['MNXM1397'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd02979']}"
murein5p5p5p_p,"Three linked disacharide pentapeptide murein units (uncrosslinked, middle of chain)",-6,p,"{'C': 120, 'H': 186, 'N': 24, 'O': 63}",C120H186N24O63,2972.88384,"frozenset({<Reaction MPTG2 at 0x16b28d88c88>, <Reaction MCTP2App at 0x16b28d94d48>})","{'bigg.metabolite': ['murein5p5p5p'], 'inchi_key': ['FOZGDVCGOFWZKF-SSRSPRHQSA-G'], 'inchikey': ['FOZGDVCGOFWZKF-SSRSPRHQSA-G'], 'metanetx.chemical': ['MNXM7807'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd15512']}"
nicrnt_c,Nicotinate D-ribonucleotide,-2,c,"{'C': 11, 'H': 12, 'N': 1, 'O': 9, 'P': 1}",C11H12NO9P,333.18804100000006,"frozenset({<Reaction NNDPR at 0x16b27da6f08>, <Reaction NAMNPP at 0x16b28955d08>, <Reaction NNDMBRT at 0x16b289a9648>, <Reaction NNATr at 0x16b280c8b88>, <Reaction NICRNS at 0x16b2972fac8>, <Reaction NMNDA at 0x16b27f338c8>})","{'Human Metabolome Database': ['HMDB59646'], 'bigg.metabolite': ['nicrnt'], 'biocyc': ['META:NICOTINATE_NUCLEOTIDE'], 'chebi': ['CHEBI:7561'], 'hmdb': ['HMDB59646'], 'inchi_key': ['JOUIQRNQJGXQDC-ZYUZMQFOSA-L'], 'inchikey': ['JOUIQRNQJGXQDC-ZYUZMQFOSA-L'], 'kegg.compound': ['C01185'], 'metanetx.chemical': ['MNXM194'], 'reactome': ['R-ALL-8938083'], 'reactome.compound': ['200492', '8938083', '197220'], 'sabiork': ['5427'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd00873']}"
murein4px4p_p,"Two disacharide linked murein units, tetrapeptide corsslinked tetrapeptide (A2pm->D-ala) (middle of chain)",-4,p,"{'C': 74, 'H': 112, 'N': 14, 'O': 39}",C74H112N14O39,1821.75148,"frozenset({<Reaction MDDEP1pp at 0x16b29051488>, <Reaction MLTGY4pp at 0x16b29076c48>, <Reaction MDDCP1pp at 0x16b28d483c8>, <Reaction BIOMASS_Ec_iML1515_WT_75p37M at 0x16b29555648>})","{'bigg.metabolite': ['murein4px4p'], 'metanetx.chemical': ['MNXM5316'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd15506']}"
csn_e,Cytosine,0,e,"{'C': 4, 'H': 5, 'N': 3, 'O': 1}",C4H5N3O,111.10199999999999,"frozenset({<Reaction EX_csn_e at 0x16b28a188c8>, <Reaction CSNtex at 0x16b288fa748>})","{'Human Metabolome Database': ['HMDB00630'], 'bigg.metabolite': ['csn'], 'biocyc': ['META:CYTOSINE'], 'chebi': ['CHEBI:41732'], 'hmdb': ['HMDB00630'], 'inchi_key': ['OPTASPLRGRRNAP-UHFFFAOYSA-N'], 'inchikey': ['OPTASPLRGRRNAP-UHFFFAOYSA-N'], 'kegg.compound': ['C00380'], 'metanetx.chemical': ['MNXM761'], 'sabiork': ['58'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd00307']}"
tmrs2eACP_c,Trans-Tetradec-2-enoyl-[acyl-carrier protein],-1,c,"{'C': 25, 'H': 45, 'N': 2, 'O': 8, 'P': 1, 'R': 1, 'S': 1}",C25H45N2O8PRS,,"frozenset({<Reaction EAR140y at 0x16b2901bbc8>, <Reaction 3HAD140 at 0x16b2903db48>, <Reaction EAR140x at 0x16b28e947c8>})","{'bigg.metabolite': ['tmrs2eACP'], 'biocyc': ['META:Tetradec-2-enoyl-ACPs'], 'chebi': ['CHEBI:10735'], 'kegg.compound': ['C05760'], 'lipidmaps': ['LMFA07060018'], 'metanetx.chemical': ['MNXM24297'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd11467']}"
o2_e,O2 O2,0,e,{'O': 2},O2,31.9988,"frozenset({<Reaction EX_o2_e at 0x16b28e79c08>, <Reaction O2tex at 0x16b28347cc8>})","{'Human Metabolome Database': ['HMDB01377'], 'bigg.metabolite': ['o2'], 'biocyc': ['META:OXYGEN-MOLECULE'], 'chebi': ['CHEBI:7860'], 'envipath': ['5882df9c-dae1-4d80-a40e-db4724271456/compound/d5d12248-82d3-4cf3-b7d0-2e3d096768b4'], 'hmdb': ['HMDB01377'], 'inchi_key': ['MYMOFIZGZYHOMD-UHFFFAOYSA-N'], 'inchikey': ['MYMOFIZGZYHOMD-UHFFFAOYSA-N'], 'kegg.compound': ['C00007'], 'kegg.drug': ['D00003'], 'metanetx.chemical': ['MNXM4'], 'reactome': ['R-ALL-5668566'], 'reactome.compound': ['113534', '113535', '113685', '5668566', '189461', '113533', '1131511', '352327', '351593', '29368', '1236709'], 'sabiork': ['1264'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd00007']}"
pe180_c,"Phosphatidylethanolamine (dioctadecanoyl, n-C18:0)",0,c,"{'C': 41, 'H': 82, 'N': 1, 'O': 8, 'P': 1}",C41H82N1O8P1,748.065441,"frozenset({<Reaction PSD180 at 0x16b28dfebc8>, <Reaction 2AGPEAT180 at 0x16b28c47cc8>, <Reaction PE180abcpp at 0x16b28fc03c8>})","{'Human Metabolome Database': ['HMDB08991'], 'bigg.metabolite': ['pe180'], 'biocyc': ['META:CPD-12818'], 'chebi': ['CHEBI:47766'], 'hmdb': ['HMDB05327', 'HMDB08991'], 'inchi_key': ['LVNGJLRDBYCPGB-LDLOPFEMSA-N'], 'inchikey': ['LVNGJLRDBYCPGB-LDLOPFEMSA-N'], 'lipidmaps': ['LMGP02010097'], 'metanetx.chemical': ['MNXM31536'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd23596'], 'slm': ['000034913']}"
kdo8p_c,3-Deoxy-D-manno-octulosonate 8-phosphate,-3,c,"{'C': 8, 'H': 12, 'O': 11, 'P': 1}",C8H12O11P,315.14804100000003,"frozenset({<Reaction KDOPS at 0x16b27ee3948>, <Reaction KDOPP at 0x16b27ee3e48>})","{'bigg.metabolite': ['kdo8p'], 'biocyc': ['META:KDO-8P'], 'chebi': ['CHEBI:85985'], 'inchi_key': ['IZZNRKJLBIYBJN-HXUQBWEZSA-K'], 'inchikey': ['IZZNRKJLBIYBJN-HXUQBWEZSA-K'], 'kegg.compound': ['C04478'], 'metanetx.chemical': ['MNXM722774'], 'sabiork': ['7341'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd02730']}"
succ_e,Succinate,-2,e,"{'C': 4, 'H': 4, 'O': 4}",C4H4O4,116.07216,"frozenset({<Reaction EX_succ_e at 0x16b27c04308>, <Reaction SUCCtex at 0x16b28614d08>})","{'Human Metabolome Database': ['HMDB00254'], 'bigg.metabolite': ['succ'], 'biocyc': ['META:SUC'], 'chebi': ['CHEBI:9304'], 'envipath': ['4fd7f3e0-dd25-43ac-9453-dda3e52396e4/compound/cc98aff0-7f64-4db4-9d59-de961c228496', '5882df9c-dae1-4d80-a40e-db4724271456/compound/6377658b-03f6-4fed-a5bf-ff0f2389b693', '650babc9-9d68-4b73-9332-11972ca26f7b/compound/600b74d3-8fe5-426d-bedf-291175bd23e4', '32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/8fdfd425-4343-4bf2-8427-b2ffa57fdbd7'], 'hmdb': ['HMDB00254'], 'inchi_key': ['KDYFGRWQOYBRFD-UHFFFAOYSA-L'], 'inchikey': ['KDYFGRWQOYBRFD-UHFFFAOYSA-L'], 'kegg.compound': ['C00042'], 'lipidmaps': ['LMFA01170043'], 'metanetx.chemical': ['MNXM25'], 'reactome': ['R-ALL-5278787'], 'reactome.compound': ['389583', '5278787', '159939', '433123', '29434', '113536'], 'sabiork': ['1924'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd00036']}"
ser__L_e,L-Serine,0,e,"{'C': 3, 'H': 7, 'N': 1, 'O': 3}",C3H7NO3,105.09258,"frozenset({<Reaction SERtex at 0x16b28520388>, <Reaction EX_ser__L_e at 0x16b27d17e48>})","{'Human Metabolome Database': ['HMDB62263'], 'bigg.metabolite': ['ser__L'], 'biocyc': ['META:Serines'], 'chebi': ['CHEBI:9116'], 'envipath': ['32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/207ebcd7-f859-4b01-8a69-9b99fb380595'], 'hmdb': ['HMDB00589', 'HMDB00187', 'HMDB62263'], 'inchi_key': ['MTCFGRXMJLQNBG-REOHCLBHSA-N'], 'inchikey': ['MTCFGRXMJLQNBG-REOHCLBHSA-N'], 'kegg.compound': ['C00716'], 'kegg.drug': ['D00016'], 'lipidmaps': ['LMFA01100045'], 'metanetx.chemical': ['MNXM53'], 'reactome': ['R-ALL-8932979'], 'reactome.compound': ['352002', '379732', '8932979', '200736'], 'sabiork': ['2140', '75'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd30743']}"
cpg180_c,"Cyclopropane phosphatidylglycerol (dioctadec-11,12-cyclo-anoyl, n-C18:0 cyclo)",-1,c,"{'C': 44, 'H': 82, 'O': 10, 'P': 1}",C44H82O10P1,802.089641,frozenset({<Reaction CFAS180G at 0x16b28f76308>}),"{'bigg.metabolite': ['cpg180'], 'biocyc': ['META:CPD0-2217'], 'inchi_key': ['ACOSNNHXZDLJJE-UHFFFAOYSA-M'], 'inchikey': ['ACOSNNHXZDLJJE-UHFFFAOYSA-M'], 'metanetx.chemical': ['MNXM48211'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd26448']}"
mql8_c,Menaquinol 8,0,c,"{'C': 51, 'H': 74, 'O': 2}",C51H74O2,719.13206,"frozenset({<Reaction FDH5pp at 0x16b29234808>, <Reaction FRD2 at 0x16b27bc3c08>, <Reaction HYD2pp at 0x16b28313408>, <Reaction ASPO4 at 0x16b283e2408>, <Reaction CYTBD2pp at 0x16b283bf048>, <Reaction AMMQLT8 at 0x16b2914bc08>, <Reaction TMAOR1 at 0x16b27f12c48>, <Reaction DSBAO2 at 0x16b28fe2c48>, <Reaction TMAOR1pp at 0x16b282388c8>, <Reaction QMO3 at 0x16b28b828c8>, <Reaction NADH10 at 0x16b27cb84c8>, <Reaction SELR at 0x16b29288108>, <Reaction DMSOR1pp at 0x16b282d39c8>, <Reaction NTRIR4pp at 0x16b28586dc8>, <Reaction G3PD6 at 0x16b27e4f608>, <Reaction NADH17pp at 0x16b29128e48>, <Reaction BIOMASS_Ec_iML1515_WT_75p37M at 0x16b29555648>, <Reaction NO3R2pp at 0x16b27c86fc8>, <Reaction DHORD5 at 0x16b26ca8a88>, <Reaction L_LACD3 at 0x16b28476e88>, <Reaction GLYCTO3 at 0x16b26caef08>, <Reaction DMSOR1 at 0x16b27e28bc8>, <Reaction MDH3 at 0x16b28089b48>, <Reaction NADPHQR3 at 0x16b287e0788>, <Reaction NO3R2bpp at 0x16b27ce6fc8>})","{'bigg.metabolite': ['mql8'], 'biocyc': ['META:REDUCED-MENAQUINONE'], 'chebi': ['CHEBI:61684'], 'inchi_key': ['OIEZRVBFVPGODT-WQWYCSGDSA-N'], 'inchikey': ['OIEZRVBFVPGODT-WQWYCSGDSA-N'], 'metanetx.chemical': ['MNXM223'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd15499']}"
pg120_p,"Phosphatidylglycerol (didodecanoyl, n-C12:0)",-1,p,"{'C': 30, 'H': 58, 'O': 10, 'P': 1}",C30H58O10P1,609.749281,"frozenset({<Reaction CLPNS120pp at 0x16b28c3a048>, <Reaction PLIPA2G120pp at 0x16b2917d448>, <Reaction CLPNH120pp at 0x16b28f25a88>, <Reaction PG120abcpp at 0x16b28f55dc8>, <Reaction PGPP120pp at 0x16b28f22988>, <Reaction PLIPA1G120pp at 0x16b28c30b88>})","{'bigg.metabolite': ['pg120'], 'metanetx.chemical': ['MNXM1771'], 'sbo': 'SBO:0000247'}"
amob_c,S-Adenosyl-4-methylthio-2-oxobutanoate,0,c,"{'C': 15, 'H': 19, 'N': 5, 'O': 6, 'S': 1}",C15H19N5O6S,397.40626000000003,"frozenset({<Reaction AMAOTr at 0x16b28a18188>, <Reaction DM_amob_c at 0x16b280ffb48>})","{'bigg.metabolite': ['amob'], 'biocyc': ['META:S-ADENOSYL-4-METHYLTHIO-2-OXOBUTANOATE'], 'chebi': ['CHEBI:8944'], 'inchi_key': ['UOKVQQMBGVMXPU-CJPDYEHRSA-N'], 'inchikey': ['UOKVQQMBGVMXPU-CJPDYEHRSA-N'], 'kegg.compound': ['C04425'], 'metanetx.chemical': ['MNXM3090'], 'sabiork': ['7304'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd02701']}"
xtsn_e,Xanthosine,0,e,"{'C': 10, 'H': 12, 'N': 4, 'O': 6}",C10H12N4O6,284.22548,"frozenset({<Reaction EX_xtsn_e at 0x16b27c44688>, <Reaction XTSNtex at 0x16b2893e7c8>})","{'Human Metabolome Database': ['HMDB00299'], 'bigg.metabolite': ['xtsn'], 'biocyc': ['META:XANTHOSINE'], 'chebi': ['CHEBI:27327'], 'hmdb': ['HMDB00299'], 'inchi_key': ['UBORTCNDUKBEOP-UUOKFMHZSA-N'], 'inchikey': ['UBORTCNDUKBEOP-UUOKFMHZSA-N'], 'kegg.compound': ['C01762'], 'metanetx.chemical': ['MNXM687'], 'sabiork': ['1878'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd01217']}"
ttdca_e,Tetradecanoate (n-C14:0),-1,e,"{'C': 14, 'H': 27, 'O': 2}",C14H27O2,227.36298,"frozenset({<Reaction EX_ttdca_e at 0x16b27fd6288>, <Reaction TTDCAtexi at 0x16b2966c108>})","{'bigg.metabolite': ['ttdca'], 'metanetx.chemical': ['MNXM162239'], 'sbo': 'SBO:0000247'}"
2hdec9eg3p_c,2-hexadec-9-enoyl-sn-glycerol 3-phosphate,-1,c,"{'C': 19, 'H': 36, 'O': 7, 'P': 1}",C19H36O7P1,407.4587010000001,"frozenset({<Reaction 2AGPA161tipp at 0x16b28f87788>, <Reaction LPLIPAL2A161 at 0x16b29194288>})","{'bigg.metabolite': ['2hdec9eg3p'], 'metanetx.chemical': ['MNXM5464'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd15354']}"
5dglcn_c,5-Dehydro-D-gluconate,-1,c,"{'C': 6, 'H': 9, 'O': 7}",C6H9O7,193.13146,"frozenset({<Reaction DKGLCNR2y at 0x16b27e30988>, <Reaction 5DGLCNR at 0x16b29995448>, <Reaction DKGLCNR2x at 0x16b28a4c448>, <Reaction 5DKGR at 0x16b29486548>})","{'bigg.metabolite': ['5dglcn'], 'biocyc': ['META:5-DEHYDROGLUCONATE'], 'chebi': ['CHEBI:58143'], 'inchi_key': ['IZSRJDGCGRAUAR-MROZADKFSA-M'], 'inchikey': ['IZSRJDGCGRAUAR-MROZADKFSA-M'], 'kegg.compound': ['C01062'], 'metanetx.chemical': ['MNXM963'], 'sabiork': ['2233'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd00781']}"
cl_c,Chloride,-1,c,{'Cl': 1},Cl,35.453,"frozenset({<Reaction BIOMASS_Ec_iML1515_core_75p37M at 0x16b2952be08>, <Reaction BIOMASS_Ec_iML1515_WT_75p37M at 0x16b29555648>, <Reaction BIOMASS_EcN_iHM1533_core_59p80M at 0x16b299afa88>, <Reaction CLtipp at 0x16b29486588>, <Reaction CLt3_2pp at 0x16b291c1ac8>})","{'Human Metabolome Database': ['HMDB02306'], 'bigg.metabolite': ['cl'], 'biocyc': ['META:HCL'], 'chebi': ['CHEBI:5590'], 'envipath': ['5882df9c-dae1-4d80-a40e-db4724271456/compound/8797b51e-be83-48e1-82db-612c84006fdf', '32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/b3225d45-6d2f-4312-a60d-70c87b617ad4'], 'hmdb': ['HMDB00492', 'HMDB02073', 'HMDB02306', 'HMDB02162'], 'inchi_key': ['VEXZGXHMUGYJMC-UHFFFAOYSA-M'], 'inchikey': ['VEXZGXHMUGYJMC-UHFFFAOYSA-M'], 'kegg.compound': ['C01327'], 'kegg.drug': ['D02057'], 'metanetx.chemical': ['MNXM43'], 'reactome': ['R-ALL-352022'], 'reactome.compound': ['29572', '188972', '3301973', '352022', '2731020', '2731008', '2730999'], 'sabiork': ['2270', '51'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd00099']}"
mmcoa__S_c,(S)-Methylmalonyl-CoA,-5,c,"{'C': 25, 'H': 35, 'N': 7, 'O': 19, 'P': 3, 'S': 1}",C25H35N7O19P3S,862.5671829999999,frozenset({<Reaction MMM at 0x16b2933ce08>}),"{'Human Metabolome Database': ['HMDB02310'], 'bigg.metabolite': ['mmcoa__S'], 'biocyc': ['META:D-METHYL-MALONYL-COA'], 'chebi': ['CHEBI:57327'], 'hmdb': ['HMDB02310'], 'inchi_key': ['MZFOKIKEPGUZEN-IBNUZSNCSA-I'], 'inchikey': ['MZFOKIKEPGUZEN-IBNUZSNCSA-I'], 'kegg.compound': ['C00683'], 'lipidmaps': ['LMFA07050164'], 'metanetx.chemical': ['MNXM89955'], 'reactome': ['R-ALL-71019'], 'reactome.compound': ['71019'], 'sabiork': ['5180'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd29701']}"
glyc__R_c,(R)-Glycerate,-1,c,"{'C': 3, 'H': 5, 'O': 4}",C3H5O4,105.0694,"frozenset({<Reaction GLYCK at 0x16b28d5fa08>, <Reaction GLYALDDr at 0x16b296f6208>, <Reaction GLYCK2 at 0x16b28095188>, <Reaction GLYCAt2rpp at 0x16b2882e9c8>, <Reaction HPYRRy at 0x16b27eaa948>, <Reaction TRSARr at 0x16b2843b988>, <Reaction HPYRRx at 0x16b27fe70c8>})","{'Human Metabolome Database': ['HMDB31818'], 'bigg.metabolite': ['glyc__R'], 'biocyc': ['META:GLYCERATE'], 'chebi': ['CHEBI:41990'], 'envipath': ['4fd7f3e0-dd25-43ac-9453-dda3e52396e4/compound/6be053c1-d456-4f14-a62a-26231b127f45', '650babc9-9d68-4b73-9332-11972ca26f7b/compound/42fb796b-d2e8-4cf9-ba19-d4d843d29da0'], 'hmdb': ['HMDB31818', 'HMDB00139'], 'inchi_key': ['RBNPOMFGQQGHHO-UWTATZPHSA-M'], 'inchikey': ['RBNPOMFGQQGHHO-UWTATZPHSA-M'], 'kegg.compound': ['C00258'], 'metanetx.chemical': ['MNXM189'], 'reactome': ['R-ALL-6799497'], 'reactome.compound': ['6799497'], 'sabiork': ['3917', '1999'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd00223']}"
mmet_e,S-Methyl-L-methionine,1,e,"{'C': 6, 'H': 14, 'N': 1, 'O': 2, 'S': 1}",C6H14NO2S,164.24586,"frozenset({<Reaction EX_mmet_e at 0x16b28058808>, <Reaction MMETtex at 0x16b28861c48>})","{'bigg.metabolite': ['mmet'], 'biocyc': ['META:CPD-397'], 'chebi': ['CHEBI:8965'], 'inchi_key': ['YDBYJHTYSHBBAU-YFKPBYRVSA-O'], 'inchikey': ['YDBYJHTYSHBBAU-YFKPBYRVSA-O'], 'kegg.compound': ['C03172'], 'metanetx.chemical': ['MNXM1119'], 'reactome': ['R-ALL-4789070'], 'reactome.compound': ['4789070'], 'sabiork': ['2689'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd02027']}"
dms_c,Dimethyl sulfide,0,c,"{'C': 2, 'H': 6, 'S': 1}",C2H6S,62.13404,"frozenset({<Reaction DMSOR2 at 0x16b2818efc8>, <Reaction DMSOR1 at 0x16b27e28bc8>})","{'Human Metabolome Database': ['HMDB02303'], 'bigg.metabolite': ['dms'], 'biocyc': ['META:CPD-7670'], 'chebi': ['CHEBI:4611'], 'envipath': ['32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/26c081a5-2c2d-4e64-bd11-0d80376989ba'], 'hmdb': ['HMDB02303'], 'inchi_key': ['QMMFVYPAHWMCMS-UHFFFAOYSA-N'], 'inchikey': ['QMMFVYPAHWMCMS-UHFFFAOYSA-N'], 'kegg.compound': ['C00580'], 'metanetx.chemical': ['MNXM444'], 'sabiork': ['2104'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd00450']}"
g6p_c,D-Glucose 6-phosphate,-2,c,"{'C': 6, 'H': 11, 'O': 9, 'P': 1}",C6H11O9P,258.119901,"frozenset({<Reaction HEX1 at 0x16b280f3648>, <Reaction G6Pt6_2pp at 0x16b28cf1e48>, <Reaction G6PP at 0x16b28a1d488>, <Reaction G6PDH2r at 0x16b2810c4c8>, <Reaction GLCptspp at 0x16b289090c8>, <Reaction PGI at 0x16b27c38b08>, <Reaction PGMT at 0x16b27f3d508>, <Reaction AB6PGH at 0x16b281c7348>, <Reaction BGLA1 at 0x16b29132948>, <Reaction TRE6PH at 0x16b27db7d88>, <Reaction TRE6PS at 0x16b28298188>, <Reaction CLB6PH at 0x16b295f4388>, <Reaction CELLB6PH at 0x16b299141c8>})","{'Human Metabolome Database': ['HMDB06793'], 'bigg.metabolite': ['g6p'], 'biocyc': ['META:D-glucopyranose-6-phosphate'], 'chebi': ['CHEBI:61548'], 'hmdb': ['HMDB01549', 'HMDB01401', 'HMDB06793'], 'inchi_key': ['NBSCHQHZLSJFNQ-GASJEMHNSA-L'], 'inchikey': ['NBSCHQHZLSJFNQ-GASJEMHNSA-L'], 'kegg.compound': ['C00092'], 'metanetx.chemical': ['MNXM160'], 'reactome': ['R-ALL-1629756'], 'reactome.compound': ['1629756'], 'sabiork': ['1404', '1405'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd26836']}"
N1aspmd_c,N1-Acetylspermidine,2,c,"{'C': 9, 'H': 23, 'N': 3, 'O': 1}",C9H23N3O,189.29842,frozenset({<Reaction SPMDAT1 at 0x16b27f3dd48>}),"{'Human Metabolome Database': ['HMDB01276'], 'bigg.metabolite': ['N1aspmd'], 'biocyc': ['META:CPD-568'], 'chebi': ['CHEBI:7356'], 'hmdb': ['HMDB01276'], 'inchi_key': ['MQTAVJHICJWXBR-UHFFFAOYSA-P'], 'inchikey': ['MQTAVJHICJWXBR-UHFFFAOYSA-P'], 'kegg.compound': ['C00612'], 'metanetx.chemical': ['MNXM501'], 'reactome': ['R-ALL-353555'], 'reactome.compound': ['353555', '141349'], 'sabiork': ['5158'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd00470']}"
trdrd_c,Reduced thioredoxin,0,c,"{'X': 1, 'H': 2}",XH2,,"frozenset({<Reaction RNDR1 at 0x16b27c86208>, <Reaction RNDR4 at 0x16b27c90408>, <Reaction PAPSR at 0x16b28048648>, <Reaction TRDR at 0x16b27f2b0c8>, <Reaction THIORDXi at 0x16b28d3aec8>, <Reaction METSOXR1 at 0x16b285dcb08>, <Reaction DSBDR at 0x16b28fe2d08>, <Reaction METSOXR2 at 0x16b285e1148>, <Reaction RNDR2 at 0x16b2897b388>, <Reaction RNDR3 at 0x16b27c8cfc8>})","{'bigg.metabolite': ['trdrd'], 'biocyc': ['META:Red-Thioredoxin'], 'chebi': ['CHEBI:15033'], 'kegg.compound': ['C00342'], 'metanetx.chemical': ['MNXM96993'], 'reactome': ['R-ALL-2142774'], 'reactome.compound': ['2142774'], 'sabiork': ['2803', '1330'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd28060']}"
2dh3dgal_c,2-Dehydro-3-deoxy-D-galactonate,-1,c,"{'C': 6, 'H': 9, 'O': 6}",C6H9O6,177.13206,"frozenset({<Reaction DDGALK at 0x16b281c1a48>, <Reaction GALCTND at 0x16b28b6f548>})","{'bigg.metabolite': ['2dh3dgal'], 'biocyc': ['META:2-DEHYDRO-3-DEOXY-D-GALACTONATE'], 'chebi': ['CHEBI:57989'], 'inchi_key': ['WPAMZTWLKIDIOP-NQXXGFSBSA-M'], 'inchikey': ['WPAMZTWLKIDIOP-NQXXGFSBSA-M'], 'kegg.compound': ['C01216'], 'lipidmaps': ['LMFA01050486'], 'metanetx.chemical': ['MNXM1627'], 'sabiork': ['5451', '21126'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd00894']}"
methf_c,"5,10-Methenyltetrahydrofolate",-1,c,"{'C': 20, 'H': 20, 'N': 7, 'O': 6}",C20H20N7O6,454.4161,"frozenset({<Reaction MTHFD at 0x16b2844b6c8>, <Reaction FOMETRi at 0x16b2930aa48>, <Reaction MTHFC at 0x16b284477c8>, <Reaction THFAT at 0x16b2930a2c8>})","{'Human Metabolome Database': ['HMDB62623'], 'bigg.metabolite': ['methf'], 'biocyc': ['META:5-10-METHENYL-THF'], 'chebi': ['CHEBI:57455'], 'hmdb': ['HMDB01354', 'HMDB62623'], 'inchi_key': ['MEANFMOQMXYMCT-OLZOCXBDSA-M'], 'inchikey': ['MEANFMOQMXYMCT-OLZOCXBDSA-M'], 'kegg.compound': ['C00445'], 'metanetx.chemical': ['MNXM511'], 'reactome': ['R-ALL-6801458'], 'reactome.compound': ['6801458'], 'sabiork': ['1338'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd00347']}"
ddcaACP_c,Dodecanoyl-ACP (n-C12:0ACP),-1,c,"{'C': 23, 'H': 43, 'N': 2, 'O': 8, 'P': 1, 'R': 1, 'S': 1}",C23H43N2O8PRS,,"frozenset({<Reaction FA120ACPHi at 0x16b29150208>, <Reaction AACPS7 at 0x16b28b57648>, <Reaction G3PAT120 at 0x16b2909d288>, <Reaction ACPPAT120 at 0x16b2932ca88>, <Reaction EAR120y at 0x16b28e62588>, <Reaction 3OAS140 at 0x16b28eb4cc8>, <Reaction AGPAT120 at 0x16b28dd9148>, <Reaction EAR120x at 0x16b2900f148>, <Reaction EDTXS1 at 0x16b27d73588>})","{'bigg.metabolite': ['ddcaACP'], 'metanetx.chemical': ['MNXM89851'], 'sbo': 'SBO:0000247'}"
mnl1p_c,D-Mannitol 1-phosphate,-2,c,"{'C': 6, 'H': 13, 'O': 9, 'P': 1}",C6H13O9P,260.135781,"frozenset({<Reaction M1PD at 0x16b27f81308>, <Reaction MNLptspp at 0x16b286edbc8>})","{'Human Metabolome Database': ['HMDB01530'], 'bigg.metabolite': ['mnl1p'], 'biocyc': ['META:MANNITOL-1P'], 'chebi': ['CHEBI:61381'], 'hmdb': ['HMDB01530'], 'inchi_key': ['GACTWZZMVMUKNG-KVTDHHQDSA-L'], 'inchikey': ['GACTWZZMVMUKNG-KVTDHHQDSA-L'], 'kegg.compound': ['C00644'], 'metanetx.chemical': ['MNXM90126'], 'sabiork': ['24719', '1343'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd27436']}"
