,CU651637,CP001855,CP002167,CP000468,CP000946,CP000819,CP001665,AM946981,CP001509,CP001396,CP001637,AP012030,CU928162,CP000802,CU928160,CP002516,AP009240,AP009378,CP000948,U00096,AP009048,CP002185,CP002967,FN554766,CU928145,AP010958,AP010960,CP001164,AE005174,BA000007,CP001368,AP010953,CP001846,CP000970,FM180568,CP000800,FN649414,CP002729,CP001969,CU928161,CP000247,CP001671,AE014075,CU928164,CP002797,CU928163,CP000243,CP001063,CP000036,CP000034,CP001383,AE014073,AE005674,CP000266,CP000038
CIW80_14095,100.0,100.0,98.654,98.654,41.715,98.462,98.462,98.462,98.462,40.476,41.715,41.715,98.846,42.074,42.27,42.27,42.27,98.077,41.715,41.715,41.715,42.27,42.27,42.466,42.074,42.27,42.27,42.074,42.074,42.074,42.074,42.074,42.074,98.846,98.846,42.27,41.715,98.462,98.654,98.654,99.038,100.0,100.0,41.879,98.077,42.27,98.654,23.649,23.649,39.01,23.649,23.649,23.649,23.649,42.023
CIW80_14100,98.955,98.955,100.0,100.0,31.818,98.606,98.606,98.606,98.606,32.727,32.727,32.727,98.606,31.818,32.727,31.818,31.818,98.606,32.727,32.727,32.727,31.818,31.818,31.818,31.818,31.818,31.818,32.727,32.727,32.727,32.727,31.818,32.727,98.606,98.606,31.818,31.818,100.0,100.0,100.0,99.303,100.0,100.0,31.818,98.606,31.818,100.0,31.818,31.818,32.727,31.818,0.0,31.818,31.818,25.843000000000004
CIW80_14105,100.0,100.0,100.0,100.0,32.273,100.0,100.0,100.0,100.0,31.818,31.818,31.818,100.0,32.273,32.273,32.273,32.273,99.552,31.818,31.818,31.818,32.273,32.273,32.143,32.273,32.273,32.273,31.818,31.818,31.818,31.818,32.273,32.273,100.0,99.103,32.273,29.474,99.015,100.0,100.0,99.552,100.0,100.0,33.181999999999995,99.552,32.143,100.0,23.558000000000003,36.986,33.333,31.364,31.364,31.364,31.364,32.273
CIW80_14110,100.0,100.0,100.0,100.0,98.885,100.0,100.0,100.0,100.0,98.141,98.141,98.141,100.0,98.141,99.257,99.257,98.513,99.259,98.141,98.141,98.141,99.257,99.257,98.513,98.885,99.257,98.885,98.141,98.141,98.141,98.141,98.885,98.141,99.259,100.0,99.257,98.513,100.0,100.0,100.0,100.0,100.0,100.0,98.513,99.259,98.885,100.0,97.77,98.513,99.254,99.257,31.746,99.257,99.123,97.807
CIW80_14115,99.608,99.608,99.608,99.608,99.209,99.608,99.608,99.608,99.608,99.605,99.605,99.605,99.608,99.605,99.209,99.605,99.209,99.608,99.605,99.605,99.605,99.605,99.605,99.209,99.605,99.209,99.605,99.209,99.209,99.209,99.209,99.605,99.209,99.608,99.209,99.209,99.209,99.608,99.608,99.608,99.608,99.608,100.0,99.608,99.608,99.209,99.541,99.209,99.209,99.209,99.209,99.209,99.209,99.209,98.814
CIW80_14120,100.0,100.0,0.0,100.0,0.0,99.799,99.799,99.799,99.799,0.0,0.0,0.0,99.598,0.0,0.0,0.0,0.0,99.799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.799,38.852,0.0,0.0,99.598,100.0,100.0,100.0,100.0,100.0,99.598,99.799,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CIW80_14125,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.408,0.0,0.0,0.0,99.408,100.0,100.0,100.0,100.0,100.0,98.817,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CIW80_14130,99.077,99.077,98.769,98.769,0.0,97.846,97.846,97.846,97.846,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,98.462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.154,29.781,0.0,0.0,97.846,98.769,98.769,99.077,100.0,100.0,98.154,98.154,0.0,98.769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CIW80_14135,99.524,99.524,99.524,46.19300000000001,46.19300000000001,98.571,98.571,98.571,98.571,46.19300000000001,46.19300000000001,46.19300000000001,99.524,46.19300000000001,46.701,46.701,46.701,98.571,46.19300000000001,46.19300000000001,46.19300000000001,46.701,46.701,45.178,47.208,46.701,46.701,29.801,29.801,29.801,29.801,46.701,29.801,98.571,46.19300000000001,46.701,45.685,99.048,99.524,99.524,99.048,100.0,100.0,99.291,98.571,45.178,99.524,29.801,29.801,29.801,29.801,29.801,46.907,29.801,29.801
CIW80_14140,98.806,98.806,99.231,98.806,34.286,98.806,98.806,98.806,98.806,34.286,34.286,34.286,99.104,34.286,33.651,33.651,33.333,98.806,34.286,34.286,34.286,33.651,33.651,33.333,33.651,33.651,33.651,0.0,0.0,0.0,0.0,33.651,0.0,99.403,33.333,33.651,34.286,99.104,98.806,98.806,98.806,100.0,100.0,99.403,98.806,33.333,98.806,0.0,0.0,0.0,33.439,33.439,33.439,33.439,34.286
CIW80_14145,99.609,99.609,99.609,99.609,31.222,99.609,99.609,99.609,99.609,31.674,32.129,32.129,99.609,31.222,31.222,31.222,31.222,99.609,32.129,32.129,32.129,31.222,31.222,31.222,31.443,31.818,31.222,31.222,31.193,31.222,31.222,31.222,31.222,99.609,31.222,31.222,31.222,99.609,99.609,99.609,99.609,100.0,100.0,99.609,99.609,31.222,99.609,31.222,31.222,32.283,30.769,30.769,30.769,30.317,31.222
CIW80_14150,99.58,99.363,99.788,99.79,100.0,99.58,99.58,99.58,99.58,99.79,99.79,99.79,100.0,99.79,99.58,99.79,99.79,99.16,99.79,99.79,99.79,99.79,99.788,99.79,99.79,99.79,99.58,99.79,99.79,99.79,99.79,99.58,99.79,100.0,99.37,99.79,99.79,99.58,99.79,99.79,99.79,100.0,100.0,100.0,99.16,99.79,99.79,99.58,99.79,99.58,99.79,99.788,99.788,99.79,99.58
CIW80_14155,100.0,100.0,100.0,100.0,99.603,99.206,99.206,99.206,99.206,99.603,99.603,99.603,100.0,99.603,99.603,99.603,99.603,100.0,99.603,99.603,99.603,99.603,99.603,99.603,99.603,99.603,99.603,99.603,99.603,99.603,99.603,99.603,99.603,99.603,99.603,99.603,99.603,99.603,100.0,100.0,100.0,100.0,100.0,99.603,100.0,99.603,100.0,99.603,99.603,99.603,99.603,99.603,99.603,99.603,99.603
CIW80_14160,99.505,99.505,100.0,100.0,98.515,98.515,98.515,98.515,98.515,98.515,98.515,98.515,100.0,98.515,98.515,98.515,98.515,99.01,98.515,98.515,98.515,98.515,98.515,99.01,98.515,98.515,98.515,98.02,98.02,98.02,98.02,98.515,98.02,99.505,99.505,98.515,98.515,99.01,100.0,100.0,99.01,100.0,100.0,99.01,99.505,99.01,100.0,98.515,98.515,99.01,98.515,98.515,98.515,98.02,98.02
CIW80_14165,100.0,100.0,100.0,100.0,99.634,99.634,99.634,99.634,99.634,99.634,99.634,99.634,100.0,99.634,99.634,99.634,99.634,100.0,99.634,99.634,99.634,99.634,99.634,99.817,99.634,99.634,99.634,99.634,99.634,99.634,99.634,99.634,99.634,99.817,99.817,99.634,99.452,99.634,100.0,100.0,100.0,100.0,100.0,99.817,100.0,99.817,100.0,99.634,99.634,99.634,99.634,99.634,99.634,99.634,99.817
CIW80_14170,100.0,100.0,98.889,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.889,100.0,97.778,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.889,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
CIW80_14175,100.0,100.0,100.0,99.419,99.419,99.419,99.419,99.419,99.419,99.419,99.419,99.419,100.0,99.419,99.419,99.419,99.419,99.419,99.419,99.419,99.419,99.419,99.419,99.419,99.419,99.419,99.419,99.419,99.315,99.419,99.419,99.419,99.419,99.419,100.0,99.419,99.419,99.419,100.0,100.0,100.0,100.0,100.0,99.419,99.419,99.419,100.0,98.837,98.63,98.63,99.419,99.419,99.419,99.419,99.315
CIW80_14180,100.0,100.0,100.0,100.0,99.614,99.614,99.614,99.614,99.614,99.614,99.614,99.614,100.0,99.614,99.614,99.614,99.614,100.0,99.614,99.614,99.614,99.614,99.614,99.228,99.614,99.614,99.614,99.614,99.614,99.614,99.614,99.614,99.614,99.614,99.614,99.614,99.614,99.614,100.0,100.0,100.0,100.0,100.0,99.614,100.0,99.228,100.0,99.614,99.614,99.228,99.228,99.228,99.228,99.228,99.614
CIW80_14185,99.234,99.234,98.851,98.851,98.084,98.084,98.084,98.084,98.084,97.701,97.701,97.701,99.617,97.701,98.084,33.466,98.851,98.467,97.701,97.701,97.701,98.467,98.857,98.467,98.467,98.467,98.851,98.084,98.084,98.084,98.084,98.851,98.084,98.851,99.617,98.851,98.084,97.701,98.851,98.851,99.617,100.0,100.0,98.084,98.467,97.701,98.851,98.084,97.701,33.466,98.851,98.851,98.851,98.851,97.318
CIW80_14190,100.0,100.0,100.0,100.0,99.387,99.387,99.387,99.387,99.387,99.387,99.387,99.387,100.0,99.387,99.387,99.387,99.387,100.0,99.387,99.387,99.387,99.387,99.387,98.773,99.387,99.387,99.387,99.387,99.387,99.387,99.387,99.387,99.387,98.773,100.0,99.387,99.387,99.387,100.0,100.0,100.0,99.387,100.0,99.387,100.0,99.387,100.0,99.387,99.387,99.387,98.16,98.16,98.16,98.16,98.773
CIW80_14195,99.799,99.799,100.0,100.0,100.0,99.799,99.799,99.799,99.799,100.0,100.0,100.0,99.799,99.398,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.799,100.0,100.0,99.799,99.598,99.598,99.598,99.598,100.0,99.598,99.799,99.799,100.0,100.0,100.0,100.0,100.0,99.599,100.0,100.0,99.799,100.0,99.799,100.0,99.799,99.799,99.197,99.197,99.197,98.996,99.197,100.0
CIW80_14200,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.573,100.0,99.573,100.0,100.0,100.0,100.0,99.573,100.0,100.0,99.573,100.0,99.573,100.0,98.291,98.291,99.145,98.718,98.718,98.718,99.145,100.0
CIW80_14205,99.227,99.227,98.969,99.227,98.196,98.969,98.969,98.969,98.969,98.196,98.196,98.196,98.969,98.711,98.454,98.969,98.711,99.227,98.196,98.196,98.196,98.969,98.969,98.196,98.711,98.969,97.68,98.196,98.196,98.196,98.196,98.454,98.196,98.711,99.742,97.938,98.196,97.938,99.227,99.227,99.742,100.0,100.0,98.711,99.227,97.938,98.969,98.969,98.711,97.938,98.196,98.454,98.454,98.454,98.969
CIW80_14210,99.589,99.589,99.315,99.315,98.767,98.493,98.493,98.493,98.493,98.493,98.493,98.493,99.452,98.767,98.767,98.63,98.493,99.452,98.493,98.493,98.493,98.63,98.63,98.493,98.767,98.63,98.356,98.356,98.219,98.356,98.356,98.356,98.356,99.041,99.178,98.63,98.63,98.493,99.315,99.315,99.726,99.863,99.863,99.178,99.452,99.041,99.315,98.767,35.396,98.63,98.493,98.493,98.493,98.493,98.493
CIW80_14215,100.0,100.0,100.0,100.0,99.775,99.775,99.775,99.775,99.775,99.775,99.775,99.775,99.775,99.775,99.324,99.55,99.324,99.775,99.775,99.775,99.775,99.55,99.55,99.55,99.775,99.775,99.775,99.324,99.324,99.324,99.324,99.775,99.55,100.0,100.0,99.775,99.775,99.55,100.0,100.0,100.0,100.0,100.0,99.775,99.775,99.775,100.0,99.099,99.099,99.324,99.55,99.324,99.55,99.324,99.55
CIW80_14220,100.0,99.512,99.512,100.0,100.0,99.512,99.512,99.512,99.512,99.024,99.024,99.024,100.0,100.0,99.512,99.512,99.512,100.0,99.024,99.024,99.024,99.512,99.512,99.512,99.512,99.512,99.024,100.0,100.0,100.0,100.0,99.024,100.0,98.537,99.512,99.512,99.512,99.512,100.0,100.0,99.512,99.512,100.0,99.512,100.0,99.512,99.512,99.512,99.024,99.512,99.512,99.512,99.512,99.024,98.537
CIW80_14225,100.0,100.0,100.0,100.0,99.793,99.587,99.587,99.587,99.587,99.793,99.793,99.793,100.0,99.793,99.793,99.793,99.793,100.0,99.793,99.793,99.793,99.793,99.793,99.793,99.793,99.793,99.793,99.793,99.793,99.793,99.793,99.793,99.793,100.0,100.0,99.793,99.793,99.793,100.0,100.0,100.0,100.0,100.0,99.587,100.0,99.587,100.0,99.793,99.793,99.793,99.793,99.793,99.793,99.587,99.793
CIW80_14230,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.451,98.901,100.0,100.0,100.0,100.0,99.451,99.451,99.451,98.901,98.901,99.451,100.0,100.0,100.0,100.0,99.451,100.0,99.451,100.0,99.451,99.451,100.0,100.0,100.0,99.451,100.0,100.0,98.352,100.0,99.451,100.0,97.253,97.802,100.0,98.901,98.901,98.901,98.901,98.352
CIW80_14255,100.0,100.0,100.0,100.0,98.864,98.83,98.864,98.864,98.864,98.864,98.864,98.864,100.0,98.864,98.246,98.295,98.246,100.0,98.83,98.864,98.83,98.295,98.295,98.246,98.246,98.295,98.295,98.864,98.83,98.864,98.864,98.295,98.864,98.295,100.0,98.295,98.83,98.83,100.0,100.0,100.0,100.0,100.0,97.661,0.0,98.246,100.0,98.864,98.246,98.83,98.864,98.864,98.864,99.432,98.246
CIW80_14260,100.0,100.0,99.487,100.0,95.897,95.385,95.385,95.385,95.385,95.385,95.385,95.385,98.974,95.897,96.41,96.41,96.41,98.974,95.385,95.385,95.385,96.41,96.41,95.385,96.41,96.41,96.41,94.872,94.359,94.872,94.872,96.41,95.385,97.436,97.436,96.41,95.385,95.897,99.487,98.974,97.396,100.0,100.0,96.923,98.974,95.385,99.487,95.897,95.897,93.846,94.872,94.872,94.872,94.792,95.385
CIW80_14265,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.889,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.889,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.889,98.889,100.0,98.889,98.889,98.889,98.889,100.0
CIW80_14270,99.392,99.392,99.696,99.696,99.696,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.088,99.392,99.088,99.696,100.0,100.0,100.0,99.392,99.392,99.392,99.088,99.088,99.392,99.392,99.392,99.392,99.392,99.392,99.392,99.088,99.696,100.0,99.088,99.696,99.696,99.696,99.696,100.0,99.696,98.784,100.0,99.696,99.696,98.48,98.784,99.088,98.176,98.176,98.176,98.68,98.176
CIW80_14275,100.0,100.0,100.0,100.0,99.522,99.522,0.0,99.522,99.522,99.522,99.522,99.522,100.0,99.522,99.522,99.522,99.522,99.522,99.522,99.522,99.522,99.522,99.522,99.522,99.522,99.522,99.522,99.522,99.522,99.522,99.522,99.522,99.522,99.043,100.0,99.522,98.565,99.522,100.0,100.0,99.522,100.0,100.0,99.522,100.0,99.522,100.0,99.522,99.522,99.043,99.043,99.043,99.043,99.522,99.522
CIW80_14280,99.581,99.371,99.161,99.161,97.065,97.065,97.065,97.065,97.065,97.065,97.065,97.065,99.161,96.855,97.065,97.065,97.275,96.226,97.065,97.065,97.065,97.065,97.065,95.178,96.855,96.436,96.855,96.855,96.855,96.855,96.855,96.855,96.855,33.333,97.904,96.855,96.646,96.855,99.161,99.161,99.161,100.0,100.0,95.807,97.418,96.436,99.161,96.855,33.951,33.539,97.065,97.065,97.065,33.539,33.745
CIW80_14285,99.678,99.678,99.678,99.678,99.357,99.678,99.678,99.678,99.678,99.357,99.357,99.357,99.678,99.669,99.678,99.678,99.678,98.714,99.357,99.357,99.357,99.678,99.678,99.357,99.678,99.357,99.357,99.678,99.678,99.678,99.678,100.0,99.678,99.357,99.357,99.338,99.678,99.652,99.669,99.357,100.0,100.0,100.0,100.0,99.197,99.357,99.678,99.338,99.678,99.357,99.357,99.357,99.357,99.035,99.678
CIW80_14290,0.0,98.387,98.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.296,0.0,95.161,96.296,96.296,0.0,0.0,0.0,95.161,95.062,93.548,0.0,0.0,0.0,92.5,0.0,0.0,0.0,0.0,95.062,98.387,0.0,97.531,0.0,91.935,98.765,0.0,98.387,100.0,100.0,0.0,91.892,0.0,98.765,95.062,0.0,0.0,92.5,0.0,0.0,0.0,0.0
CIW80_14295,99.785,99.785,99.677,99.677,99.785,99.785,99.785,99.785,99.785,99.785,99.785,99.785,99.785,99.677,99.785,99.677,99.785,99.892,99.785,99.785,99.785,99.677,99.677,99.677,99.785,99.677,99.677,99.677,99.677,99.677,99.677,99.569,99.569,99.785,99.785,99.785,99.677,99.677,99.677,99.677,99.892,100.0,0.0,99.785,100.0,99.677,99.677,99.785,99.569,99.354,99.354,99.354,99.247,99.354,99.785
CIW80_14300,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.052,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.526,99.5,99.526,99.526,100.0,99.526,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.435,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.5,100.0,99.526,99.497,99.497,99.497,100.0
CIW80_14305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CIW80_14310,99.412,99.412,99.412,98.824,97.647,99.412,99.412,99.412,99.412,99.412,99.412,99.412,99.412,97.647,99.412,99.412,99.412,100.0,99.412,99.412,99.412,99.412,99.412,98.824,99.412,99.412,99.412,97.059,97.059,97.059,97.059,99.412,97.059,98.824,99.412,99.412,97.059,97.647,99.412,98.824,99.412,100.0,100.0,98.824,99.412,99.412,99.412,99.412,99.412,97.059,98.824,99.412,99.412,99.412,100.0
CIW80_14315,99.345,99.345,99.782,99.782,99.345,99.345,99.345,99.345,99.345,99.345,99.345,99.345,99.782,99.345,99.345,99.345,99.127,99.345,99.345,99.345,99.345,99.345,99.345,99.127,99.345,99.345,99.345,99.345,99.127,99.345,99.345,99.127,99.345,98.908,99.563,99.345,99.345,99.345,99.782,99.782,99.563,100.0,100.0,99.127,99.782,99.127,99.782,99.345,99.345,99.127,98.472,98.472,98.472,98.472,99.345
CIW80_14320,0.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CIW80_14325,99.149,99.149,99.787,99.787,98.936,98.723,98.723,98.723,98.723,99.149,99.149,99.149,99.149,98.723,98.936,99.149,98.936,99.787,99.149,99.149,99.149,99.149,99.149,99.149,98.936,98.936,98.936,99.149,98.936,99.149,99.149,99.149,99.149,99.149,98.936,98.936,99.149,98.511,99.787,99.787,99.574,100.0,100.0,98.936,99.787,99.149,99.787,98.723,98.936,99.149,98.511,98.511,98.511,98.511,98.936
CIW80_14330,100.0,100.0,100.0,100.0,99.429,99.429,99.429,99.429,99.429,99.429,99.429,99.429,100.0,99.429,99.429,99.429,99.429,100.0,99.429,99.429,99.429,99.429,99.429,99.429,99.429,99.429,99.429,99.429,99.429,99.429,99.429,99.429,99.429,99.714,100.0,99.429,99.429,99.429,100.0,100.0,100.0,100.0,100.0,99.714,100.0,99.429,100.0,98.857,99.143,99.143,99.429,99.429,99.429,99.429,99.429
CIW80_14335,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.787,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.787,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
CIW80_14340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,97.872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CIW80_14345,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.836,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.671,100.0,99.647,100.0
CIW80_14350,36.364,36.364,36.364,36.364,97.89,97.89,97.89,97.89,97.89,98.312,98.312,98.312,36.364,97.89,97.468,97.468,97.046,32.609,98.312,98.312,98.312,97.468,97.468,97.89,98.312,97.468,97.89,98.312,98.312,98.312,98.312,97.89,98.312,98.312,32.609,97.046,97.89,97.468,36.364,36.364,100.0,100.0,100.0,98.312,32.609,97.89,36.364,29.661,29.577,37.879,98.312,98.312,98.312,98.312,29.577
CIW80_14355,0.0,0.0,0.0,0.0,99.083,99.083,99.083,99.083,99.083,99.083,99.083,99.083,0.0,99.083,99.083,99.083,98.777,0.0,99.083,99.083,99.083,99.083,99.083,99.083,99.083,99.083,98.777,97.554,97.554,97.554,97.554,99.083,97.554,99.317,0.0,98.777,98.777,98.993,0.0,0.0,100.0,100.0,100.0,99.388,0.0,99.024,0.0,0.0,0.0,0.0,98.471,98.777,98.777,98.777,0.0
CIW80_14360,32.85,32.85,32.85,32.85,99.526,99.526,99.526,99.526,99.526,99.289,99.289,99.289,27.415,99.526,99.763,98.815,100.0,27.415,99.289,99.289,99.289,98.815,98.815,99.526,100.0,99.526,100.0,99.526,99.526,99.526,99.526,100.0,99.289,99.526,27.415,100.0,99.526,99.526,32.85,27.415,100.0,100.0,100.0,99.526,27.415,99.526,32.85,25.714,25.714,25.726,99.422,99.422,99.422,99.422,27.415
CIW80_14365,99.24,99.24,99.62,99.62,99.62,71.538,71.538,71.538,71.538,71.538,71.538,71.538,71.538,99.62,71.538,71.538,71.538,71.538,71.538,71.538,71.538,71.538,71.538,71.538,99.62,71.538,71.538,71.538,71.538,71.538,71.538,71.538,71.538,71.538,99.62,71.154,71.538,71.538,99.62,99.62,99.62,100.0,100.0,71.538,100.0,71.538,99.62,99.62,99.24,46.721,71.154,71.154,71.154,71.154,99.62
CIW80_14370,99.666,99.666,99.331,99.331,98.662,66.89,66.89,66.89,66.89,66.89,66.89,66.89,66.555,98.662,66.89,66.89,66.89,66.555,66.89,66.89,66.89,66.89,66.89,66.89,98.662,66.89,66.555,66.555,66.555,66.555,66.555,66.89,66.89,66.89,99.666,66.89,66.89,66.555,99.331,99.331,99.666,100.0,100.0,66.89,99.645,66.89,99.331,99.331,99.331,32.895,66.89,66.89,66.89,66.555,98.864
CIW80_14375,97.611,97.611,100.0,100.0,97.611,71.918,71.918,71.918,71.918,72.26,72.26,72.26,72.60300000000002,97.611,71.918,72.26,71.918,72.60300000000002,72.26,72.26,72.26,72.26,72.26,72.26,97.611,71.918,72.26,72.60300000000002,72.60300000000002,72.60300000000002,72.60300000000002,72.26,72.60300000000002,71.918,99.317,71.918,72.26,72.26,100.0,100.0,100.0,100.0,100.0,71.918,100.0,72.26,100.0,37.857,97.27,37.5,72.26,72.26,72.26,72.26,97.952
CIW80_14380,100.0,100.0,100.0,100.0,100.0,66.667,66.667,66.667,66.667,66.667,66.667,66.667,66.32300000000001,100.0,66.667,66.667,66.667,66.667,66.667,66.667,66.667,66.667,66.667,66.667,100.0,66.667,66.667,66.667,66.32300000000001,66.667,66.667,66.667,66.667,66.667,100.0,66.667,66.667,66.667,100.0,100.0,100.0,100.0,100.0,66.667,100.0,66.667,100.0,100.0,100.0,0.0,66.32300000000001,66.32300000000001,66.32300000000001,65.979,99.662
CIW80_14385,100.0,100.0,100.0,99.703,99.703,32.512,32.512,32.512,32.512,32.512,32.512,32.512,33.628,99.407,32.743,35.632,32.512,33.005,32.512,32.512,32.512,35.632,35.632,32.512,99.703,32.743,32.512,32.512,32.512,32.512,32.512,32.512,32.512,32.743,100.0,32.743,32.743,32.743,100.0,100.0,100.0,100.0,100.0,33.005,100.0,32.512,100.0,99.11,99.407,32.743,32.743,32.743,33.491,32.743,99.407
CIW80_14390,99.791,99.791,99.791,99.791,99.791,28.44,28.44,28.44,28.44,28.44,28.44,28.44,26.835,99.791,28.44,28.44,28.44,25.635,28.44,28.44,28.44,28.44,28.44,26.329,99.791,28.44,28.899,28.44,28.44,28.44,28.44,28.899,28.44,26.329,99.791,28.44,28.44,28.44,99.791,99.791,100.0,100.0,100.0,26.329,97.071,29.71,99.791,26.329,99.746,26.807,27.602,27.602,27.602,26.076,100.0
CIW80_14395,100.0,100.0,99.778,99.778,99.333,40.88800000000001,40.88800000000001,40.88800000000001,40.88800000000001,40.88800000000001,40.88800000000001,40.88800000000001,40.88800000000001,99.556,41.395,41.395,41.121,41.395,40.88800000000001,40.88800000000001,40.88800000000001,41.395,41.395,41.163,99.333,41.395,48.718,41.289,41.289,41.289,41.289,40.93,41.289,41.395,99.333,42.032,41.067,41.007,99.778,99.778,99.778,100.0,100.0,41.067,100.0,41.628,99.778,100.0,100.0,100.0,38.106,38.106,38.106,38.106,99.556
CIW80_14400,100.0,100.0,99.662,99.662,98.311,26.829,26.829,26.829,26.829,26.829,26.829,26.829,27.17,97.973,26.236,26.236,26.829,26.616,26.829,26.829,26.829,26.236,26.236,27.439,98.311,26.236,26.236,27.439,27.439,27.439,27.439,26.236,27.439,26.616,99.662,26.829,27.439,27.439,99.662,99.662,99.662,99.662,100.0,26.616,99.324,27.439,99.662,97.635,97.973,99.17,26.236,26.236,26.236,26.236,97.635
CIW80_14405,99.0,99.0,99.0,99.0,98.5,98.0,98.5,98.5,98.5,98.5,98.5,98.5,99.0,98.5,98.5,99.5,98.5,99.5,98.5,98.5,98.5,99.5,99.5,99.0,98.5,98.5,99.5,98.5,98.5,98.5,98.5,99.5,98.5,99.5,99.5,98.5,99.0,99.0,99.0,99.0,99.5,100.0,100.0,99.5,99.0,99.0,99.0,99.5,99.5,99.0,98.5,98.5,98.5,98.0,98.5
