ID,Name,Reaction Formula,Gene Rules,Subsystem,Essentiality,LB,UB,FVA_min,FVA_max
PAPA161pp,"Phosphatidate phosphatase (periplasmic, n-C16:1)",h2o_p + pa161_p --> 12dgr161_p + pi_p,CIW80_25355,Glycerophospholipid Metabolism,Not essential,0.0,1000.0,0.0,-1.627997925874861e-12
PAPA180pp,"Phosphatidate phosphatase (periplasmic, n-C18:0)",h2o_p + pa180_p --> 12dgr180_p + pi_p,CIW80_25355,Glycerophospholipid Metabolism,Not essential,0.0,1000.0,0.0,-1.6279979258748614e-12
HPYRI,Hydroxypyruvate isomerase,hpyr_c <=> 2h3oppan_c,CIW80_20670,Alternate Carbon Metabolism,Not essential,-1000.0,1000.0,-999.9999999999989,-3.6021579170063694e-12
FE3HOXUtex,Fe(III)hydroxamate unloaded secretion,fe3hox_un_c + h_p --> fe3hox_un_p + h_c,,Inorganic Ion Transport and Metabolism,Not essential,0.0,1000.0,0.0,-1.9518594072984046e-12
TPRDCOAS,Triphosphoribosyl-dephospho-CoA synthase,atp_c + dpcoa_c --> 2tpr3dpcoa_c + ade_c,CIW80_21075,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,0.0
ACGAM1PPpp,N-acetyl-D-glucosamine 1-phosphatase (periplasm),acgam1p_p + h2o_p --> acgam_p + pi_p,,Alternate Carbon Metabolism,Not essential,0.0,1000.0,-3.602449259049677e-12,0.0
EX_dgmp_e,DGMP exchange,dgmp_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,-1.961505165349717e-13
GAMptspp,D-glucosamine transport via PEP:Pyr PTS (periplasm),gam_p + pep_c --> gam6p_c + pyr_c,CIW80_05960 and CIW80_05965 and CIW80_02000 and CIW80_01990 and CIW80_01995,"Transport, Inner Membrane",Not essential,0.0,1000.0,-3.827602337740313e-12,0.0
GSNt2pp,Guanosine transport in via proton symport (periplasm),gsn_p + h_p --> gsn_c + h_c,CIW80_08585,"Transport, Inner Membrane",Not essential,0.0,1000.0,-8.505782972756146e-13,-7.355644370061431e-12
EX_4hoxpacd_e,4-Hydroxyphenylacetaldehyde exchange,4hoxpacd_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,0.0
GSNtex,Guanosine transport via diffusion (extracellular to periplasm),gsn_e <=> gsn_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,-8.505782972756146e-13,0.0
FORtex,Formate transport via diffusion (extracellular to periplasm),for_e <=> for_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,-19.799812447749776,-10.655375363797573
D_LACt2pp,D-lactate transport via proton symport (periplasm),h_p + lac__D_p <=> h_c + lac__D_c,CIW80_12725 or CIW80_09235,"Transport, Inner Membrane",Not essential,-1000.0,1000.0,-3.0684117366075775e-11,0.0
RIBtex,Ribose transport via diffusion (extracellular to periplasm),rib__D_e <=> rib__D_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,-6.111598348395006e-12,0.0
FLVRx,Flavin reductase (NAD),h_c + nadh_c + ribflv_c --> nad_c + rbflvrd_c,CIW80_14200,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,-2.9261602517037084e-12
THMtex,Thiamine transport via diffusion (extracellular to periplasm),thm_e <=> thm_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,-3.776268391361419e-13,0.0
XYLUtex,L-xylulose transport via diffusion (extracellular to periplasm),xylu__L_e <=> xylu__L_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.0,0.0
EX_manglyc_e,2(alpha-D-Mannosyl)-D-glycerate exchange,manglyc_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,0.0
ALLtex,Allose transport via diffusion (extracellular to periplasm),all__D_e <=> all__D_p,CIW80_22660 or CIW80_19480 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.0,0.0
EX_metsox_R__L_e,L-methionine-R-sulfoxide exchange,metsox_R__L_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,-3.1806089692431824e-13
34dhpactex,Dihydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm),34dhpac_e <=> 34dhpac_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.0,0.0
MALTHXtexi,Maltohexaose transport via diffusion (extracellular to periplasm) irreversible,malthx_e --> malthx_p,CIW80_15320,"Transport, Outer Membrane",Not essential,0.0,1000.0,0.0,0.0
HYD1pp,Hydrogenase (ubiquinone-8: 2 protons) (periplasm),h2_c + 2.0 h_c + q8_c --> 2.0 h_p + q8h2_c,(CIW80_22855 and CIW80_22860 and CIW80_22850) or (CIW80_09370 and CIW80_09385 and CIW80_09380 and CIW80_09375) or (CIW80_07290 and CIW80_07295 and CIW80_07300 and CIW80_07280 and CIW80_07285 and CIW80_07275),Oxidative Phosphorylation,Not essential,0.0,1000.0,0.0,0.0
EX_cl_e,Chloride exchange,cl_e <=> ,,Extracellular exchange,Essential,-1000.0,1000.0,-0.005836262563195065,-0.005836262563194395
FE3DHBZStonex,"Ferric 2,3-dihydroxybenzoylserine transport via ton system (extracellular)",fe3dhbzs_e + h_p --> fe3dhbzs_p + h_c,((CIW80_25200 and CIW80_09420 and CIW80_09425) and CIW80_22020) or ((CIW80_25200 and CIW80_09420 and CIW80_09425) and CIW80_04590),"Transport, Outer Membrane",Not essential,0.0,1000.0,0.0,0.0
AACTOOR,Aminoacetone:oxygen oxidoreductase(deaminating)(flavin-containing),aact_c + h2o_c + o2_c --> h2o2_c + mthgxl_c + nh4_c,,Methylglyoxal Metabolism,Not essential,0.0,1000.0,0.0,-1.1254462506552951e-12
H2tpp,Hydrogen transport diffusion (periplasm),h2_p <=> h2_c,s0001,"Transport, Inner Membrane",Not essential,-1000.0,1000.0,0.0,-4.6708417282530396e-15
23DAPPAtex,"2,3-diaminopropionate transport via diffusion",23dappa_e <=> 23dappa_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.0,0.0
ECAP3pp,Enterobacterial common antigen polymerase (periplasm),eca3und_p + unagamuf_p --> eca4und_p + h_p + udcpdp_p,CIW80_13785 and CIW80_13830,Lipopolysaccharide Biosynthesis / Recycling,Not essential,0.0,1000.0,0.0,0.0
FEOXAMtonex,Ferroxamine transport via ton system (extracellular),feoxam_e + h_p --> feoxam_p + h_c,CIW80_18515 and (CIW80_25200 and CIW80_09420 and CIW80_09425),"Transport, Outer Membrane",Not essential,0.0,1000.0,0.0,-5.384850124590861e-12
FMNRx,FMN reductase,fmn_c + h_c + nadh_c --> fmnh2_c + nad_c,CIW80_22700 or CIW80_14200,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,-2.692425062295431e-12
EX_3hpppn_e,3-(3-hydroxy-phenyl)propionate exchange,3hpppn_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,0.0
EX_man6p_e,D-Mannose 6-phosphate exchange,man6p_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,-2.3791679490092172e-12
EX_tsul_e,Thiosulfate exchange,tsul_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,0.0
PHEt2rpp,L-phenylalanine reversible transport via proton symport (periplasm),h_p + phe__L_p <=> h_c + phe__L_c,CIW80_20870 or CIW80_18275,"Transport, Inner Membrane",Not essential,-1000.0,1000.0,-1.9117358731267143e-12,-3.568751923513827e-11
EX_n2o_e,Nitrous oxide exchange,n2o_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,0.0
MDDCP1pp,"Murein D,D-carboxypeptidase (murein5px4p) (periplasm)",h2o_p + murein5px4p_p --> ala__D_p + murein4px4p_p,CIW80_21180 or CIW80_10380 or CIW80_22200 or CIW80_03850 or CIW80_19985,Murein Biosynthesis,Not essential,0.0,1000.0,0.0,-3.723258435827451e-13
GUI2,Glucuronate isomerase (D-galacturonate),galur_c <=> tagur_c,CIW80_09965,Alternate Carbon Metabolism,Not essential,-1000.0,1000.0,0.0,0.0
OMBZLM,2-Octaprenyl-6-methoxy-benzoquinol methylase,2ombzl_c + amet_c --> 2ommbl_c + ahcys_c + h_c,CIW80_14155,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,-5.106182997706175e-13
EX_maltttr_e,Maltotetraose exchange,maltttr_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,-7.446516871654832e-13
GLYCK,Glycerate kinase,atp_c + glyc__R_c --> 3pg_c + adp_c + h_c,CIW80_20695,Glyoxylate Metabolism,Not essential,0.0,1000.0,0.0,-8.935820245986248e-12
MLTG5,Maltodextrin glucosidase (maltoheptaose),h2o_c + malthp_c --> glc__D_c + malthx_c,CIW80_20130,Alternate Carbon Metabolism,Not essential,0.0,1000.0,0.0,-8.935820245985837e-12
GPDDA3,Glycerophosphodiester phosphodiesterase (Glycerophosphoserine),g3ps_c + h2o_c --> glyc3p_c + h_c + ser__L_c,CIW80_11830,Glycerophospholipid Metabolism,Not essential,0.0,1000.0,0.0,0.0
2DOXG6PP,2 deoxyglucose 6 phosphatase,2doxg6p_c + h2o_c --> 2dglc_c + pi_c,CIW80_14010 or CIW80_01515 or CIW80_05400 or CIW80_20355,Alternate Carbon Metabolism,Not essential,0.0,1000.0,0.0,0.0
OXAMTC,Oxamate transcarbamoylase,oxur_c + pi_c --> cbp_c + oxam_c,,Nitrogen Metabolism,Not essential,0.0,1000.0,0.0,-6.619126108137663e-13
UDCPPtppi,Undecaprenyl phosphate transport (cytoplasm to periplasm),udcpp_p --> udcpp_c,,Lipopolysaccharide Biosynthesis / Recycling,Not essential,0.0,1000.0,0.0,-1.5540556949540435e-12
AGMH,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl beta -1,4-N-acetylglucosaminidase",anhgm_c + h2o_c --> acgam_c + anhm_c,CIW80_24145,Murein Recycling,Not essential,0.0,1000.0,-1.7195421867023245e-12,-7.604953400839028e-13
MPTG,Murein polymerizing transglycosylase,2.0 uaagmda_c --> 2.0 h_c + murein5p5p_p + 2.0 udcpdp_c,(CIW80_23955 and CIW80_18155 and CIW80_10510) or (CIW80_11490 and CIW80_23955 and CIW80_18155) or (CIW80_06425 and CIW80_23955 and CIW80_18155) or (CIW80_18510 and CIW80_23955 and CIW80_18155),Murein Biosynthesis,Essential,0.0,1000.0,0.015579064755624003,0.015579064755243753
MPTG2,Murein polymerizing transglycosylase 2 (three linked units),murein5p5p_p + uaagmda_c --> h_c + murein5p5p5p_p + udcpdp_c,(CIW80_18510 and CIW80_23955 and CIW80_18155) or (CIW80_23955 and CIW80_18155 and CIW80_10510) or (CIW80_11490 and CIW80_23955 and CIW80_18155) or (CIW80_06425 and CIW80_23955 and CIW80_18155),Murein Biosynthesis,Not essential,0.0,1000.0,0.0,-2.48217229055162e-13
MCTP1App,Murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm),murein5p5p_p --> ala__D_p + murein5px4p_p,(CIW80_21195 and CIW80_18130 and CIW80_11490) or (CIW80_21195 and CIW80_18130 and CIW80_18510),Murein Biosynthesis,Essential,0.0,1000.0,0.015579064755631469,0.015579064755243755
MCTP2App,Murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm),murein5p5p5p_p --> 2.0 ala__D_p + murein5px4px4p_p,(CIW80_21195 and CIW80_18130 and CIW80_11490) or (CIW80_21195 and CIW80_18130 and CIW80_18510),Murein Biosynthesis,Not essential,0.0,1000.0,0.0,-7.446516871654847e-13
MCTP1Bpp,Murein crosslinking transpeptidase 1B:(A2pm->A2pm) (periplasm),murein5p5p_p --> alaala_p + murein5px3p_p,CIW80_01255 or CIW80_22640,Murein Biosynthesis,Not essential,0.0,1000.0,0.0,-3.802476700419514e-13
MELIBt3ipp,Melibiose transport in via antiport (periplasm),h_p + melib_c --> h_c + melib_p,CIW80_00590,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,-1.787164049197159e-11
EX_lipoate_e,Lipoate exchange,lipoate_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,0.0
EX_pydx_e,Pyridoxal exchange,pydx_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,-1.3238252216275266e-12
EX_g1p_e,D-Glucose 1-phosphate exchange,g1p_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,0.0
NAt3pp,Sodium transport out via proton antiport (cytoplasm to periplasm),h_p + na1_c --> h_c + na1_p,CIW80_22215 or CIW80_24985,Inorganic Ion Transport and Metabolism,Not essential,0.0,1000.0,0.0,1000.0
SFGTHi,S-Formylglutathione hydralase,Sfglutth_c + h2o_c --> for_c + gthrd_c + h_c,CIW80_04585 or CIW80_19910,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,0.0
DHORDfum,Fumarate dependent DHORD,dhor__S_c + fum_c --> orot_c + succ_c,,Purine and Pyrimidine Biosynthesis,Not essential,0.0,1000.0,0.0,0.3709138279699723
K2L4Aabcpp,KDO(2)-lipid IV A transport via ABC system (periplasm),atp_c + h2o_c + kdo2lipid4_c --> adp_c + h_c + kdo2lipid4_p + pi_c,CIW80_22585,"Transport, Inner Membrane",Essential,0.0,1000.0,0.021815624290011555,0.02181562429000995
DSBCGT,DsbC:glutathione thiotransferase,dsbcox_p + 2.0 gthrd_p --> dsbcrd_p + gthox_p,CIW80_08190,Unassigned,Not essential,0.0,1000.0,0.0,0.0
DSBGGT,DsbG:glutathione thiotransferase,dsbgox_p + 2.0 gthrd_p --> dsbgrd_p + gthox_p,CIW80_21035,Unassigned,Not essential,0.0,1000.0,0.0,0.0
DHNAOT4,"1,4-dihydroxy-2-naphthoate octaprenyltransferase",dhna_c + h_c + octdp_c --> 2dmmql8_c + co2_c + ppi_c,CIW80_14660,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,-3.744573167946114e-17
AMPMS2,4-amino-2-methyl-5-phosphomethylpyrimidine synthetase,air_c + h2o_c + nad_c --> 4ampm_c + 2.0 for_c + 3.0 h_c + nadh_c,CIW80_15035,Cofactor and Prosthetic Group Biosynthesis,Essential,0.0,1000.0,0.00025004544699180594,0.00025004544699178723
DM_oxam_c,Sink needed to allow oxamate to leave system,oxam_c --> ,,Intracellular demand,Not essential,0.0,1000.0,0.0,-7.020005876331654e-13
THIORDXi,Hydrogen peroxide reductase (thioredoxin),h2o2_c + trdrd_c --> 2.0 h2o_c + trdox_c,(CIW80_13765 and CIW80_06255) or CIW80_01430 or (CIW80_06740 and CIW80_06255),Unassigned,Not essential,0.0,1000.0,0.0,-3.0240025313428475e-12
PPPGO3,Protoporphyrinogen oxidase (anaerobic),3.0 fum_c + pppg9_c --> ppp9_c + 3.0 succ_c,CIW80_14230,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.00025004544197153956,0.00025004544679524583
PDX5POi,Pyridoxine 5'-phosphate oxidase,o2_c + pdx5p_c --> h2o2_c + pydx5p_c,CIW80_01040,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.0,-7.862406581491581e-12
PDX5PO2,Pyridoxine 5'-phosphate oxidase (anaerboic,nad_c + pdx5p_c --> h_c + nadh_c + pydx5p_c,,Cofactor and Prosthetic Group Biosynthesis,Not essential,0.0,1000.0,0.00025004543494316656,0.00025004544699178723
PLIPA1A181pp,"Phospholipase A1 (phosphatidate, n-C18:1) (periplasm)",h2o_p + pa181_p --> 2odec11eg3p_p + ocdcea_p,CIW80_13985,Glycerophospholipid Metabolism,Not essential,0.0,1000.0,0.0,-1.8720015670217713e-12
LPLIPAL2A141,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:1)",2tdec7eg3p_c + h2o_c --> glyc3p_c + 2.0 h_c + ttdcea_c,CIW80_14005,Glycerophospholipid Metabolism,Not essential,0.0,1000.0,0.0,-1.871971047188626e-12
HG2t3pp,Mercury (Hg+2) transport out via proton antiport (periplasm),h_p + hg2_c --> h_c + hg2_p,CIW80_14580,Inorganic Ion Transport and Metabolism,Not essential,0.0,1000.0,-2.025706891962285e-11,0.0
CYTBO3_4pp,Cytochrome oxidase bo3 (ubiquinol-8: 4 protons) (periplasm),4.0 h_c + 0.5 o2_c + q8h2_c --> h2o_c + 4.0 h_p + q8_c,CIW80_20275 and CIW80_20270 and CIW80_20260 and CIW80_20265,Oxidative Phosphorylation,Not essential,0.0,1000.0,39.99924986359612,39.99924986362192
EAR141x,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C14:1),h_c + nadh_c + t3c7mrseACP_c --> nad_c + tdeACP_c,CIW80_25415,Cell Envelope Biosynthesis,Not essential,0.0,1000.0,0.0,-3.742021431948455e-12
EAR181x,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C18:1),h_c + nadh_c + t3c11vaceACP_c --> nad_c + octeACP_c,CIW80_25415,Cell Envelope Biosynthesis,Not essential,0.0,1000.0,0.0,-3.1183511932900484e-12
EAR181y,Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C18:1),h_c + nadph_c + t3c11vaceACP_c --> nadp_c + octeACP_c,CIW80_25415,Cell Envelope Biosynthesis,Not essential,0.0,1000.0,0.0,-2.6728724513913177e-12
G3PAT141,Glycerol-3-phosphate acyltransferase (C14:1),glyc3p_c + tdeACP_c --> 1tdec7eg3p_c + ACP_c,CIW80_24080 and CIW80_15345,Glycerophospholipid Metabolism,Not essential,0.0,1000.0,0.0,-3.050336260554545e-12
G3PAT181,Glycerol-3-phosphate acyltransferase (C18:1),glyc3p_c + octeACP_c --> 1odec11eg3p_c + ACP_c,CIW80_24080 and CIW80_15345,Glycerophospholipid Metabolism,Not essential,0.0,1000.0,0.0,-3.0503362605545507e-12
DASYN140,CDP-diacylglycerol synthetase (n-C14:0),ctp_c + h_c + pa140_c --> cdpdtdecg_c + ppi_c,CIW80_18640,Glycerophospholipid Metabolism,Not essential,0.0,1000.0,-8.105441836675898e-12,-3.050336260554541e-12
DASYN180,CDP-diacylglycerol synthetase (n-C18:0),ctp_c + h_c + pa180_c --> cdpdodecg_c + ppi_c,CIW80_18640,Glycerophospholipid Metabolism,Not essential,0.0,1000.0,0.0,-3.050336260554535e-12
DASYN141,CDP-diacylglycerol synthetase (n-C14:1),ctp_c + h_c + pa141_c --> cdpdtdec7eg_c + ppi_c,CIW80_18640,Glycerophospholipid Metabolism,Not essential,0.0,1000.0,-4.6442226188317764e-12,-3.0503362605545313e-12
CDAPPA160,CDP-Diacylglycerol pyrophostatase (n-C16:0),cdpdhdecg_c + h2o_c --> cmp_c + 2.0 h_c + pa160_c,CIW80_14595,Glycerophospholipid Metabolism,Not essential,0.0,1000.0,0.0,-3.050336260554511e-12
CDAPPA141,CDP-Diacylglycerol pyrophostatase (n-C14:1),cdpdtdec7eg_c + h2o_c --> cmp_c + 2.0 h_c + pa141_c,CIW80_14595,Glycerophospholipid Metabolism,Not essential,0.0,1000.0,0.0,-3.0503362605545293e-12
PGSA141,Phosphatidylglycerol synthase (n-C14:1),cdpdtdec7eg_c + glyc3p_c --> cmp_c + h_c + pgp141_c,CIW80_02775,Glycerophospholipid Metabolism,Not essential,0.0,1000.0,-5.418259721970375e-12,-3.4860985834908295e-12
EX_alaala_e,D-Alanyl-D-alanine exchange,alaala_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,-2.440269008443689e-12
EX_dtmp_e,DTMP exchange,dtmp_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,-5.675044205682864e-13
5DOAN,5'-deoxyadenosine nuclosidase,dad_5_c + h2o_c --> 5drib_c + ade_c,CIW80_18560,Cofactor and Prosthetic Group Biosynthesis,Essential,0.0,1000.0,0.0002522880070545127,0.0002522880056988077
DM_5drib_c,Sink needed to allow 5'-deoxyribose to leave system,5drib_c --> ,,Intracellular demand,Essential,0.0,1000.0,0.0002522880070545127,0.0002522880056988077
MINOHPtexi,Myo-inositol phosphate transport via diffusion (extracellular to periplasm),minohp_e --> minohp_p,,"Transport, Outer Membrane",Not essential,0.0,1000.0,0.0,0.0
12PPDRtpp,"(R)-Propane-1,2-diol facilitated transport (periplasm)",12ppd__R_p <=> 12ppd__R_c,,"Transport, Inner Membrane",Not essential,-1000.0,1000.0,-8.127389582955548e-12,0.0
FACOAE120,Fatty-acid-CoA thioesterase (dodecanoate),ddcacoa_c + h2o_c --> coa_c + ddca_c + h_c,CIW80_20385,Cell Envelope Biosynthesis,Not essential,0.0,1000.0,0.0872624971492097,0.08726249715801267
3OAR120,3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:0),3oddecACP_c + h_c + nadph_c <=> 3hddecACP_c + nadp_c,CIW80_24075,Cell Envelope Biosynthesis,Not essential,-1000.0,1000.0,0.0,-6.100672521109057e-12
3HAD80,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C8:0),3hoctACP_c --> h2o_c + toct2eACP_c,CIW80_22755 or CIW80_18665,Cell Envelope Biosynthesis,Not essential,0.0,1000.0,0.0,-1.109213185656203e-12
3HAD120,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:0),3hddecACP_c --> h2o_c + tddec2eACP_c,CIW80_18665 or CIW80_22755,Cell Envelope Biosynthesis,Not essential,0.0,1000.0,0.0,-4.067115014072749e-12
EAR180x,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C18:0),h_c + nadh_c + toctd2eACP_c --> nad_c + ocdcaACP_c,CIW80_25415,Cell Envelope Biosynthesis,Not essential,0.0,1000.0,0.0,-1.7430492917454384e-12
SO4t2pp,Sulfate transport in via proton symport (periplasm to cytoplasm),h_p + so4_p --> h_c + so4_c,CIW80_05950,Inorganic Ion Transport and Metabolism,Not essential,0.0,1000.0,0.28236073747370877,0.282360737493876
EAR180y,Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C18:0),h_c + nadph_c + toctd2eACP_c --> nadp_c + ocdcaACP_c,CIW80_25415,Cell Envelope Biosynthesis,Not essential,0.0,1000.0,0.0,-1.525168130277265e-12
AGPAT120,1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C12:0),1ddecg3p_c + ddcaACP_c --> ACP_c + pa120_c,CIW80_09515,Glycerophospholipid Metabolism,Not essential,0.0,1000.0,-1.6254779165910854e-11,-3.4860985834908368e-12
PGPP120,Phosphatidylglycerol phosphate phosphatase (n-C14:0),h2o_c + pgp120_c --> pg120_c + pi_c,CIW80_20205 or CIW80_25355,Glycerophospholipid Metabolism,Not essential,0.0,1000.0,-5.001470512588066e-12,-8.134230028145655e-12
DAGK120,Diacylglycerol kinase (n-C12:0),12dgr120_c + atp_c --> adp_c + h_c + pa120_c,CIW80_15350,Glycerophospholipid Metabolism,Not essential,0.0,1000.0,0.0,-6.1006725211091095e-12
PSSA180,Phosphatidylserine syntase (n-C18:0),cdpdodecg_c + ser__L_c --> cmp_c + h_c + ps180_c,CIW80_06755,Glycerophospholipid Metabolism,Not essential,0.0,1000.0,-2.3090949431041158e-12,-2.033557507036365e-12
PSSA161,Phosphatidylserine syntase (n-C16:1),cdpdhdec9eg_c + ser__L_c --> cmp_c + h_c + ps161_c,CIW80_06755,Glycerophospholipid Metabolism,Essential,0.0,1000.0,0.08433595627822399,0.08433595627599542
PSSA141,Phosphatidylserine syntase (n-C14:1),cdpdtdec7eg_c + ser__L_c --> cmp_c + h_c + ps141_c,CIW80_06755,Glycerophospholipid Metabolism,Not essential,0.0,1000.0,0.0,-1.4451597317152597e-12
PSD160,Phosphatidylserine decarboxylase (n-C16:0),h_c + ps160_c --> co2_c + pe160_c,CIW80_16120,Glycerophospholipid Metabolism,Essential,0.0,1000.0,0.07155336392079441,0.0715533639186845
PSD161,Phosphatidylserine decarboxylase (n-C16:1),h_c + ps161_c --> co2_c + pe161_c,CIW80_16120,Glycerophospholipid Metabolism,Essential,0.0,1000.0,0.08433595627821387,0.08433595627711304
PSD180,Phosphatidylserine decarboxylase (n-C18:0),h_c + ps180_c --> co2_c + pe180_c,CIW80_16120,Glycerophospholipid Metabolism,Not essential,0.0,1000.0,0.0,-1.7793206588191926e-12
COLIPAabcpp,Core oligosaccharide lipid A transport via ABC system (periplasm),atp_c + colipa_c + h2o_c --> adp_c + colipa_p + h_c + pi_c,CIW80_22585,Lipopolysaccharide Biosynthesis / Recycling,Not essential,0.0,1000.0,0.0,0.0
PLIPA2A140pp,"Phospholipase A2 (phosphatidate, n-C14:0) (periplasm)",h2o_p + pa140_p --> 1tdecg3p_p + h_p + ttdca_p,CIW80_13985,Glycerophospholipid Metabolism,Not essential,0.0,1000.0,0.0,-3.552881887812625e-12
PLIPA2A141pp,"Phospholipase A2 (phosphatidate, n-C14:1) (periplasm)",h2o_p + pa141_p --> 1tdec7eg3p_p + h_p + ttdcea_p,CIW80_13985,Glycerophospholipid Metabolism,Not essential,0.0,1000.0,0.0,-1.5919552419060752e-12
PLIPA2A180pp,"Phospholipase A2 (phosphatidate, n-C18:0) (periplasm)",h2o_p + pa180_p --> 1odecg3p_p + h_p + ocdca_p,CIW80_13985,Glycerophospholipid Metabolism,Not essential,0.0,1000.0,0.0,-3.552331967938439e-12
GAM6Pt6_2pp,D-Glucosamine 6-phosphate transport via phosphate antiport (periplasm),gam6p_p + 2.0 pi_c --> gam6p_c + 2.0 pi_p,CIW80_13195,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,0.0
PPALtex,Propanal transport via diffusion (extracellular to periplasm),ppal_e <=> ppal_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.0,0.0
CA2tex,Calcium (Ca+2) transport via diffusion (extracellular to periplasm),ca2_e <=> ca2_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Essential,-1000.0,1000.0,0.005836262563194395,0.005836262563193888
CUtex,Copper (Cu+1) transport via diffusion (extracellular to periplasm),cu_e <=> cu_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.0,0.0
CU1Opp,Cuprous Oxidase (Cu+1),4.0 cu_p + 4.0 h_p + o2_p --> 4.0 cu2_p + 2.0 h2o_p,CIW80_18370,Inorganic Ion Transport and Metabolism,Not essential,0.0,1000.0,0.0,0.0
SUCDi,Succinate dehydrogenase (irreversible),q8_c + succ_c --> fum_c + q8h2_c,CIW80_21585 and CIW80_21590 and CIW80_21595 and CIW80_21600,Oxidative Phosphorylation,Not essential,0.0,1000.0,0.0006402508847117299,39.99924986361328
LPLIPAL1E141pp,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C14:1) (periplasm)",1agpe141_p + h2o_p --> g3pe_p + h_p + ttdcea_p,CIW80_20630,Glycerophospholipid Metabolism,Not essential,0.0,1000.0,0.0,-1.633825942911373e-12
LALDO2x,D-Lactaldehyde:NAD+ 1-oxidoreductase,h_c + mthgxl_c + nadh_c --> lald__D_c + nad_c,CIW80_14760,Methylglyoxal Metabolism,Not essential,0.0,1000.0,0.0,-4.574607115640923e-12
