Unnamed: 0,CU651637,CP001855,CP002167,CP000468,CP000946,CP000819,CP001665,AM946981,CP001509,CP001396,CP001637,AP012030,CU928162,CP000802,CU928160,CP002516,AP009240,AP009378,CP000948,U00096,AP009048,CP002185,CP002967,FN554766,CU928145,AP010958,AP010960,CP001164,AE005174,BA000007,CP001368,AP010953,CP001846,CP000970,FM180568,CP000800,FN649414,CP002729,CP001969,CU928161,CP000247,CP001671,AE014075,CU928164,CP002797,CU928163,CP000243,CP001063,CP000036,CP000034,CP001383,AE014073,AE005674,CP000266,CP000038
CIW80_13610,LF82_1815,NRG857_18670,UM146_18935,APECO1_2714,EcolC_4245,ECB_03635,ECBD_4281,B21_03580,ECD_03635,BWG_3440,EcDH1_4218,ECDH1ME8569_3637,ECED1_4439,EcHS_A3965,ECIAI1_3933,EKO11_4596,ECSE_4039,ECSF_3597,ECDH10B_3937,b3749,rbsA,ECW_m4052,WFL_19810,EC042_4136,EC55989_4224,ECO103_4408,ECO111_4583,ECH74115_5185,Z5250,ECs_4691,ECSP_4799,ECO26_4829,G2583_4545,EcSMS35_4117,E2348C_4059,EcE24377A_4265,ETEC_4040,UMNK88_4561,ECOK1_4198,ECS88_4171,ECP_3948,ECABU_c42340,c4677,ECIAI39_4354,ECNA114_3898,ECUMN_4279,UTI89_C4304,None,None,None,SFxv_4176,None,SF3830,None,SSON_3919
CIW80_13615,LF82_1817,NRG857_18675,UM146_18940,APECO1_2713,EcolC_4244,ECB_03636,ECBD_4280,B21_03581,ECD_03636,BWG_3441,EcDH1_4217,ECDH1ME8569_3638,ECED1_4440,EcHS_A3966,ECIAI1_3934,EKO11_4595,ECSE_4040,ECSF_3598,ECDH10B_3938,b3750,rbsC,ECW_m4053,WFL_19815,EC042_4137,EC55989_4225,ECO103_4407,ECO111_4584,ECH74115_5186,Z5251,ECs_4692,ECSP_4800,ECO26_4828,G2583_4546,EcSMS35_4118,E2348C_4060,EcE24377A_4266,ETEC_4041,UMNK88_4562,ECOK1_4199,ECS88_4172,ECP_3949,ECABU_c42350,c4678,ECIAI39_4355,ECNA114_3899,ECUMN_4280,UTI89_C4305,None,SBO_3764,SDY_3997,SFxv_4178,S3934,SF3833,SFV_3749,SSON_3920
CIW80_13620,LF82_1816,NRG857_18680,UM146_18945,APECO1_2712,EcolC_4243,ECB_03637,ECBD_4279,B21_03582,ECD_03637,BWG_3442,EcDH1_4216,ECDH1ME8569_3639,ECED1_4441,EcHS_A3967,ECIAI1_3935,None,ECSE_4041,ECSF_3599,ECDH10B_3939,b3751,rbsB,None,None,EC042_4138,EC55989_4226,ECO103_4406,ECO111_4585,ECH74115_5187,Z5252,ECs_4693,ECSP_4801,ECO26_4827,G2583_4547,EcSMS35_4119,E2348C_4061,EcE24377A_4267,ETEC_4042,UMNK88_4563,ECOK1_4200,ECS88_4173,ECP_3951,ECABU_c42360,c4679,ECIAI39_4356,ECNA114_3900,ECUMN_4281,UTI89_C4306,None,None,None,None,None,SF3834,None,None
CIW80_13625,LF82_1819,NRG857_18685,UM146_18950,APECO1_2711,EcolC_4242,ECB_03638,ECBD_4278,B21_03583,ECD_03638,BWG_3443,EcDH1_4215,ECDH1ME8569_3640,ECED1_4442,EcHS_A3968,ECIAI1_3936,None,ECSE_4042,ECSF_3600,ECDH10B_3940,b3752,rbsK,None,None,EC042_4139,EC55989_4227,ECO103_4405,ECO111_4586,ECH74115_5188,Z5253,ECs_4694,ECSP_4802,ECO26_4826,G2583_4548,EcSMS35_4120,E2348C_4062,EcE24377A_4268,ETEC_4043,UMNK88_4564,ECOK1_4201,ECS88_4174,ECP_3952,ECABU_c42370,c4680,ECIAI39_4357,ECNA114_3901,ECUMN_4282,UTI89_C4307,SbBS512_E4167,SBO_3766,SDY_3995,SFxv_4180,S3932,SF3835,SFV_3747,SSON_3922
CIW80_13630,LF82_1820,NRG857_18690,UM146_18955,APECO1_2710,EcolC_4241,ECB_03639,ECBD_4277,B21_03584,ECD_03639,None,None,None,ECED1_4443,None,ECIAI1_3937,None,ECSE_4043,ECSF_3601,None,b3753,rbsR,ECW_m4054,WFL_19820,EC042_4140,EC55989_4228,ECO103_4404,ECO111_4587,ECH74115_5190,Z5254,ECs_4695,ECSP_4803,ECO26_4825,G2583_4549,EcSMS35_4122,E2348C_4063,EcE24377A_4270,ETEC_4044,UMNK88_4566,ECOK1_4203,ECS88_4175,ECP_3953,ECABU_c42380,c4681,ECIAI39_4358,ECNA114_3902,ECUMN_4283,UTI89_C4308,SbBS512_E4165,SBO_3767,SDY_3994,SFxv_4181,S3931,SF3836,SFV_3746,SSON_3923
CIW80_13635,None,None,None,None,None,ECB_04146,None,B21_04110,ECD_04146,None,EcDH1_3349,ECDH1ME8569_0245,ECED1_3585,None,None,None,ECSE_4581,None,ECDH10B_0243,b4623,insO,None,None,EC042_4774,EC55989_4954,None,None,None,None,None,None,ECO26_5453,None,None,E2348C_1559,None,None,UMNK88_5223,None,ECS88_4857,ECP_3806,ECABU_c48960,None,ECIAI39_4763,ECNA114_2551,ECUMN_4852,None,SbBS512_E2429,SBO_1209,SDY_2844,SFxv_3135,S1431,SF0213,SFV_2296,SSON_2298
CIW80_13640,LF82_1042,NRG857_18695,UM146_18960,APECO1_2709,EcolC_4240,ECB_03640,ECBD_4276,B21_03585,ECD_03640,BWG_3448,EcDH1_4213,ECDH1ME8569_3642,ECED1_4444,EcHS_A3973,ECIAI1_3938,EKO11_4593,ECSE_4044,ECSF_3602,ECDH10B_3943,b3754,hsrA,ECW_m4055,WFL_19825,EC042_4141,EC55989_4229,ECO103_4402,ECO111_4588,ECH74115_5189,Z5255,ECs_4696,ECSP_4804,ECO26_4824,G2583_4550,EcSMS35_4121,E2348C_4064,EcE24377A_4269,ETEC_4045,UMNK88_4565,None,ECS88_4176,ECP_3954,ECABU_c42390,c4682,ECIAI39_4359,ECNA114_3903,ECUMN_4284,UTI89_C4309,SbBS512_E4166,SBO_3768,SDY_3993,SFxv_4182,S3930,SF3837,SFV_3745,SSON_3924
CIW80_13645,LF82_3384,NRG857_18700,UM146_18965,APECO1_2708,EcolC_4239,ECB_03641,ECBD_4275,B21_03586,ECD_03641,BWG_3449,EcDH1_4212,ECDH1ME8569_3643,ECED1_4445,EcHS_A3974,ECIAI1_3939,EKO11_4592,ECSE_4045,ECSF_3603,ECDH10B_3944,b3755,yieP,ECW_m4056,WFL_19830,EC042_4142,EC55989_4230,ECO103_4401,ECO111_4589,ECH74115_5191,Z5258,ECs_4697,ECSP_4805,ECO26_4823,G2583_4551,EcSMS35_4123,E2348C_4065,EcE24377A_4271,ETEC_4046,UMNK88_4567,ECOK1_4204,ECS88_4177,ECP_3955,ECABU_c42400,c4683,ECIAI39_4360,ECNA114_3904,ECUMN_4285,UTI89_C4310,SbBS512_E4164,None,SDY_3992,SFxv_4183,S3929,SF3838,SFV_3744,SSON_3925
CIW80_13680,LF82_0972,NRG857_18705,UM146_18970,APECO1_2706,EcolC_4238,ECB_03642,ECBD_4274,B21_03591,ECD_03642,BWG_3450,EcDH1_4211,ECDH1ME8569_3644,ECED1_4451,EcHS_A3981,ECIAI1_3951,EKO11_4591,ECSE_4046,ECSF_3604,ECDH10B_3951,b4480,hdfR,ECW_m4063,WFL_19835,EC042_4143,EC55989_4237,ECO103_4400,ECO111_4590,ECH74115_5199,Z5275,ECs_4698,ECSP_4813,ECO26_4822,G2583_4558,EcSMS35_4131,E2348C_4066,EcE24377A_4276,ETEC_4047,UMNK88_4575,ECOK1_4211,ECS88_4187,ECP_3959,ECABU_c42470,c4685,ECIAI39_3021,ECNA114_3905,ECUMN_4291,UTI89_C4320,SbBS512_E4155,SBO_3775,SDY_3985,SFxv_4186,S3921,SF3839,SFV_3737,SSON_3932
CIW80_13685,LF82_3386,NRG857_18710,UM146_18975,APECO1_2705,EcolC_4237,ECB_03643,ECBD_4273,B21_03592,ECD_03643,BWG_3451,EcDH1_4210,ECDH1ME8569_3645,ECED1_4452,EcHS_A3982,ECIAI1_3952,EKO11_4590,ECSE_4047,ECSF_3605,ECDH10B_3952,b3764,yifE,ECW_m4064,WFL_19840,EC042_4144,EC55989_4238,ECO103_4399,ECO111_4591,ECH74115_5200,Z5276,ECs_4699,ECSP_4814,ECO26_4821,G2583_4559,EcSMS35_4132,E2348C_4067,EcE24377A_4277,ETEC_4048,UMNK88_4576,ECOK1_4212,ECS88_4188,ECP_3960,ECABU_c42480,c4686,ECIAI39_3020,ECNA114_3906,ECUMN_4292,UTI89_C4321,SbBS512_E4154,SBO_3776,SDY_3984,SFxv_4187,S3920,SF3840,SFV_3736,SSON_3933
CIW80_13690,LF82_3385,NRG857_18715,UM146_18980,APECO1_2704,EcolC_4236,ECB_03644,ECBD_4272,B21_03593,ECD_03644,BWG_3452,EcDH1_4209,ECDH1ME8569_3646,ECED1_4453,EcHS_A3983,ECIAI1_3953,EKO11_4589,ECSE_4048,ECSF_3606,ECDH10B_3953,b3765,yifB,ECW_m4065,WFL_19845,EC042_4145,EC55989_4239,ECO103_4398,ECO111_4592,ECH74115_5201,Z5277,ECs_4700,ECSP_4815,ECO26_4820,G2583_4560,EcSMS35_4133,E2348C_4068,EcE24377A_4278,ETEC_4049,UMNK88_4577,ECOK1_4213,ECS88_4189,ECP_3961,ECABU_c42490,c4687,ECIAI39_3019,ECNA114_3907,ECUMN_4293,UTI89_C4322,SbBS512_E4153,SBO_3777,None,None,None,SF3841,SFV_3735,None
CIW80_13695,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
CIW80_13700,None,None,None,None,EcolC_4235,ECB_03645,None,B21_03594,ECD_03645,BWG_3453,None,ECDH1ME8569_3647,ECED1_5283,EcHS_A3984,ECIAI1_3954,None,ECSE_4050,ECSF_3608,ECDH10B_3954,b3766,ilvL,ECW_m4066,WFL_19847,EC042_4145A,EC55989_5074,ECO103_4397,ECO111_4593,None,Z5278,ECs_4701,ECSP_4816,ECO26_4819,G2583_4561,None,E2348C_4069,None,ETEC_4050,None,ECOK1_4214,ECS88_4190,None,None,c5500,ECIAI39_4943,None,ECUMN_5057,None,None,SBO_3778,SDY_3981,None,S3918,SF3842,None,SSON_3938
CIW80_13705,LF82_1106,NRG857_18720,UM146_18985,APECO1_2703,EcolC_4234,ECB_03646,ECBD_4271,B21_03595,ECD_03646,None,None,ECDH1ME8569_3648,ECED1_4454,EcHS_A3985,ECIAI1_3955,EKO11_4588,ECSE_4051,ECSF_3609,None,b4488,ilvG,ECW_m4067,WFL_19850,EC042_4146,EC55989_4240,ECO103_4396,ECO111_4594,ECH74115_5202,Z5279,ECs_4702,ECSP_4817,ECO26_4818,G2583_4562,EcSMS35_4134,E2348C_4070,EcE24377A_4279,ETEC_4051,UMNK88_4578,ECOK1_4215,ECS88_4191,ECP_3962,ECABU_c42500,c4690,ECIAI39_3018,ECNA114_3908,ECUMN_4294,UTI89_C4324,SbBS512_E4152,SBO_3779,SDY_3980,SFxv_4189,S3917,SF3843,SFV_3734,SSON_3939
CIW80_13710,LF82_1109,NRG857_18725,UM146_18990,APECO1_2702,EcolC_4233,ECB_03647,ECBD_4270,B21_03596,ECD_03647,BWG_3454,EcDH1_4207,ECDH1ME8569_3650,ECED1_4455,EcHS_A3986,ECIAI1_3956,EKO11_4587,ECSE_4052,ECSF_3610,ECDH10B_3958,b3769,ilvM,ECW_m4068,WFL_19855,EC042_4147,EC55989_4241,ECO103_4395,ECO111_4595,ECH74115_5203,Z5280,ECs_4703,ECSP_4818,ECO26_4817,G2583_4563,EcSMS35_4135,E2348C_4071,EcE24377A_4280,ETEC_4052,UMNK88_4579,ECOK1_4216,ECS88_4192,None,ECABU_c42510,c4691,ECIAI39_3017,ECNA114_3909,ECUMN_4295,UTI89_C4325,SbBS512_E4151,SBO_3780,SDY_3979,SFxv_4190,S3915,SF3844,SFV_3733,SSON_3940
CIW80_13715,LF82_1105,NRG857_18730,UM146_18995,APECO1_2701,EcolC_4232,ECB_03648,ECBD_4269,B21_03597,ECD_03648,BWG_3455,EcDH1_4206,ECDH1ME8569_3651,ECED1_4456,EcHS_A3987,ECIAI1_3957,EKO11_4586,ECSE_4053,ECSF_3611,ECDH10B_3959,b3770,ilvE,ECW_m4069,WFL_19860,EC042_4148,EC55989_4242,ECO103_4394,ECO111_4596,ECH74115_5204,Z5281,ECs_4704,ECSP_4819,ECO26_4816,G2583_4564,EcSMS35_4136,E2348C_4072,EcE24377A_4281,ETEC_4053,UMNK88_4580,ECOK1_4217,ECS88_4193,ECP_3963,ECABU_c42520,c4692,ECIAI39_3016,ECNA114_3910,ECUMN_4296,UTI89_C4326,SbBS512_E4150,SBO_3781,SDY_3978,SFxv_4191,S3914,SF3845,SFV_3732,SSON_3941
CIW80_13720,LF82_1104,NRG857_18735,UM146_19000,APECO1_2700,EcolC_4231,ECB_03649,ECBD_4268,B21_03598,ECD_03649,BWG_3456,EcDH1_4205,ECDH1ME8569_3652,ECED1_4457,EcHS_A3988,ECIAI1_3958,EKO11_4585,ECSE_4054,ECSF_3612,None,b3771,ilvD,ECW_m4070,WFL_19865,EC042_4149,EC55989_4243,ECO103_4393,ECO111_4597,ECH74115_5205,Z5282,ECs_4705,ECSP_4820,ECO26_4815,G2583_4565,EcSMS35_4137,E2348C_4073,EcE24377A_4282,ETEC_4054,UMNK88_4581,ECOK1_4218,ECS88_4194,ECP_3964,ECABU_c42530,c4693,ECIAI39_3015,ECNA114_3911,ECUMN_4297,UTI89_C4327,SbBS512_E4149,SBO_3782,SDY_3977,SFxv_4192,S3913,SF3846,SFV_3731,SSON_3942
CIW80_13725,LF82_1101,NRG857_18740,UM146_19005,APECO1_2699,EcolC_4230,ECB_03650,ECBD_4267,B21_03599,ECD_03650,BWG_3457,EcDH1_4204,ECDH1ME8569_3653,ECED1_4458,EcHS_A3989,ECIAI1_3959,EKO11_4584,ECSE_4055,ECSF_3613,ECDH10B_3961,b3772,ilvA,ECW_m4071,WFL_19870,EC042_4150,EC55989_4244,ECO103_4392,ECO111_4598,ECH74115_5206,Z5283,ECs_4706,ECSP_4821,ECO26_4814,G2583_4566,EcSMS35_4139,E2348C_4074,EcE24377A_4284,ETEC_4055,UMNK88_4582,ECOK1_4220,ECS88_4195,ECP_3965,ECABU_c42540,c4694,ECIAI39_3014,ECNA114_39121,ECUMN_4298,UTI89_C4328,SbBS512_E4147,SBO_3783,SDY_3976,SFxv_4193,S3912,SF3847,SFV_3730,SSON_3943
CIW80_13730,LF82_1111,NRG857_18745,UM146_19010,APECO1_2698,EcolC_4229,ECB_03651,ECBD_4266,B21_03600,ECD_03651,BWG_3458,EcDH1_4203,ECDH1ME8569_3654,ECED1_4459,EcHS_A3991,ECIAI1_3960,EKO11_4583,ECSE_4056,ECSF_3614,ECDH10B_3962,b3773,ilvY,ECW_m4072,WFL_19875,EC042_4151,EC55989_4245,ECO103_4391,ECO111_4599,ECH74115_5207,Z5284,ECs_4707,ECSP_4822,ECO26_4813,G2583_4567,EcSMS35_4138,E2348C_4075,EcE24377A_4283,ETEC_4056,UMNK88_4583,ECOK1_4219,ECS88_4196,ECP_3966,ECABU_c42550,c4695,ECIAI39_3013,ECNA114_3913,ECUMN_4299,UTI89_C4329,SbBS512_E4148,SBO_3784,SDY_3975,SFxv_4195,S3911,SF3849,SFV_3728,SSON_3944
CIW80_13735,LF82_1103,NRG857_18750,UM146_19015,APECO1_2697,EcolC_4228,ECB_03652,ECBD_4265,B21_03601,ECD_03652,BWG_3459,EcDH1_4202,ECDH1ME8569_3655,ECED1_4460,EcHS_A3990,ECIAI1_3961,EKO11_4582,ECSE_4057,ECSF_3615,ECDH10B_3963,b3774,ilvC,ECW_m4073,WFL_19880,EC042_4152,EC55989_4246,ECO103_4390,ECO111_4600,ECH74115_5208,Z5285,ECs_4708,ECSP_4823,ECO26_4812,G2583_4568,EcSMS35_4140,E2348C_4076,EcE24377A_4285,ETEC_4057,UMNK88_4584,ECOK1_4221,ECS88_4197,ECP_3967,ECABU_c42560,c4696,ECIAI39_3012,ECNA114_3914,ECUMN_4300,UTI89_C4330,SbBS512_E4146,SBO_3785,SDY_3974,SFxv_4194,S3910,SF3848,SFV_3729,SSON_3945
CIW80_13740,LF82_1705,NRG857_18755,UM146_19020,APECO1_2696,EcolC_4227,ECB_03653,ECBD_4264,B21_03602,ECD_03653,BWG_3460,EcDH1_4201,ECDH1ME8569_3656,ECED1_4461,EcHS_A3992,ECIAI1_3962,EKO11_4581,ECSE_4058,ECSF_3616,ECDH10B_3964,b3775,ppiC,ECW_m4074,WFL_19885,EC042_4153,EC55989_4247,ECO103_4389,ECO111_4601,ECH74115_5209,Z5286,ECs_4709,ECSP_4824,ECO26_4811,G2583_4569,EcSMS35_4141,E2348C_4077,EcE24377A_4286,ETEC_4058,UMNK88_4585,ECOK1_4222,ECS88_4198,ECP_3968,ECABU_c42570,c4697,ECIAI39_3011,ECNA114_3915,ECUMN_4301,UTI89_C4331,SbBS512_E4145,SBO_3786,SDY_3973,SFxv_4196,S3909,SF3850,SFV_3727,SSON_3946
CIW80_13745,LF82_1846,NRG857_18760,UM146_19025,APECO1_2695,EcolC_4225,ECB_03656,ECBD_4262,B21_03605,ECD_03656,BWG_3461,EcDH1_4199,ECDH1ME8569_3659,ECED1_4462,EcHS_A3994,ECIAI1_3964,EKO11_4579,ECSE_4060,ECSF_3617,ECDH10B_3967,b3778,rep,ECW_m4076,WFL_19895,EC042_4155,EC55989_4249,ECO103_4387,ECO111_4603,ECH74115_5211,Z5288,ECs_4711,ECSP_4826,ECO26_4809,G2583_4571,EcSMS35_4142,E2348C_4078,EcE24377A_4288,ETEC_4060,UMNK88_4587,ECOK1_4223,ECS88_4199,ECP_3969,ECABU_c42580,c4698,ECIAI39_3009,ECNA114_3916,ECUMN_4302,UTI89_C4332,SbBS512_E4143,SBO_3788,SDY_3971,SFxv_4197,S3908,SF3851,SFV_3726,SSON_3949
CIW80_13750,LF82_0918,NRG857_18765,UM146_19030,APECO1_2694,EcolC_4224,ECB_03657,ECBD_4261,B21_03606,ECD_03657,BWG_3462,EcDH1_4198,ECDH1ME8569_3660,ECED1_4463,EcHS_A3995,ECIAI1_3965,EKO11_4578,ECSE_4061,ECSF_3618,ECDH10B_3968,b3779,gpp,ECW_m4077,WFL_19900,EC042_4156,EC55989_4250,ECO103_4386,ECO111_4604,ECH74115_5212,Z5289,ECs_4712,ECSP_4827,ECO26_4808,G2583_4572,EcSMS35_4143,E2348C_4079,EcE24377A_4289,ETEC_4061,UMNK88_4588,ECOK1_4224,ECS88_4200,ECP_3970,ECABU_c42590,c4699,ECIAI39_3008,ECNA114_3917,ECUMN_4303,UTI89_C4333,SbBS512_E4142,SBO_3789,SDY_3970,SFxv_4198,S3907,SF3852,SFV_3725,SSON_3950
CIW80_13755,None,None,None,None,None,None,None,None,None,None,None,None,ECED1_4464,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,ECS88_4201,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
CIW80_13760,LF82_1871,NRG857_18770,UM146_19035,APECO1_2693,EcolC_4223,ECB_03658,ECBD_4260,B21_03607,ECD_03658,BWG_3463,EcDH1_4197,ECDH1ME8569_3661,ECED1_4465,EcHS_A3996,ECIAI1_3966,EKO11_4577,ECSE_4062,ECSF_3619,ECDH10B_3969,b3780,rhlB,ECW_m4078,WFL_19905,EC042_4157,EC55989_4251,ECO103_4385,ECO111_4605,ECH74115_5213,Z5290,ECs_4713,ECSP_4828,ECO26_4807,G2583_4573,EcSMS35_4144,E2348C_4080,EcE24377A_4290,ETEC_4062,UMNK88_4589,ECOK1_4225,ECS88_4202,ECP_3972,ECABU_c42600,c4700,ECIAI39_3007,ECNA114_3918,ECUMN_4304,UTI89_C4334,SbBS512_E4141,SBO_3790,SDY_3969,SFxv_4199,S3906,SF3853,SFV_3724,SSON_3951
CIW80_13765,LF82_2322,NRG857_18775,UM146_19040,None,EcolC_4222,ECB_03659,ECBD_4259,B21_03608,ECD_03659,BWG_3464,EcDH1_4196,ECDH1ME8569_3662,ECED1_4466,EcHS_A3997,ECIAI1_3967,EKO11_4576,ECSE_4063,ECSF_3620,ECDH10B_3970,b3781,trxA,ECW_m4079,WFL_19910,EC042_4158,EC55989_4252,ECO103_4384,ECO111_4606,ECH74115_5214,Z5291,ECs_4714,ECSP_4829,ECO26_4806,G2583_4574,EcSMS35_4145,E2348C_4081,EcE24377A_4292,ETEC_4063,UMNK88_4590,ECOK1_4226,ECS88_4203,ECP_3973,ECABU_c42610,c4701,ECIAI39_3006,ECNA114_3919,ECUMN_4305,UTI89_C4335,SbBS512_E4140,SBO_3791,SDY_3968,SFxv_4200,S3905,SF3854,SFV_3723,SSON_3952
CIW80_13770,None,NRG857_18780,UM146_19045,None,EcolC_4221,ECB_03660,ECBD_4258,B21_03609,ECD_03660,None,EcDH1_4195,ECDH1ME8569_3663,ECED1_5284,EcHS_A3998,ECIAI1_4636,EKO11_4575,ECSE_4064,ECSF_3621,ECDH10B_3971,b3782,rhoL,None,WFL_19915,None,EC55989_5075,ECO103_4383,ECO111_4607,None,Z5292,ECs_4715,None,ECO26_4805,G2583_4575,None,E2348C_4082,None,ETEC_4064,None,ECOK1_4227,ECS88_5094,None,None,c5501,ECIAI39_4942,None,ECUMN_5058,UTI89_C4337,None,SBO_3792,SDY_3967,None,S3904,SF3855,None,SSON_3953
CIW80_13775,LF82_1873,NRG857_18785,UM146_19050,APECO1_2691,EcolC_4220,ECB_03661,ECBD_4257,B21_03610,ECD_03661,BWG_3465,EcDH1_4194,ECDH1ME8569_3664,ECED1_4468,EcHS_A3999,ECIAI1_3969,EKO11_4574,ECSE_4065,ECSF_3622,ECDH10B_3972,b3783,rho,ECW_m4080,WFL_19920,EC042_4159,EC55989_4254,ECO103_4382,ECO111_4608,ECH74115_5215,Z5293,ECs_4716,ECSP_4830,ECO26_4804,G2583_4576,EcSMS35_4146,E2348C_4083,EcE24377A_4293,ETEC_4065,UMNK88_4591,ECOK1_4228,ECS88_4205,ECP_3974,ECABU_c42620,c4702,ECIAI39_3005,ECNA114_3920,ECUMN_4307,UTI89_C4338,SbBS512_E4139,SBO_3793,SDY_3966,SFxv_4202,S3903,SF3856,SFV_3722,SSON_3954
CIW80_13780,LF82_1855,NRG857_18795,UM146_19060,APECO1_2690,EcolC_4219,ECB_03662,ECBD_4255,B21_03611,ECD_03662,BWG_3466,EcDH1_4192,ECDH1ME8569_3666,ECED1_4469,EcHS_A4001,ECIAI1_3971,EKO11_4572,ECSE_4067,ECSF_3624,ECDH10B_3973,b3784,rfe,ECW_m4082,WFL_19930,EC042_4161,EC55989_4256,ECO103_4380,ECO111_4610,ECH74115_5217,Z5295,ECs_4717,ECSP_4832,ECO26_4802,G2583_4578,EcSMS35_4148,E2348C_4085,EcE24377A_4295,ETEC_4066,UMNK88_4593,ECOK1_4230,ECS88_4206,ECP_3975,ECABU_c42630,c4704,ECIAI39_3003,ECNA114_3922,ECUMN_4309,UTI89_C4340,SbBS512_E4137,SBO_3795,SDY_3964,SFxv_4204,S3902,SF3858,SFV_3720,SSON_3956
CIW80_13785,LF82_2439,NRG857_18800,UM146_19065,APECO1_2689,EcolC_4218,ECB_03663,ECBD_4254,B21_03612,ECD_03663,BWG_3467,EcDH1_4191,ECDH1ME8569_3667,ECED1_4470,EcHS_A4002,ECIAI1_3972,EKO11_4571,ECSE_4068,ECSF_3625,ECDH10B_3974,b3785,wzzE,ECW_m4083,WFL_19935,EC042_4162,EC55989_4257,ECO103_4379,ECO111_4611,ECH74115_5218,Z5296,ECs_4718,ECSP_4833,ECO26_4801,G2583_4579,EcSMS35_4149,E2348C_4086,EcE24377A_4296,ETEC_4067,UMNK88_4594,ECOK1_4231,ECS88_4207,ECP_3976,ECABU_c42640,c4705,ECIAI39_3002,ECNA114_3923,ECUMN_4310,UTI89_C4341,SbBS512_E4136,SBO_3796,SDY_3963,SFxv_4205,S3901,SF3859,SFV_3719,SSON_3957
CIW80_13790,LF82_1859,NRG857_18805,UM146_19070,APECO1_26882,EcolC_4217,ECB_03664,ECBD_4253,B21_03613,ECD_03664,BWG_3468,EcDH1_4190,ECDH1ME8569_3668,ECED1_4471,EcHS_A4003,ECIAI1_3973,EKO11_4570,ECSE_4069,ECSF_3626,ECDH10B_3975,b3786,rffE,ECW_m4084,WFL_19940,EC042_4163,EC55989_4258,ECO103_4378,ECO111_4612,ECH74115_5219,Z5297,ECs_4719,ECSP_4834,ECO26_4800,G2583_4580,EcSMS35_4150,E2348C_4087,EcE24377A_4297,ETEC_4068,UMNK88_4595,ECOK1_4232,ECS88_4208,ECP_3977,ECABU_c42650,c4706,ECIAI39_3001,ECNA114_3924,ECUMN_4311,UTI89_C4342,SbBS512_E4135,SBO_3797,SDY_3962,SFxv_4206,S3900,SF3860,SFV_3718,SSON_3958
CIW80_13795,LF82_1858,NRG857_18810,UM146_19075,APECO1_2688,EcolC_4216,ECB_03665,ECBD_4252,B21_03614,ECD_03665,BWG_3469,EcDH1_4189,ECDH1ME8569_3669,ECED1_4472,EcHS_A4004,ECIAI1_3974,EKO11_4569,ECSE_4070,ECSF_3627,ECDH10B_3976,b3787,rffD,ECW_m4085,WFL_19945,EC042_4164,EC55989_4259,ECO103_4377,ECO111_4613,ECH74115_5220,Z5298,ECs_4720,ECSP_4835,ECO26_4799,G2583_4581,EcSMS35_4151,E2348C_4088,EcE24377A_4298,ETEC_4069,UMNK88_4596,ECOK1_4233,ECS88_4209,ECP_3978,ECABU_c42660,c4707,ECIAI39_3000,ECNA114_3925,ECUMN_4312,UTI89_C4343,SbBS512_E4134,SBO_3798,SDY_3961,SFxv_4207,S3899,SF3861,SFV_3717,SSON_3959
CIW80_13800,LF82_1860,NRG857_18815,UM146_19080,APECO1_2687,EcolC_4215,ECB_03666,ECBD_4251,B21_03615,ECD_03666,BWG_3470,EcDH1_4188,ECDH1ME8569_3670,ECED1_4473,EcHS_A4005,ECIAI1_3975,EKO11_4568,ECSE_4071,ECSF_3628,ECDH10B_3977,b3788,rffG,ECW_m4086,WFL_19950,EC042_4165,EC55989_4260,ECO103_4376,ECO111_4614,ECH74115_5221,Z5299,ECs_4721,ECSP_4836,ECO26_4798,G2583_4582,EcSMS35_4152,E2348C_4089,EcE24377A_4299,ETEC_4070,UMNK88_4597,ECOK1_4234,ECS88_4210,ECP_3979,ECABU_c42670,c4708,ECIAI39_2999,ECNA114_3926,ECUMN_4313,UTI89_C4344,None,SBO_3799,None,SFxv_4208,S3898,SF3862,SFV_3716,SSON_3960
CIW80_13805,LF82_1861,NRG857_18820,UM146_19085,APECO1_2686,EcolC_4214,ECB_03667,ECBD_4250,B21_03616,ECD_03667,BWG_3471,EcDH1_4187,ECDH1ME8569_3671,ECED1_4474,EcHS_A4006,ECIAI1_3976,EKO11_4567,ECSE_4072,ECSF_3629,ECDH10B_3978,b3789,rffH,ECW_m4087,WFL_19955,EC042_4166,EC55989_4261,ECO103_4375,ECO111_4615,ECH74115_5222,Z5300,ECs_4722,ECSP_4837,ECO26_4797,G2583_4583,EcSMS35_4153,E2348C_4090,EcE24377A_4300,ETEC_4071,UMNK88_4598,ECOK1_4235,ECS88_4211,ECP_3980,ECABU_c42680,c4709,ECIAI39_2998,ECNA114_3927,ECUMN_4314,UTI89_C4345,SbBS512_E4132,SBO_3800,SDY_3959,SFxv_4209,S3897,SF3863,SFV_3715,SSON_3961
